Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Inflammatory Bowel Disease Signaling WP5198	3/43	0.3416193714653807	0.9999559291069534	0	0	1.4873956158663884	1.5975493249497885	IL18RAP;IFNG;TBX21
TYROBP Causal Network In Microglia WP3945	4/62	0.3478976841691994	0.9999559291069534	0	0	1.3678521240946924	1.4442423612040156	CD84;SFT2D2;TGFBR1;TMEM106A
17Q12 Copy Number Variation Syndrome WP5287	6/100	0.3488703286020829	0.9999559291069534	0	0	1.2662359362816085	1.3334160548910898	FBXL20;SLFN13;CCL3L3;CCL5;CCL3;PLXDC1
Notch Signaling WP268	3/44	0.35493706290672117	0.9999559291069534	0	0	1.4510412953816385	1.5030100387355365	NOTCH3;ADAM17;NOTCH1
Growth Factors And Hormones In Beta Cell Proliferation WP5385	2/26	0.3573259506955323	0.9999559291069534	0	0	1.6523288147375739	1.7004229621739013	TGFBR1;IGF1R
Somitogenesis In The Context Of Spondylocostal Dysostosis WP4785	1/9	0.3580693159565887	0.9999559291069534	0	0	2.4779947916666667	2.544971748015151	NOTCH1
Macrophage Markers WP4146	1/9	0.3580693159565887	0.9999559291069534	0	0	2.4779947916666667	2.544971748015151	LYZ
Folate Alcohol And Cancer Pathway Hypotheses WP1589	1/9	0.3580693159565887	0.9999559291069534	0	0	2.4779947916666667	2.544971748015151	MTHFR
Endochondral Ossification WP474	4/63	0.358948581263824	0.9999559291069534	0	0	1.344597346935161	1.377642344019125	HDAC4;THRA;PTCH1;IGF1R
Endochondral Ossification With Skeletal Dysplasias WP4808	4/63	0.358948581263824	0.9999559291069534	0	0	1.344597346935161	1.377642344019125	HDAC4;THRA;PTCH1;IGF1R
TROP2 Regulatory Signaling WP5300	3/45	0.3682191622363696	0.9999559291069534	0	0	1.4164181330152104	1.4151107344996683	NOTCH1;CHEK1;IGF1R
3Q29 Copy Number Variation Syndrome WP4906	4/64	0.36999504403590494	0.9999559291069534	0	0	1.3221177290142807	1.3145362669219702	DLG1;CEP19;RABL2A;NF2
FGFR3 Signal Chondrocyte Proliferation Terminal Differentiation WP4767	2/27	0.3748663703404479	0.9999559291069534	0	0	1.5861522419186653	1.5563098379587474	THRA;FGF9
Canonical And Non Canonical Notch Signaling WP3845	2/27	0.3748663703404479	0.9999559291069534	0	0	1.5861522419186653	1.5563098379587474	NOTCH3;NOTCH1
1Q21 1 Copy Number Variation Syndrome WP4905	2/27	0.3748663703404479	0.9999559291069534	0	0	1.5861522419186653	1.5563098379587474	OCLN;NBPF12
Pathways Affected In Adenoid Cystic Carcinoma WP3651	4/65	0.3810284266129687	0.9999559291069534	0	0	1.300375147746544	1.254707657981635	BRD1;NOTCH1;CHEK1;MYBL1
Histone Modifications WP2369	4/66	0.39204038463087876	0.9999559291069534	0	0	1.2793339400680892	1.1979560486340395	SETD5;SETD6;KMT2B;KMT5A
Angiotensin II Receptor Type 1 Pathway WP5036	2/28	0.3922068290401966	0.9999559291069534	0	0	1.5250661747012113	1.4274100159496288	JUND;TGFBR1
Microtubule Cytoskeleton Regulation WP2038	3/48	0.40771636598564087	0.9999559291069534	0	0	1.3217814892136395	1.1858805793893126	GNAQ;LIMK1;MARK2
Selective Expression Of Chemokine Receptors T Cell Polarization WP4494	2/29	0.40932604767324754	0.9999559291069534	0	0	1.4685050013517167	1.3117321917165479	IFNG;CCL3
Iron Metabolism In Placenta WP2007	1/11	0.41830456965101603	0.9999559291069534	0	0	1.9821875	1.7275665487134644	ACO1
Induction Of Autophagy And TLR Signaling By Graphene Oxide WP5336	1/11	0.41830456965101603	0.9999559291069534	0	0	1.9821875	1.7275665487134644	IFNG
IDO Metabolic Pathway WP5414	1/11	0.41830456965101603	0.9999559291069534	0	0	1.9821875	1.7275665487134644	IFNG
Gene Regulatory Network Modeling Somitogenesis WP2854	1/11	0.41830456965101603	0.9999559291069534	0	0	1.9821875	1.7275665487134644	NOTCH1
ATR Signaling WP3875	1/11	0.41830456965101603	0.9999559291069534	0	0	1.9821875	1.7275665487134644	CHEK1
PTF1A Related Regulatory Pathway WP4147	1/11	0.41830456965101603	0.9999559291069534	0	0	1.9821875	1.7275665487134644	NOTCH1
Phosphoinositides Metabolism WP4971	3/49	0.4207243880222541	0.9999559291069534	0	0	1.2929790324044659	1.1194319214435544	PIP4K2A;MTMR9;PIK3C3
GPR143 In Melanocytes And Retinal Pigment Epithelium Cells WP4941	2/30	0.4262052490774665	0.9999559291069534	0	0	1.4159839118129003	1.2075995680940281	ADCY9;GNAQ
Autophagy WP4923	2/30	0.4262052490774665	0.9999559291069534	0	0	1.4159839118129003	1.2075995680940281	PIK3C3;ATG7
Ethanol Effects On Histone Modifications WP3996	2/31	0.4428279673351903	0.9999559291069534	0	0	1.3670849663802094	1.1135917599625744	HDAC4;MTHFR
TGFB Smad Signaling WP5382	1/12	0.44627036335355486	0.9999559291069534	0	0	1.8018939393939395	1.4538226542935921	TGFBR1
Spina Bifida WP5150	1/12	0.44627036335355486	0.9999559291069534	0	0	1.8018939393939395	1.4538226542935921	MTHFR
Regucalcin In Proximal Tubule Epithelial Kidney Cells WP4838	2/32	0.45917986941495603	0.9999559291069534	0	0	1.321445950643031	1.028498923360139	TGFBR1;MAP3K5
Development And Heterogeneity Of The ILC Family WP3893	2/32	0.45917986941495603	0.9999559291069534	0	0	1.321445950643031	1.028498923360139	IFNG;TBX21
Control Of Immune Tolerance By Vasoactive Intestinal Peptide WP4484	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	IFNG
Mammary Gland Development Pathway Puberty Stage 2 Of 4 WP2814	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	NRIP1
Cell Type Dependent Selectivity Of CCK2R Signaling WP3679	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	GNAQ
EDA Signaling In Hair Follicle Development WP3930	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	PTCH1
Nitric Oxide Metabolism In Cystic Fibrosis WP4947	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	CARM1
Genes Targeted By miRNAs In Adipocytes WP1992	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	HDAC4
Ganglio Sphingolipid Metabolism WP1423	1/13	0.47289299231410387	0.9999559291069534	0	0	1.6516493055555554	1.2368972862489824	ST3GAL2
Prostaglandin Signaling WP5088	2/33	0.47524858850957474	0.9999559291069534	0	0	1.2787513875340577	0.9512852381714915	IFNG;CCL3
TGF Beta Receptor Signaling WP560	3/54	0.4841060673896068	0.9999559291069534	0	0	1.1659093700110525	0.8458104084337182	IFNG;NOG;TGFBR1
Notch Signaling WP61	3/54	0.4841060673896068	0.9999559291069534	0	0	1.1659093700110525	0.8458104084337182	NOTCH3;ADAM17;NOTCH1
Omega 9 Fatty Acid Synthesis WP4724	1/14	0.4982369030409638	0.9999559291069534	0	0	1.5245192307692308	1.0621014572657475	ELOVL6
Abnormal Ca Handling And Effects On Muscle Contraction In DMD WP5343	1/14	0.4982369030409638	0.9999559291069534	0	0	1.5245192307692308	1.0621014572657475	SNTB1
Somatic Sex Determination WP4814	1/14	0.4982369030409638	0.9999559291069534	0	0	1.5245192307692308	1.0621014572657475	FGF9
Mod Of PI3K Akt mTOR Signaling By Bioactive Sphingolipids WP5192	1/14	0.4982369030409638	0.9999559291069534	0	0	1.5245192307692308	1.0621014572657475	IGF1R
Kennedy Pathway From Sphingolipids WP3933	1/14	0.4982369030409638	0.9999559291069534	0	0	1.5245192307692308	1.0621014572657475	CHKB
P38 MAPK Signaling WP400	2/35	0.5064959189458949	0.9999559291069534	0	0	1.2011249091541063	0.8170520223183824	TGFBR1;MAP3K5
Factors And Pathways Affecting IGF1 Akt Signaling WP3850	2/36	0.521658279599305	0.9999559291069534	0	0	1.1657363675397165	0.7585942474068431	RICTOR;IGF1R
RIOK1 And RIOK2 In EGFR And PI3K Mediated Tumorigenesis WP3873	1/15	0.5223634530816231	0.9999559291069534	0	0	1.4155505952380953	0.9192467552606759	RICTOR
Glycine Metabolism Including IMDs WP5028	1/15	0.5223634530816231	0.9999559291069534	0	0	1.4155505952380953	0.9192467552606759	IBA57
COVID 19 Adverse Outcome Pathway WP4891	1/15	0.5223634530816231	0.9999559291069534	0	0	1.4155505952380953	0.9192467552606759	CCL3
15Q11Q13 Copy Number Variation WP5407	3/58	0.5323204019507438	0.9999559291069534	0	0	1.0808882140823686	0.6815105161544613	OCLN;CCL5;OTUD7A
TGF Beta Receptor Signaling In Skeletal Dysplasias WP4816	3/58	0.5323204019507438	0.9999559291069534	0	0	1.0808882140823686	0.6815105161544613	IFNG;NOG;TGFBR1
Genetic Causes Of Porto Sinusoidal Vascular Disease WP5269	2/37	0.5365046940736862	0.9999559291069534	0	0	1.132370028303292	0.705104132434651	NOTCH1;CXXC5
TCA Cycle And Deficiency Of Pyruvate Dehydrogenase Complex PDHc WP2453	1/16	0.5453310584826165	0.9999559291069534	0	0	1.3211111111111111	0.8010718688196307	ACO1
Hedgehog Signaling WP47	1/16	0.5453310584826165	0.9999559291069534	0	0	1.3211111111111111	0.8010718688196307	PTCH1
MAPK Pathway In Congenital Thyroid Cancer WP4928	1/16	0.5453310584826165	0.9999559291069534	0	0	1.3211111111111111	0.8010718688196307	SOS2
ID Signaling WP53	1/16	0.5453310584826165	0.9999559291069534	0	0	1.3211111111111111	0.8010718688196307	ID1
8Q11 23 RB1CC1 Copy Number Variation WP5412	1/16	0.5453310584826165	0.9999559291069534	0	0	1.3211111111111111	0.8010718688196307	MAP3K5
Relevant Molecular Pathways And Targeted Agents In TNBC WP5215	2/38	0.551030492302524	0.9999559291069534	0	0	1.1008573745800023	0.6560726099255326	RICTOR;SOS2
Nuclear Receptors WP170	2/38	0.551030492302524	0.9999559291069534	0	0	1.1008573745800023	0.6560726099255326	THRA;NR2C2
G13 Signaling WP524	2/38	0.551030492302524	0.9999559291069534	0	0	1.1008573745800023	0.6560726099255326	LIMK1;PIP4K2A
Novel Intracellular Components Of RIG I Like Receptor Pathway WP3865	3/60	0.5554545689812754	0.9999559291069534	0	0	1.0428524337984837	0.6131643366493426	TKFC;IFNG;CASP10
10Q11 21Q11 23 Copy Number Variation Syndrome WP5352	3/60	0.5554545689812754	0.9999559291069534	0	0	1.0428524337984837	0.6131643366493426	JUND;NOG;ERCC8
Genes Related To Primary Cilium Development Based On CRISPR WP4536	5/104	0.5637805266684836	0.9999559291069534	0	0	1.00059169096826	0.5734293326493912	TRAF3IP1;CEP19;TMEM67;RABL2A;IQCE
Immune Infiltration In Pancreatic Cancer WP5285	2/39	0.5652321807740016	0.9999559291069534	0	0	1.071048107544458	0.6110529662691302	IFNG;CCL5
TGF Beta In Thyroid Cells For Epithelial Mesenchymal Transition WP3859	1/17	0.5671953352694947	0.9999559291069534	0	0	1.2384765625	0.7022800270773558	ID1
Platelet Mediated Interactions W Vascular And Circulating Cells WP4462	1/17	0.5671953352694947	0.9999559291069534	0	0	1.2384765625	0.7022800270773558	CCL5
MAP3K1 Role In Promoting And Blocking Gonadal Determination WP4872	1/17	0.5671953352694947	0.9999559291069534	0	0	1.2384765625	0.7022800270773558	FGF9
Degradation Pathway Of Sphingolipids Including Diseases WP4153	1/17	0.5671953352694947	0.9999559291069534	0	0	1.2384765625	0.7022800270773558	NEU3
Amplification And Expansion Of Oncogenic Pathways WP3678	1/17	0.5671953352694947	0.9999559291069534	0	0	1.2384765625	0.7022800270773558	NOTCH1
Canonical And Non Canonical TGF B Signaling WP3874	1/17	0.5671953352694947	0.9999559291069534	0	0	1.2384765625	0.7022800270773558	TGFBR1
Catabolism Of Skeletal Muscle In Cachexia WP5474	2/40	0.579107340800302	0.9999559291069534	0	0	1.0428077493002579	0.5696519077432595	ACVR2A;IGF1R
Complement System In Neuronal Development And Plasticity WP5090	5/106	0.5808558824292593	0.9999559291069534	0	0	0.9806744272753635	0.5327539360937091	IFNG;CASP10;ATP10A;ATP11A;MARK2
Ulcerative Colitis Signaling WP5174	1/18	0.5880092328828719	0.9999559291069534	0	0	1.165563725490196	0.6189290581687611	IFNG
Exosome Biogenesis Inhib And Secretion Manumycin A CRPC Cells WP4301	1/18	0.5880092328828719	0.9999559291069534	0	0	1.165563725490196	0.6189290581687611	HNRNPH1
Proteoglycan Biosynthesis WP4784	1/18	0.5880092328828719	0.9999559291069534	0	0	1.165563725490196	0.6189290581687611	CHSY1
Lung Fibrosis WP3624	3/63	0.58883737436661	0.9999559291069534	0	0	0.9905532359081419	0.5246021823490868	CCL5;CCL3;ATP11A
Glycosaminoglycan Synthesis In Fibroblasts WP5395	2/41	0.5926545329291393	0.9999559291069534	0	0	1.0160156145557606	0.5315220915627558	CHSY1;CSGALNACT2
Metabolic Reprogramming In Pancreatic Cancer WP5220	2/42	0.6058732091094802	0.9999559291069534	0	0	0.990563086548488	0.4963558492531253	CARM1;SLC16A4
Apoptosis Modulation By HSP70 WP384	1/19	0.6078231624733584	0.9999559291069534	0	0	1.1007523148148148	0.5480329755158945	CASP2
KCNQ2 Related Epilepsies WP5360	1/19	0.6078231624733584	0.9999559291069534	0	0	1.1007523148148148	0.5480329755158945	AKAP5
Disorders Of Folate Metabolism And Transport WP4259	1/19	0.6078231624733584	0.9999559291069534	0	0	1.1007523148148148	0.5480329755158945	MTHFR
Bardet Biedl Syndrome WP5234	4/88	0.6158873930275188	0.9999559291069534	0	0	0.9431755983480121	0.45714885191459576	TRAF3IP1;TMEM67;PTCH1;NPHP3
SARS CoV 2 Innate Immunity Evasion And Cell Immune Response WP5039	3/66	0.6205635550707786	0.9999559291069534	0	0	0.9432349140073566	0.4500430844021736	CCL5;CCL3;PPBP
Serotonin Receptor 2 And ELK SRF GATA4 Signaling WP732	1/20	0.6266851180719811	0.9999559291069534	0	0	1.042763157894737	0.4872947655372388	GNAQ
Autophagy In Pancreatic Ductal Adenocarcinoma WP5331	1/20	0.6266851180719811	0.9999559291069534	0	0	1.042763157894737	0.4872947655372388	ATG7
BMP Signaling In Eyelid Development WP3927	1/20	0.6266851180719811	0.9999559291069534	0	0	1.042763157894737	0.4872947655372388	NOTCH1
Neurodegeneration W Brain Fe Accumulation NBIA Subtypes Pathway WP4577	2/44	0.6313267899306949	0.9999559291069534	0	0	0.9432941059635533	0.43385082249217244	PIK3C3;ATG7
Integrated Cancer Pathway WP1971	2/44	0.6313267899306949	0.9999559291069534	0	0	0.9432941059635533	0.43385082249217244	CHEK1;MAP3K5
G Protein Signaling WP35	4/91	0.642239268411565	0.9999559291069534	0	0	0.9105081732905752	0.40316787703344364	ADCY9;GNAQ;AKAP5;PDE8A
15Q25 Copy Number Variation WP5408	2/45	0.6435643436116775	0.9999559291069534	0	0	0.9213085335984674	0.40605131980998993	WHAMM;PDE8A
Aryl Hydrocarbon Receptor Pathway WP2873	2/45	0.6435643436116775	0.9999559291069534	0	0	0.9213085335984674	0.40605131980998993	JUND;IFNG
Glycosphingolipid Metabolism WP5292	1/21	0.6446407924729957	0.9999559291069534	0	0	0.9905729166666667	0.4349229538849463	NEU3
Urea Cycle And Metabolism Of Amino Groups WP497	1/21	0.6446407924729957	0.9999559291069534	0	0	0.9905729166666667	0.4349229538849463	ODC1
7Q11 23 Distal Copy Number Variation WP5401	1/21	0.6446407924729957	0.9999559291069534	0	0	0.9905729166666667	0.4349229538849463	TMEM120B
GNAQ Pathways In Port Wine Stain WP5437	1/21	0.6446407924729957	0.9999559291069534	0	0	0.9905729166666667	0.4349229538849463	GNAQ
Folate Metabolism WP176	3/69	0.6505800925510911	0.9999559291069534	0	0	0.9002182577339154	0.386995604615392	IFNG;MTHFR;HBA1
Th17 Cell Differentiation Pathway WP5130	3/69	0.6505800925510911	0.9999559291069534	0	0	0.9002182577339154	0.386995604615392	IFNG;TBX21;TGFBR1
Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239	7/160	0.6534169806841519	0.9999559291069534	0	0	0.905728888340801	0.3854236827181748	NOTCH3;OCLN;NOTCH1;ID1;NR2C2;SOS2;TGFBR1
Insulin Signaling WP481	7/160	0.6534169806841519	0.9999559291069534	0	0	0.905728888340801	0.3854236827181748	MAP3K10;PIK3C3;SOS2;RHOQ;IGF1R;MAP3K5;MAP4K4
Envelope Proteins And Potential Roles In EDMD Physiopathology WP4535	2/46	0.6554785427808956	0.9999559291069534	0	0	0.9003223054317945	0.38028687789347804	ADCY9;SOS2
Ectoderm Differentiation WP2858	6/138	0.6561565262327262	0.9999559291069534	0	0	0.8999048072346502	0.37918021025988635	TTC14;TSC22D1;SGSM3;NF2;TBL1X;TRIM33
NAD Biosynthetic Pathways WP3645	1/22	0.6617336874848773	0.9999559291069534	0	0	0.9433531746031746	0.38950306269028157	TNKS2
Transcription Factor Regulation In Adipogenesis WP3599	1/22	0.6617336874848773	0.9999559291069534	0	0	0.9433531746031746	0.38950306269028157	NRIP1
Pathophysiological Roles Of DUX4 In FSHD1 WP5342	1/22	0.6617336874848773	0.9999559291069534	0	0	0.9433531746031746	0.38950306269028157	ADRB2
Methionine De Novo And Salvage Pathway WP3580	1/22	0.6617336874848773	0.9999559291069534	0	0	0.9433531746031746	0.38950306269028157	ODC1
Glycerolipids And Glycerophospholipids WP4722	1/22	0.6617336874848773	0.9999559291069534	0	0	0.9433531746031746	0.38950306269028157	CHKB
PKC Gamma Calcium Signaling In Ataxia WP4760	1/22	0.6617336874848773	0.9999559291069534	0	0	0.9433531746031746	0.38950306269028157	GNAQ
Mechanoreg And Pathology Of YAP TAZ Hippo And Non Hippo Mechs WP4534	2/47	0.6670721740612203	0.9999559291069534	0	0	0.8802687985169737	0.35638301307004494	NF2;MAP4K4
Wnt Signaling WP363	2/47	0.6670721740612203	0.9999559291069534	0	0	0.8802687985169737	0.35638301307004494	RYK;CSNK1E
ATM Signaling In Development And Disease WP3878	2/47	0.6670721740612203	0.9999559291069534	0	0	0.8802687985169737	0.35638301307004494	HDAC4;CHEK1
Osteoblast Differentiation And Related Diseases WP4787	5/118	0.675175195555712	0.9999559291069534	0	0	0.8759765986596068	0.34406878013571807	NOTCH3;NOTCH1;FGF9;PTCH1;PIK3C3
Post COVID Neuroinflammation WP5485	1/23	0.6780052189829159	0.9999559291069534	0	0	0.9004261363636363	0.34990586082676456	IFNG
Unfolded Protein Response WP4925	1/23	0.6780052189829159	0.9999559291069534	0	0	0.9004261363636363	0.34990586082676456	CASP2
Nanoparticle Triggered Autophagic Cell Death WP2509	1/23	0.6780052189829159	0.9999559291069534	0	0	0.9004261363636363	0.34990586082676456	ATG7
Cancer Immunotherapy By PD 1 Blockade WP4585	1/23	0.6780052189829159	0.9999559291069534	0	0	0.9004261363636363	0.34990586082676456	IFNG
Ebstein Barr Virus LMP1 Signaling WP262	1/23	0.6780052189829159	0.9999559291069534	0	0	0.9004261363636363	0.34990586082676456	CCL5
Pluripotent Stem Cell Differentiation Pathway WP2848	2/48	0.6783485025553999	0.9999559291069534	0	0	0.8610871832071452	0.3341828618757904	NOTCH1;NOG
Axon Guidance WP5289	3/72	0.6788629133223149	0.9999559291069534	0	0	0.8609421802668603	0.33347395781815065	RYK;PTCH1;LRIG2
Head And Neck Squamous Cell Carcinoma WP4674	3/73	0.6879046753287142	0.9999559291069534	0	0	0.8485982702057858	0.31746485922685413	NOTCH1;RICTOR;IGF1R
Kynurenine Pathway And Links To Cell Senescence WP5044	1/24	0.6934948166073283	0.9999559291069534	0	0	0.861231884057971	0.31522078536334686	IFNG
Kallmann Syndrome WP5074	1/24	0.6934948166073283	0.9999559291069534	0	0	0.861231884057971	0.31522078536334686	CHD7
MTHFR Deficiency WP4288	1/24	0.6934948166073283	0.9999559291069534	0	0	0.861231884057971	0.31522078536334686	MTHFR
Leucine Isoleucine And Valine Metabolism WP4686	1/24	0.6934948166073283	0.9999559291069534	0	0	0.861231884057971	0.31522078536334686	DBT
IL1 And Megakaryocytes In Obesity WP2865	1/24	0.6934948166073283	0.9999559291069534	0	0	0.861231884057971	0.31522078536334686	IFNG
Photodynamic Therapy Induced AP 1 Survival Signaling WP3611	2/50	0.6999643948028783	0.9999559291069534	0	0	0.8251216545012166	0.29434219038521064	IFNG;MAP3K5
4 Hydroxytamoxifen DEX And Retinoic Acids Regulation Of P27 WP3879	1/25	0.7082400192260943	0.9999559291069534	0	0	0.8253038194444444	0.2847069011117995	MAP3K5
S1P Receptor Signal Transduction WP26	1/25	0.7082400192260943	0.9999559291069534	0	0	0.8253038194444444	0.2847069011117995	S1PR2
Copper Homeostasis WP3286	2/51	0.7103124299884553	0.9999559291069534	0	0	0.8082398757208827	0.2764587432852857	ADAM17;ATP7A
Neural Crest Differentiation WP2064	4/101	0.7212041367949276	0.9999559291069534	0	0	0.8162104514752933	0.26676455266951193	HDAC4;NOTCH3;NOTCH1;ID1
Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284	1/26	0.7222765651765024	0.9999559291069534	0	0	0.79225	0.25775628685622004	CCL5
Cytokines And Inflammatory Response WP530	1/26	0.7222765651765024	0.9999559291069534	0	0	0.79225	0.25775628685622004	IFNG
Prader Willi And Angelman Syndrome WP3998	4/102	0.7283406423769727	0.9999559291069534	0	0	0.8078391231100591	0.25607403550535357	POM121;MDM4;ATP10A;NUP43
Cardiac Progenitor Differentiation WP2406	2/53	0.7301121105738331	0.9999559291069534	0	0	0.7764624097814308	0.24424182638723185	NOTCH1;NOG
Regulation Of Actin Cytoskeleton WP51	6/150	0.7325222136552874	0.9999559291069534	0	0	0.8243891797556719	0.25660070561736537	FGF9;ITGA1;LIMK1;PIP4K2A;PIK3C3;SOS2
Gastric Cancer Network 1 WP2361	1/27	0.7356384788743885	0.9999559291069534	0	0	0.7617387820512821	0.2338663581064445	NOTCH1
Phosphodiesterases In Neuronal Function WP4222	2/54	0.7395738697243203	0.9999559291069534	0	0	0.7614903344830352	0.22972724964598412	ADCY9;PDE8A
Clock Controlled Autophagy In Bone Metabolism WP5205	3/80	0.7458717856221417	0.9999559291069534	0	0	0.7711682889135917	0.2261077474055049	NOTCH1;PIK3C3;ATG7
Overview Of Proinflammatory And Profibrotic Mediators WP5095	5/129	0.748267484520316	0.9999559291069534	0	0	0.7978050344176002	0.23135928371514028	IFNG;CCL3L3;CCL5;CCL3;PPBP
Interactions Immune Cells And miRNAs In Tumor Microenvironment WP4559	1/28	0.748358152503008	0.9999559291069534	0	0	0.7334876543209876	0.2126187084506576	CCL5
Nanoparticle Mediated Activation Of Receptor Signaling WP2643	1/28	0.748358152503008	0.9999559291069534	0	0	0.7334876543209876	0.2126187084506576	ITGA1
Dravet Syndrome WP5200	1/28	0.748358152503008	0.9999559291069534	0	0	0.7334876543209876	0.2126187084506576	RICTOR
