"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"CD230-Prion",0,-1.71708054577331,0.127,0.563,0,"CD230-Prion","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"beta2-microglobulin",0,-1.7411536400883,0.127,0.563,0,"beta2-microglobulin","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD26",0,-1.98576083384359,0.123,0.558,0,"CD26","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD45",0,-1.85611855924426,0.127,0.562,0,"CD45","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD45RO",0,-1.74436552216004,0.125,0.557,0,"CD45RO","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD45RA",0,-1.99660075197303,0.126,0.556,0,"CD45RA","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD35",0,-1.91332583176883,0.127,0.556,0,"CD35","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD54",0,-1.97170597374472,0.125,0.554,0,"CD54","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TCRVbeta13.1",0,-2.31071159619227,0.124,0.55,0,"TCRVbeta13.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD127-IL-7Ralpha",0,-2.00397186277905,0.122,0.547,0,"CD127-IL-7Ralpha","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD218a-IL-18Ralpha",0,-2.20310051727859,0.125,0.548,0,"CD218a-IL-18Ralpha","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD74.1",0,-1.6075152609646,0.127,0.548,0,"CD74.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD328-Siglec-7",0,-1.92499907232071,0.125,0.544,0,"CD328-Siglec-7","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD32",0,-1.98805903523104,0.121,0.539,0,"CD32","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD93.1",0,-2.25382774162094,0.124,0.54,0,"CD93.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD62L",0,-2.02947860756756,0.11,0.525,0,"CD62L","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TCRalpha/beta",0,-1.31183298481799,0.122,0.537,0,"TCRalpha/beta","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"Iglightchainlambda",0,-2.69024091028715,0.112,0.517,0,"Iglightchainlambda","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD11c",0,-1.92710587021169,0.12,0.525,0,"CD11c","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD164.1",0,-1.6199592126805,0.123,0.524,0,"CD164.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD278-ICOS",0,-1.87183431030823,0.118,0.519,0,"CD278-ICOS","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD49d",0,-1.67337313597591,0.115,0.516,0,"CD49d","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD101-BB27",0,-1.51386020707129,0.12,0.519,0,"CD101-BB27","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD116",0,-2.32904228188285,0.116,0.514,0,"CD116","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD11a",0,-1.99146606122452,0.116,0.514,0,"CD11a","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD4.1",0,-1.7776382760327,0.115,0.512,0,"CD4.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD29",0,-1.73693029696492,0.114,0.506,0,"CD29","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TIM-4",0,-1.96080012537454,0.113,0.501,0,"TIM-4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD47.1",0,-1.83800198321457,0.114,0.501,0,"CD47.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD279-PD-1",0,-1.78448008193119,0.117,0.498,0,"CD279-PD-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD96-TACTILE",0,-2.03925103489617,0.111,0.488,0,"CD96-TACTILE","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD84.1",0,-1.80462615977078,0.111,0.483,0,"CD84.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD107a-LAMP-1",0,-1.90214390718239,0.116,0.487,0,"CD107a-LAMP-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD317-BST2-Tetherin",0,-2.06515013890124,0.111,0.482,0,"CD317-BST2-Tetherin","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"Iglightchainkappa",0,-2.47276952407058,0.104,0.475,0,"Iglightchainkappa","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD31",0,-2.18847532732307,0.11,0.478,0,"CD31","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"IgM",0,-2.97635417041169,0.095,0.463,0,"IgM","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TCRVgamma9",0,-1.94565426290384,0.104,0.472,0,"TCRVgamma9","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"FYB",0,-1.22509862345001,0.427,0.791,0,"FYB","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD7.1",0,-1.96026256438498,0.107,0.471,0,"CD7.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"KLRG1-MAFA",0,-1.80342014704845,0.112,0.472,0,"KLRG1-MAFA","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD305-LAIR1",0,-1.80598516509265,0.107,0.464,0,"CD305-LAIR1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD27.1",0,-1.59672163722615,0.105,0.461,0,"CD27.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"integrinbeta7",0,-1.9396002108582,0.106,0.461,0,"integrinbeta7","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD226-DNAM-1",0,-2.02053378598159,0.103,0.457,0,"CD226-DNAM-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD270-HVEM-TR2",0,-1.92721154081848,0.11,0.463,0,"CD270-HVEM-TR2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CX3CR1.1",0,-2.08269965601995,0.109,0.459,0,"CX3CR1.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD73-Ecto-5prime-nucleotidase",0,-1.84821823983669,0.101,0.447,0,"CD73-Ecto-5prime-nucleotidase","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD134-OX40",0,-1.82383959867943,0.119,0.461,0,"CD134-OX40","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD183-CXCR3",0,-1.99395783966464,0.106,0.446,0,"CD183-CXCR3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"JUND",0,-1.07982403431475,0.602,0.934,0,"JUND","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD151-PETA-3",0,-1.74106926976005,0.101,0.433,0,"CD151-PETA-3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD45RB",0,-2.19626570780346,0.096,0.428,0,"CD45RB","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"RPS10",0,-1.23022642687682,0.645,0.974,0,"RPS10","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"FAM65B",0,-1.12014613366864,0.424,0.747,0,"FAM65B","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD38.1",0,-1.61008215857962,0.101,0.42,0,"CD38.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"IgGFc",0,-3.1480226859645,0.069,0.383,0,"IgGFc","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD138-Syndecan-1",0,-1.96520116346404,0.114,0.426,0,"CD138-Syndecan-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD8",0,-2.05614414859518,0.093,0.404,0,"CD8","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD33.1",0,-1.93141953363875,0.104,0.41,0,"CD33.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD9.1",0,-2.57863718615449,0.087,0.391,0,"CD9.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD197-CCR7",0,-2.17953854338241,0.095,0.398,0,"CD197-CCR7","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD200-OX2",0,-1.75090021771986,0.112,0.409,0,"CD200-OX2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD194-CCR4",0,-1.60515334769153,0.101,0.397,0,"CD194-CCR4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD71",0,-1.80614288711345,0.094,0.384,0,"CD71","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD44.1",0,-1.82739188240195,0.097,0.387,0,"CD44.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"FolateReceptorbeta-FR-beta",0,-2.10173166996659,0.097,0.386,0,"FolateReceptorbeta-FR-beta","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD58-LFA-3",0,-1.81577788303264,0.1,0.388,0,"CD58-LFA-3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD195-CCR5",0,-1.02567036806363,0.091,0.371,0,"CD195-CCR5","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD94",0,-1.73254876053154,0.096,0.372,0,"CD94","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"SRRM2",0,-1.13423584665093,0.425,0.697,0,"SRRM2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD102-ICAM-2",0,-1.90586070953908,0.086,0.355,0,"CD102-ICAM-2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD63.1",0,-1.99561789454009,0.092,0.361,0,"CD63.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"MERTK.1",0,-1.56024452630137,0.11,0.373,0,"MERTK.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD244-2B4",0,-1.93076569599114,0.084,0.346,0,"CD244-2B4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD314-NKG2D",0,-1.93096162010662,0.079,0.336,0,"CD314-NKG2D","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TIGIT-VSTM3",0,-1.90238496822218,0.082,0.337,0,"TIGIT-VSTM3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"HNRNPH1",0,-1.03883016947892,0.399,0.649,0,"HNRNPH1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD24.1",0,-2.03493256745577,0.092,0.342,0,"CD24.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD23",0,-1.64047558629933,0.103,0.349,0,"CD23","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD324-E-Cadherin",0,-1.64453643566039,0.104,0.35,0,"CD324-E-Cadherin","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"HLA-E.1",0,-1.98085880701878,0.079,0.323,0,"HLA-E.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD49a",0,-1.67416718992415,0.077,0.321,0,"CD49a","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CCR10.1",0,-2.27745322846233,0.095,0.338,0,"CCR10.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD122-IL-2Rbeta",0,-1.54537915665631,0.092,0.333,0,"CD122-IL-2Rbeta","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD275-B7-H2-B7-RP1-ICOSL",0,-1.96829867253555,0.081,0.322,0,"CD275-B7-H2-B7-RP1-ICOSL","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TCRgamma/delta",0,-1.90264249509848,0.102,0.341,0,"TCRgamma/delta","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD30",0,-2.17344184511095,0.086,0.325,0,"CD30","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CLEC12A.1",0,-1.67571872221012,0.089,0.325,0,"CLEC12A.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"H1FX",0,-1.05786583531072,0.322,0.557,0,"H1FX","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"XIST",0,-1.68173744724121,0.21,0.445,0,"XIST","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD154",0,-2.09377320044893,0.084,0.317,0,"CD154","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD144-VE-Cadherin",0,-1.59863089267114,0.102,0.334,0,"CD144-VE-Cadherin","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"Cadherin11",0,-2.34696032382413,0.077,0.306,0,"Cadherin11","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD141-Thrombomodulin",0,-2.18220038186138,0.082,0.311,0,"CD141-Thrombomodulin","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD203c-E-NPP3",0,-1.87548863636244,0.097,0.323,0,"CD203c-E-NPP3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"PNN",0,-1.15293107460592,0.335,0.56,0,"PNN","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD37.1",0,-2.18069937144056,0.07,0.293,0,"CD37.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"WHSC1L1",0,-1.04394681012394,0.267,0.484,0,"WHSC1L1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD66b",0,-1.82863753975338,0.08,0.295,0,"CD66b","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD161",0,-1.71442304103524,0.063,0.277,0,"CD161","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"MGEA5",0,-1.70437897590389,0.138,0.351,0,"MGEA5","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD36.1",0,-2.12855844728176,0.071,0.284,0,"CD36.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD16",0,-1.60993034752475,0.088,0.3,0,"CD16","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"ZCCHC11",0,-1.34906616525175,0.2,0.409,0,"ZCCHC11","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD196-CCR6",0,-1.69185233240718,0.076,0.282,0,"CD196-CCR6","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD39",0,-1.41660875761678,0.079,0.284,0,"CD39","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD199-CCR9",0,-1.65977127647081,0.091,0.295,0,"CD199-CCR9","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD158b-KIR2DL2/L3-NKAT2",0,-2.03052535062022,0.08,0.284,0,"CD158b-KIR2DL2/L3-NKAT2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD257-BAFF-BLYS",0,-2.26536088508365,0.083,0.287,0,"CD257-BAFF-BLYS","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD357-GITR",0,-1.7747240160449,0.087,0.288,0,"CD357-GITR","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD271-NGFR",0,-1.90638002877999,0.084,0.284,0,"CD271-NGFR","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"NKTR",0,-1.02515078501087,0.346,0.543,0,"NKTR","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"ANKRD11",0,-1.20754446640618,0.247,0.44,0,"ANKRD11","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD254-TRANCE-RANKL",0,-2.03677139786276,0.077,0.267,0,"CD254-TRANCE-RANKL","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD158d-KIR2DL4",0,-2.1198155372114,0.082,0.271,0,"CD158d-KIR2DL4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"AP000769.1",0,-1.56310189396997,0.145,0.332,0,"AP000769.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD223-LAG-3",0,-2.13363730668298,0.078,0.264,0,"CD223-LAG-3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD140b-PDGFRbeta",0,-2.2639113655353,0.059,0.243,0,"CD140b-PDGFRbeta","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD155-PVR",0,-2.31044829871267,0.054,0.238,0,"CD155-PVR","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD25",0,-1.81031958209817,0.062,0.246,0,"CD25","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"MDM4",0,-1.18643586365004,0.197,0.38,0,"MDM4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"FcepsilonRIalpha",0,-2.51168394110739,0.067,0.25,0,"FcepsilonRIalpha","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD184-CXCR4",0,-2.07608889924124,0.072,0.255,0,"CD184-CXCR4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD21",0,-2.02504080468222,0.062,0.245,0,"CD21","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD276-B7-H3",0,-2.07518904032466,0.082,0.264,0,"CD276-B7-H3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD340-erbB2/HER-2",0,-2.52286400082691,0.073,0.252,0,"CD340-erbB2/HER-2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD124-IL-4Ralpha",0,-2.19771849869175,0.079,0.254,0,"CD124-IL-4Ralpha","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD284-TLR4",0,-2.30733458625157,0.067,0.24,0,"CD284-TLR4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD235a-GlycophorinA",0,-2.11400594505516,0.063,0.236,0,"CD235a-GlycophorinA","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"NKp80",0,-2.25758624436337,0.06,0.232,0,"NKp80","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD126-IL-6Ralpha",0,-2.32683839995321,0.049,0.221,0,"CD126-IL-6Ralpha","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CH17-189H20.1",0,-1.84313749587273,0.089,0.26,0,"CH17-189H20.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD303-BDCA-2",0,-2.28698531071239,0.074,0.245,0,"CD303-BDCA-2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"C1orf56",0,-1.6322740189782,0.12,0.29,0,"C1orf56","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"LymphotoxinbetaReceptor-LT-betaR",0,-2.21653331062141,0.066,0.235,0,"LymphotoxinbetaReceptor-LT-betaR","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"HLA-A-B-C",0,-1.35815569297708,0.083,0.252,0,"HLA-A-B-C","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD269-BCMA",0,-2.74838025148552,0.067,0.233,0,"CD269-BCMA","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD202b-Tie2/Tek",0,-1.70968834496563,0.08,0.246,0,"CD202b-Tie2/Tek","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD13",0,-2.07210222476746,0.058,0.223,0,"CD13","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD150-SLAM",0,-2.59527732114816,0.055,0.219,0,"CD150-SLAM","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"IgE",0,-2.3643603093824,0.062,0.226,0,"IgE","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"LOX-1",0,-1.59525305711364,0.08,0.239,0,"LOX-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"GPR56",0,-1.80696820775592,0.061,0.219,0,"GPR56","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD45R/B220",0,-1.5196323957426,0.077,0.235,0,"CD45R/B220","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD56",0,-1.80545508524737,0.055,0.212,0,"CD56","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD243-ABCB1",0,-1.89512367308964,0.071,0.227,0,"CD243-ABCB1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"XCR1.1",0,-3.02680296942445,0.056,0.211,0,"XCR1.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD110",0,-2.77864127120174,0.048,0.202,0,"CD110","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD253-Trail",0,-2.3679065066322,0.061,0.215,0,"CD253-Trail","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD307c/FcRL3",0,-2.06049310316839,0.047,0.2,0,"CD307c/FcRL3","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD15-SSEA-1",0,-1.62077504356926,0.068,0.221,0,"CD15-SSEA-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD62P-P-Selectin",0,-2.27349371137272,0.053,0.206,0,"CD62P-P-Selectin","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD90-Thy1",0,-1.98875324056316,0.067,0.22,0,"CD90-Thy1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD83.1",0,-2.02219316825721,0.068,0.22,0,"CD83.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD69.1",0,-1.7343682911852,0.054,0.204,0,"CD69.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"VEGFR-3-FLT-4",0,-2.49783639704804,0.056,0.205,0,"VEGFR-3-FLT-4","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD169-Sialoadhesin-Siglec-1",0,-2.78449572156828,0.054,0.202,0,"CD169-Sialoadhesin-Siglec-1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD135-Flt-3/Flk-2",0,-2.61711678095311,0.055,0.194,0,"CD135-Flt-3/Flk-2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD40.1",0,-1.71827999942619,0.06,0.199,0,"CD40.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD49b",0,-2.0375211629547,0.046,0.185,0,"CD49b","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD85j-ILT2",0,-2.28230876522507,0.05,0.187,0,"CD85j-ILT2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD11b",0,-1.93110939051027,0.053,0.19,0,"CD11b","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD61",0,-2.15212110346574,0.048,0.184,0,"CD61","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD301-CLEC10A",0,-1.94948207836746,0.053,0.187,0,"CD301-CLEC10A","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"GP130",0,-2.05613372164092,0.046,0.18,0,"GP130","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD192-CCR2",0,-2.02192985160054,0.048,0.181,0,"CD192-CCR2","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD79b-Igbeta",0,-1.9565129556428,0.057,0.19,0,"CD79b-Igbeta","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD179a-VpreB",0,-2.20623224486591,0.05,0.18,0,"CD179a-VpreB","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"TCRValpha24-Jalpha18-iNKTcell",0,-2.99893992755574,0.042,0.171,0,"TCRValpha24-Jalpha18-iNKTcell","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
"CD109.1",0,-2.09179062023889,0.047,0.174,0,"CD109.1","AS_Group_Naive_vs_Healthy_Naive","downregulated in diseased group"
