"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"JPT1",2.3478660517435e-59,9.9050899653918,0.024,0,6.50687597580192e-55,"JPT1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RIPOR2",9.85581033870805e-58,10.1389150955483,0.024,0,2.73143927726955e-53,"RIPOR2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"GRK2",4.13148147676662e-56,9.94685598976095,0.023,0,1.1449987764711e-51,"GRK2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SMIM26",4.39833050819645e-54,9.63354914217352,0.022,0,1.21895331704156e-49,"SMIM26","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SMIM25",7.67196675238845e-51,9.77156925133088,0.021,0,2.12620886575693e-46,"SMIM25","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"IFITM1",1.27629308937127e-50,4.26230300032047,0.036,0.005,3.53711866788355e-46,"IFITM1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5F1A",1.94962687911304e-50,9.59989883876373,0.021,0,5.40319593277388e-46,"ATP5F1A","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MC1",4.95406908817634e-50,9.69356093951416,0.021,0,1.37297070709719e-45,"ATP5MC1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"METTL26",1.25874751178747e-49,9.6356686853154,0.02,0,3.48849285416779e-45,"METTL26","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"PAXX",8.12439069886213e-49,9.38555431885833,0.02,0,2.25159363828265e-44,"PAXX","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CALHM6",2.06379680514152e-48,9.638392896001,0.02,0,5.71960646576921e-44,"CALHM6","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC020656.1",1.33143715425127e-47,9.52898709334378,0.02,0,3.68994492929198e-43,"AC020656.1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ADA2",2.18051586291742e-46,9.48332667957538,0.019,0,6.04308166248933e-42,"ADA2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AREG",2.54563389616947e-46,3.16785892631103,0.081,0.032,7.05496977984407e-42,"AREG","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ELOC",3.56873834403216e-45,9.3132306835217,0.018,0,9.89040144665073e-41,"ELOC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RTRAF",9.05951857458888e-45,9.2583137919952,0.018,0,2.51075497776156e-40,"RTRAF","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"WASHC1",2.29966933319537e-44,9.46627314066405,0.018,0,6.37330359001764e-40,"WASHC1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC020916.1",1.4814840176942e-43,10.0864734021224,0.018,0,4.10578480663771e-39,"AC020916.1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SELENOS",1.48148402780367e-43,9.43908623881509,0.018,0,4.10578483465509e-39,"SELENOS","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ARHGAP45",3.75983699185131e-43,9.36011039987136,0.018,0,1.04200122392167e-38,"ARHGAP45","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NME2",5.07163994323075e-43,2.68804055704881,0.067,0.025,1.40555429386697e-38,"NME2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"MCUB",9.54140655932888e-43,9.21214574495375,0.017,0,2.64430541385241e-38,"MCUB","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC074117.10",3.77094372266581e-39,1.04743180009744,0.096,0.044,1.0450793432996e-34,"AC074117.10","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC004687.1",6.77415318182032e-38,9.52028277059375,0.015,0,1.87738881280968e-33,"AC004687.1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"MIF",2.63737624636651e-36,1.08716150682961,0.214,0.14,7.30922452918015e-32,"MIF","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SMIM37",2.93175601215141e-34,8.77953849737826,0.014,0,8.12506861207641e-30,"SMIM37","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CYTOR",7.43133303977988e-34,8.99663575649626,0.014,0,2.0595196386446e-29,"CYTOR","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC007952.4",7.43133303977988e-34,9.60004844365814,0.014,0,2.0595196386446e-29,"AC007952.4","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NOP53",1.88360619454087e-33,8.95101036686937,0.014,0,5.22022620755056e-29,"NOP53","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NORAD",3.06673083083761e-32,8.91435416379596,0.013,0,8.49913782458335e-28,"NORAD","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CYBC1",4.99175942909942e-31,8.78519838549213,0.013,0,1.38341620818061e-26,"CYBC1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"TRIR",4.99175942909942e-31,8.7569029943723,0.013,0,1.38341620818061e-26,"TRIR","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"UFD1",8.12365535865114e-30,8.66313443356704,0.012,0,2.25138984609658e-25,"UFD1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC245128.3",2.05859792692899e-29,9.08423934084952,0.012,0,5.70519829469099e-25,"AC245128.3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RTF2",5.2165972946577e-29,8.68282572662322,0.012,0,1.44572777424143e-24,"RTF2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SELENOT",1.32190467637499e-28,8.50816806759271,0.011,0,3.66352662010565e-24,"SELENOT","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"OGA",1.32190467637499e-28,8.72056865755989,0.011,0,3.66352662010565e-24,"OGA","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AL118516.1",8.4883325610596e-28,9.02205571395707,0.011,0,2.35245648597206e-23,"AL118516.1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC026979.2",8.48833261888558e-28,8.61491803884639,0.011,0,2.35245650199795e-23,"AC026979.2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NDUFAF8",8.48833261888558e-28,8.41870359563268,0.011,0,2.35245650199795e-23,"NDUFAF8","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"LRMDA",2.15097177411748e-27,8.63747422049835,0.011,0,5.9612031747892e-23,"LRMDA","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"TUT7",1.38124111998396e-26,8.75314148742453,0.011,0,3.82797163992355e-22,"TUT7","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CENPX",1.38124111998396e-26,8.48567898623657,0.011,0,3.82797163992355e-22,"CENPX","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NBDY",3.50021952098695e-26,8.3791670447413,0.01,0,9.70050838046322e-22,"NBDY","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SELENOF",8.8701102085556e-26,8.30766217201992,0.01,0,2.4582623431991e-21,"SELENOF","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NSD3",2.24787708480239e-25,8.34932657006399,0.01,0,6.22976655282134e-21,"NSD3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"HIKESHI",2.24787708480239e-25,8.30399290519263,0.01,0,6.22976655282134e-21,"HIKESHI","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC015912.3",2.24787708480239e-25,9.03453699015866,0.01,0,6.22976655282134e-21,"AC015912.3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AL445524.1",1.44376678883127e-24,8.44690937875685,0.01,0,4.00125527856698e-20,"AL445524.1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CRYBG1",1.44376678883127e-24,8.36011823846871,0.01,0,4.00125527856698e-20,"CRYBG1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"PTPRCAP",8.50146583301347e-24,5.40621152672603,0.01,0,2.35609624096135e-19,"PTPRCAP","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"EGR3",2.20359260711603e-22,1.16360882834365,0.067,0.034,6.10703655136137e-18,"EGR3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SPOCK2",9.62215142344904e-18,1.35353486211135,0.038,0.017,2.66668304549467e-13,"SPOCK2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"YES1",1.77069207663487e-17,1.39136882360482,0.02,0.005,4.90729602118588e-13,"YES1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RP3-323A16.1",2.68382929742744e-17,2.03397851170235,0.014,0.003,7.43796451489041e-13,"RP3-323A16.1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SCARNA9",2.57366756569137e-16,1.73293763754477,0.016,0.004,7.13266229155705e-12,"SCARNA9","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"UQCRHL",1.83673443845792e-15,1.58824494859257,0.027,0.01,5.09032582274229e-11,"UQCRHL","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ADAMTS2",4.62320482439651e-14,1.99071351364779,0.01,0.001,1.28127498503325e-09,"ADAMTS2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"IL1R2",2.50083654395719e-13,1.93192436936587,0.026,0.011,6.93081839792296e-09,"IL1R2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"KIZ-AS1",1.2550698534224e-12,1.601741099218,0.014,0.004,3.47830059177483e-08,"KIZ-AS1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"FLT3LG",6.3000664214129e-12,1.20831747653996,0.029,0.014,1.74600040803037e-07,"FLT3LG","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"S1PR1",1.77848049189943e-11,1.90904374889805,0.01,0.002,4.92888083525007e-07,"S1PR1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"LSMEM1",2.54804272719399e-10,1.73200233993793,0.012,0.004,7.06164561414541e-06,"LSMEM1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"MRPS24",3.54396679953035e-10,1.812337325975,0.022,0.01,9.82174958821842e-06,"MRPS24","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SH2D1A",5.06906402777373e-10,1.44793422402538,0.011,0.003,1.40484040465721e-05,"SH2D1A","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"MAL",8.61983814893573e-10,1.06319119254106,0.02,0.009,2.38890194459605e-05,"MAL","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CATSPERG",9.32987370933409e-10,1.08110960058432,0.021,0.009,2.58568119980485e-05,"CATSPERG","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AQP3",1.58661748584121e-09,1.51107111596661,0.012,0.004,4.39715170026034e-05,"AQP3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"FBLIM1",3.46324235453272e-09,1.32954418815687,0.011,0.004,9.59802986135199e-05,"FBLIM1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SEMA6B",5.19886194794906e-09,1.13172086057028,0.042,0.025,0.00014408126002546,"SEMA6B","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"NR4A3",1.30406908646533e-08,1.19054544007153,0.032,0.018,0.000361409706623,"NR4A3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"MFGE8",1.59217940569922e-08,1.02375860194378,0.012,0.004,0.000441256600495481,"MFGE8","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"PAM16",3.43500655517417e-06,1.26892842027885,0.012,0.005,0.0951977716700969,"PAM16","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"TPST1",4.3274777399342e-06,1.49305610908398,0.011,0.005,0.119931718084536,"TPST1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD5",6.74979886446934e-06,1.06520468511148,0.011,0.005,0.187063925729903,"CD5","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"LINC00271",7.38405688226377e-06,1.00427269868273,0.012,0.005,0.204641752435058,"LINC00271","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ID3",7.7749880363513e-06,1.08426480579534,0.017,0.009,0.21547601843944,"ID3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RP11-57H14.2",1.72678036607898e-05,1.04800268995815,0.012,0.006,0.47855991065513,"RP11-57H14.2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RP11-701P16.2",2.42514894051416e-05,1.19569397427272,0.01,0.005,0.672105777374094,"RP11-701P16.2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"AC145124.2",2.91515491496015e-05,1.02862953040995,0.013,0.007,0.807906033132055,"AC145124.2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SPRY1",7.05121378944754e-05,2.02230389488643,0.01,0.004,1,"SPRY1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ZGPAT",0.000612594987029291,1.08877159636514,0.01,0.005,1,"ZGPAT","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"TTC34",0.00526440492882631,1.01611200164086,0.01,0.006,1,"TTC34","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CXCL3",0.205635102765126,1.00244254503562,0.018,0.015,1,"CXCL3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
