"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"IgGFc",0,-1.84315012484171,0.125,0.303,0,"IgGFc","AS_Group_vs_Healthy","downregulated in diseased group"
"CD9.1",0,-1.38742193781797,0.157,0.332,0,"CD9.1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD63.1",0,-1.00297595524879,0.177,0.351,0,"CD63.1","AS_Group_vs_Healthy","downregulated in diseased group"
"RBM25",0,-1.05491586635527,0.399,0.572,0,"RBM25","AS_Group_vs_Healthy","downregulated in diseased group"
"CD8",0,-1.10974839060345,0.149,0.321,0,"CD8","AS_Group_vs_Healthy","downregulated in diseased group"
"ANKRD11",0,-1.14250771177985,0.287,0.454,0,"ANKRD11","AS_Group_vs_Healthy","downregulated in diseased group"
"CD226-DNAM-1",0,-1.05195003307941,0.147,0.309,0,"CD226-DNAM-1","AS_Group_vs_Healthy","downregulated in diseased group"
"CH17-189H20.1",0,-1.61373772505846,0.123,0.28,0,"CH17-189H20.1","AS_Group_vs_Healthy","downregulated in diseased group"
"ZCCHC11",0,-1.20592227653553,0.219,0.372,0,"ZCCHC11","AS_Group_vs_Healthy","downregulated in diseased group"
"CD197-CCR7",0,-1.00178682952571,0.153,0.302,0,"CD197-CCR7","AS_Group_vs_Healthy","downregulated in diseased group"
"CD45RB",0,-1.16303069727748,0.133,0.282,0,"CD45RB","AS_Group_vs_Healthy","downregulated in diseased group"
"AP000769.1",0,-1.29236023060053,0.173,0.32,0,"AP000769.1","AS_Group_vs_Healthy","downregulated in diseased group"
"CLEC12A.1",0,-1.03295183963189,0.167,0.314,0,"CLEC12A.1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD96-TACTILE",0,-1.08794684066509,0.14,0.286,0,"CD96-TACTILE","AS_Group_vs_Healthy","downregulated in diseased group"
"PSMA3-AS1",0,-1.06007648951631,0.257,0.402,0,"PSMA3-AS1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD36.1",0,-1.33761297051039,0.144,0.28,0,"CD36.1","AS_Group_vs_Healthy","downregulated in diseased group"
"PCSK7",0,-1.10633791805346,0.259,0.391,0,"PCSK7","AS_Group_vs_Healthy","downregulated in diseased group"
"IGKC",0,-2.23320054817971,0.067,0.198,0,"IGKC","AS_Group_vs_Healthy","downregulated in diseased group"
"CD155-PVR",0,-1.00459626887143,0.126,0.255,0,"CD155-PVR","AS_Group_vs_Healthy","downregulated in diseased group"
"BRD7",0,-1.02186794471209,0.229,0.356,0,"BRD7","AS_Group_vs_Healthy","downregulated in diseased group"
"TTC14",0,-1.00295199993678,0.245,0.37,0,"TTC14","AS_Group_vs_Healthy","downregulated in diseased group"
"CD11b",0,-1.0566598404333,0.136,0.26,0,"CD11b","AS_Group_vs_Healthy","downregulated in diseased group"
"S100A9",0,-1.15340345171782,0.352,0.472,0,"S100A9","AS_Group_vs_Healthy","downregulated in diseased group"
"IGHA1",0,-3.75948573071632,0.023,0.142,0,"IGHA1","AS_Group_vs_Healthy","downregulated in diseased group"
"TIGIT-VSTM3",0,-1.00141364043811,0.135,0.25,0,"TIGIT-VSTM3","AS_Group_vs_Healthy","downregulated in diseased group"
"RICTOR",0,-1.00378342034866,0.193,0.302,0,"RICTOR","AS_Group_vs_Healthy","downregulated in diseased group"
"CD85j-ILT2",0,-1.04240997679358,0.12,0.228,0,"CD85j-ILT2","AS_Group_vs_Healthy","downregulated in diseased group"
"NKp80",0,-1.00282089458169,0.122,0.23,0,"NKp80","AS_Group_vs_Healthy","downregulated in diseased group"
"CD37.1",0,-1.11425892698339,0.118,0.225,0,"CD37.1","AS_Group_vs_Healthy","downregulated in diseased group"
"Cadherin11",0,-1.13147838184246,0.127,0.232,0,"Cadherin11","AS_Group_vs_Healthy","downregulated in diseased group"
"NBPF19",0,-1.65035798009536,0.08,0.185,0,"NBPF19","AS_Group_vs_Healthy","downregulated in diseased group"
"DIP2A",0,-1.2296421987094,0.155,0.259,0,"DIP2A","AS_Group_vs_Healthy","downregulated in diseased group"
"PCNX",0,-1.14591027789594,0.134,0.237,0,"PCNX","AS_Group_vs_Healthy","downregulated in diseased group"
"CD161",0,-1.01321750341823,0.102,0.204,0,"CD161","AS_Group_vs_Healthy","downregulated in diseased group"
"RBM26",0,-1.0469031881188,0.171,0.272,0,"RBM26","AS_Group_vs_Healthy","downregulated in diseased group"
"CD62P-P-Selectin",0,-1.25555179343425,0.112,0.213,0,"CD62P-P-Selectin","AS_Group_vs_Healthy","downregulated in diseased group"
"C1orf56",0,-1.12028344445692,0.144,0.243,0,"C1orf56","AS_Group_vs_Healthy","downregulated in diseased group"
"GABPB1-AS1",0,-1.01955499839505,0.214,0.311,0,"GABPB1-AS1","AS_Group_vs_Healthy","downregulated in diseased group"
"LYZ",0,-1.08790735556594,0.323,0.42,0,"LYZ","AS_Group_vs_Healthy","downregulated in diseased group"
"CD61",0,-1.22393409533492,0.107,0.202,0,"CD61","AS_Group_vs_Healthy","downregulated in diseased group"
"NFATC2IP",0,-1.00738646083342,0.13,0.225,0,"NFATC2IP","AS_Group_vs_Healthy","downregulated in diseased group"
"CSGALNACT2",0,-1.04802821950731,0.133,0.224,0,"CSGALNACT2","AS_Group_vs_Healthy","downregulated in diseased group"
"CD154",0,-1.03941922737798,0.13,0.221,0,"CD154","AS_Group_vs_Healthy","downregulated in diseased group"
"KIAA2026",0,-1.16093233984377,0.126,0.216,0,"KIAA2026","AS_Group_vs_Healthy","downregulated in diseased group"
"CD140b-PDGFRbeta",0,-1.11825180667892,0.099,0.186,0,"CD140b-PDGFRbeta","AS_Group_vs_Healthy","downregulated in diseased group"
"CD192-CCR2",0,-1.11983485144574,0.096,0.182,0,"CD192-CCR2","AS_Group_vs_Healthy","downregulated in diseased group"
"FcepsilonRIalpha",0,-1.01810655414003,0.117,0.201,0,"FcepsilonRIalpha","AS_Group_vs_Healthy","downregulated in diseased group"
"ANKRD36C",0,-1.3568397783838,0.088,0.172,0,"ANKRD36C","AS_Group_vs_Healthy","downregulated in diseased group"
"CD64",0,-1.1116313049021,0.089,0.173,0,"CD64","AS_Group_vs_Healthy","downregulated in diseased group"
"CD354-TREM-1",0,-1.06999925134014,0.098,0.181,0,"CD354-TREM-1","AS_Group_vs_Healthy","downregulated in diseased group"
"CYBB",0,-1.10996424855028,0.103,0.185,0,"CYBB","AS_Group_vs_Healthy","downregulated in diseased group"
"PAXBP1",0,-1.23234963700887,0.104,0.186,0,"PAXBP1","AS_Group_vs_Healthy","downregulated in diseased group"
"TRIM56",0,-1.12010667345363,0.126,0.208,0,"TRIM56","AS_Group_vs_Healthy","downregulated in diseased group"
"TUG1",0,-1.30682062697321,0.09,0.172,0,"TUG1","AS_Group_vs_Healthy","downregulated in diseased group"
"SPAG9",0,-1.03240033328253,0.129,0.209,0,"SPAG9","AS_Group_vs_Healthy","downregulated in diseased group"
"MNDA",0,-1.12713097079981,0.118,0.197,0,"MNDA","AS_Group_vs_Healthy","downregulated in diseased group"
"U2AF1",0,-1.22153344242365,0.088,0.167,0,"U2AF1","AS_Group_vs_Healthy","downregulated in diseased group"
"CTD-3252C9.4",0,-1.22254054745122,0.077,0.155,0,"CTD-3252C9.4","AS_Group_vs_Healthy","downregulated in diseased group"
"LYN",0,-1.03957802429197,0.1,0.178,0,"LYN","AS_Group_vs_Healthy","downregulated in diseased group"
"MYBL1",0,-1.07647784225232,0.129,0.207,0,"MYBL1","AS_Group_vs_Healthy","downregulated in diseased group"
"LINC00969",0,-1.08589233907345,0.11,0.187,0,"LINC00969","AS_Group_vs_Healthy","downregulated in diseased group"
"HLA-DR",0,-1.15447327803244,0.083,0.16,0,"HLA-DR","AS_Group_vs_Healthy","downregulated in diseased group"
"SLC4A7",0,-1.04119485708508,0.127,0.203,0,"SLC4A7","AS_Group_vs_Healthy","downregulated in diseased group"
"IGLC2",0,-2.90587266296765,0.025,0.1,0,"IGLC2","AS_Group_vs_Healthy","downregulated in diseased group"
"BAZ2B",0,-1.03778540675266,0.106,0.181,0,"BAZ2B","AS_Group_vs_Healthy","downregulated in diseased group"
"AHSA2",0,-1.13387142817833,0.109,0.184,0,"AHSA2","AS_Group_vs_Healthy","downregulated in diseased group"
"TRGC2",0,-1.12093621458989,0.111,0.185,0,"TRGC2","AS_Group_vs_Healthy","downregulated in diseased group"
"GOLGA8B",0,-1.17722352733685,0.101,0.175,0,"GOLGA8B","AS_Group_vs_Healthy","downregulated in diseased group"
"GOLGA8A",0,-1.40869921169142,0.077,0.15,0,"GOLGA8A","AS_Group_vs_Healthy","downregulated in diseased group"
"SUGP2",0,-1.06665641121966,0.117,0.19,0,"SUGP2","AS_Group_vs_Healthy","downregulated in diseased group"
"CD110",0,-1.4022522465776,0.087,0.159,0,"CD110","AS_Group_vs_Healthy","downregulated in diseased group"
"CD1d",0,-1.22046707763575,0.068,0.14,0,"CD1d","AS_Group_vs_Healthy","downregulated in diseased group"
"CD49b",0,-1.17921983022348,0.086,0.158,0,"CD49b","AS_Group_vs_Healthy","downregulated in diseased group"
"RP11-347P5.1",0,-1.4265054551912,0.073,0.143,0,"RP11-347P5.1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD172a-SIRPalpha",0,-1.19891621531726,0.076,0.146,0,"CD172a-SIRPalpha","AS_Group_vs_Healthy","downregulated in diseased group"
"CD98",0,-1.15506655222911,0.079,0.147,0,"CD98","AS_Group_vs_Healthy","downregulated in diseased group"
"CLEC12A",0,-1.19827076608186,0.077,0.144,0,"CLEC12A","AS_Group_vs_Healthy","downregulated in diseased group"
"CLEC1B-CLEC2",0,-1.53740980129871,0.057,0.123,0,"CLEC1B-CLEC2","AS_Group_vs_Healthy","downregulated in diseased group"
"CD105",0,-1.23490120466706,0.068,0.133,0,"CD105","AS_Group_vs_Healthy","downregulated in diseased group"
"GATAD1",0,-1.30769744381668,0.073,0.137,0,"GATAD1","AS_Group_vs_Healthy","downregulated in diseased group"
"IGLC3",0,-3.02713693025908,0.014,0.054,0,"IGLC3","AS_Group_vs_Healthy","downregulated in diseased group"
"NCF2",4.36288733449819e-305,-1.06043006392386,0.085,0.153,1.20913059588283e-300,"NCF2","AS_Group_vs_Healthy","downregulated in diseased group"
"GNAQ",7.63462200176694e-298,-1.01882708742156,0.108,0.179,2.11585914156969e-293,"GNAQ","AS_Group_vs_Healthy","downregulated in diseased group"
"CD126-IL-6Ralpha",1.21237509764445e-297,-1.22315606710011,0.059,0.118,3.35997634561182e-293,"CD126-IL-6Ralpha","AS_Group_vs_Healthy","downregulated in diseased group"
"CD169-Sialoadhesin-Siglec-1",1.29766677102883e-288,-1.33749390228454,0.099,0.165,3.5963536892293e-284,"CD169-Sialoadhesin-Siglec-1","AS_Group_vs_Healthy","downregulated in diseased group"
"KIAA1033",3.42377072606016e-277,-1.03641197924574,0.093,0.158,9.48863819020312e-273,"KIAA1033","AS_Group_vs_Healthy","downregulated in diseased group"
"IER3",4.43290448779179e-270,-1.11756563714287,0.082,0.144,1.22853514974662e-265,"IER3","AS_Group_vs_Healthy","downregulated in diseased group"
"NBPF12",2.59046422188607e-268,-1.86918907926088,0.026,0.067,7.17921254453505e-264,"NBPF12","AS_Group_vs_Healthy","downregulated in diseased group"
"IGHG3",1.24261857079204e-265,-4.72775216739655,0.002,0.024,3.44379310709307e-261,"IGHG3","AS_Group_vs_Healthy","downregulated in diseased group"
"CD131",7.25261207537623e-263,-1.13352515987565,0.063,0.12,2.00998891056977e-258,"CD131","AS_Group_vs_Healthy","downregulated in diseased group"
"PPBP",3.3802332655905e-261,-3.50276506305421,0.004,0.03,9.36797847225752e-257,"PPBP","AS_Group_vs_Healthy","downregulated in diseased group"
"TCRVdelta2",2.2652202317521e-259,-1.47657151811949,0.037,0.083,6.27783135027778e-255,"TCRVdelta2","AS_Group_vs_Healthy","downregulated in diseased group"
"HNRNPU-AS1",8.48290646797575e-259,-1.31641646636783,0.058,0.111,2.3509526985348e-254,"HNRNPU-AS1","AS_Group_vs_Healthy","downregulated in diseased group"
"CTD-3184A7.4",2.90033803050259e-257,-1.05491047584561,0.089,0.15,8.03799681773487e-253,"CTD-3184A7.4","AS_Group_vs_Healthy","downregulated in diseased group"
"CD150-SLAM",4.43112204371192e-257,-1.40535274318784,0.081,0.139,1.22804116319432e-252,"CD150-SLAM","AS_Group_vs_Healthy","downregulated in diseased group"
"LGALS2",1.04334014042498e-256,-1.17834953218125,0.057,0.11,2.89151286517379e-252,"LGALS2","AS_Group_vs_Healthy","downregulated in diseased group"
"NBPF14",1.98776983699534e-254,-1.4191938317988,0.044,0.093,5.50890532624888e-250,"NBPF14","AS_Group_vs_Healthy","downregulated in diseased group"
"CD340-erbB2/HER-2",3.21406949380579e-251,-1.1977220627507,0.121,0.186,8.90747219513337e-247,"CD340-erbB2/HER-2","AS_Group_vs_Healthy","downregulated in diseased group"
"CD86.1",2.40782133091521e-249,-1.03351975873298,0.06,0.115,6.67303603649841e-245,"CD86.1","AS_Group_vs_Healthy","downregulated in diseased group"
"GK5",1.59192880200436e-245,-1.28330198111886,0.069,0.124,4.41187148187489e-241,"GK5","AS_Group_vs_Healthy","downregulated in diseased group"
"XCR1.1",1.95936958096631e-244,-1.63373479193935,0.092,0.149,5.43019685669004e-240,"XCR1.1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD269-BCMA",8.8368028270609e-241,-1.36584988883993,0.115,0.177,2.44903153549166e-236,"CD269-BCMA","AS_Group_vs_Healthy","downregulated in diseased group"
"CEP78",8.30370872359507e-235,-1.11943003176845,0.099,0.159,2.30128983565714e-230,"CEP78","AS_Group_vs_Healthy","downregulated in diseased group"
"VEGFR-3-FLT-4",5.6348432100767e-234,-1.1734801492436,0.095,0.153,1.56164044724066e-229,"VEGFR-3-FLT-4","AS_Group_vs_Healthy","downregulated in diseased group"
"MRE11A",3.79436858402413e-233,-1.16348330332394,0.067,0.12,1.05157130937645e-228,"MRE11A","AS_Group_vs_Healthy","downregulated in diseased group"
"DLG1",3.37334876850282e-232,-1.05791688746413,0.086,0.142,9.34889877702873e-228,"DLG1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD41",2.47873923794435e-229,-1.22459662496892,0.051,0.099,6.86957792403897e-225,"CD41","AS_Group_vs_Healthy","downregulated in diseased group"
"PAPD5",8.11759222095678e-229,-1.17860984191557,0.067,0.119,2.24970950811596e-224,"PAPD5","AS_Group_vs_Healthy","downregulated in diseased group"
"MARCH1",1.48056521920211e-227,-1.0676632200197,0.064,0.116,4.10323844849673e-223,"MARCH1","AS_Group_vs_Healthy","downregulated in diseased group"
"MARCKS",1.22741139892692e-225,-1.02886016889942,0.053,0.102,3.40164795098607e-221,"MARCKS","AS_Group_vs_Healthy","downregulated in diseased group"
"TMEM176B",8.00236091286342e-218,-1.48594999109694,0.028,0.066,2.21777430339097e-213,"TMEM176B","AS_Group_vs_Healthy","downregulated in diseased group"
"CD302",5.24143759829049e-216,-1.06111754106084,0.066,0.117,1.45261201599023e-211,"CD302","AS_Group_vs_Healthy","downregulated in diseased group"
"LRRC58",5.76510388418519e-210,-1.01847337498327,0.089,0.143,1.59774089046308e-205,"LRRC58","AS_Group_vs_Healthy","downregulated in diseased group"
"CD133",7.70973205697432e-209,-1.4056906536045,0.059,0.106,2.13667514226986e-204,"CD133","AS_Group_vs_Healthy","downregulated in diseased group"
"NPIPB5",2.41170311686688e-207,-1.12695806817742,0.063,0.112,6.68379401808488e-203,"NPIPB5","AS_Group_vs_Healthy","downregulated in diseased group"
"TSIX",3.67066949299771e-207,-2.04567463623387,0.015,0.045,1.01728934328939e-202,"TSIX","AS_Group_vs_Healthy","downregulated in diseased group"
"CD253-Trail",4.16873278321717e-206,-1.10749565386006,0.102,0.157,1.15532260354081e-201,"CD253-Trail","AS_Group_vs_Healthy","downregulated in diseased group"
"ATHL1",2.85141158079431e-204,-1.02830461215971,0.056,0.102,7.90240205501334e-200,"ATHL1","AS_Group_vs_Healthy","downregulated in diseased group"
"FNDC3B",4.33897535238015e-204,-1.03343823781297,0.074,0.124,1.20250362915863e-199,"FNDC3B","AS_Group_vs_Healthy","downregulated in diseased group"
"FAM21A",2.02401456961326e-200,-1.16562543418297,0.058,0.104,5.60935397822618e-196,"FAM21A","AS_Group_vs_Healthy","downregulated in diseased group"
"B7-H4",3.4093055733122e-200,-1.21452729616265,0.068,0.116,9.44854946587743e-196,"B7-H4","AS_Group_vs_Healthy","downregulated in diseased group"
"TCRValpha24-Jalpha18-iNKTcell",1.73588901211027e-197,-1.50103543372417,0.072,0.119,4.81084280816242e-193,"TCRValpha24-Jalpha18-iNKTcell","AS_Group_vs_Healthy","downregulated in diseased group"
"FAM21C",3.92985143045791e-195,-1.08076008375481,0.068,0.116,1.08911902543711e-190,"FAM21C","AS_Group_vs_Healthy","downregulated in diseased group"
"NDUFA7",1.44003729462869e-194,-1.21311805121264,0.046,0.088,3.99091935833394e-190,"NDUFA7","AS_Group_vs_Healthy","downregulated in diseased group"
"Notch1",1.47680907730337e-194,-1.07981595991866,0.067,0.114,4.09282867683856e-190,"Notch1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD85g-ILT7",1.14142396878477e-193,-1.2884672797802,0.05,0.093,3.16334238709011e-189,"CD85g-ILT7","AS_Group_vs_Healthy","downregulated in diseased group"
"FAM63B",2.41000421968137e-193,-1.22808533879797,0.053,0.097,6.67908569442494e-189,"FAM63B","AS_Group_vs_Healthy","downregulated in diseased group"
"CD123",3.57584510933331e-191,-1.17332809334028,0.066,0.114,9.91009713600634e-187,"CD123","AS_Group_vs_Healthy","downregulated in diseased group"
"GPR155",4.04622589964948e-191,-1.03976606007349,0.09,0.141,1.12137104582886e-186,"GPR155","AS_Group_vs_Healthy","downregulated in diseased group"
"NRGN",4.38007505488391e-190,-1.16324548346961,0.046,0.087,1.21389400071053e-185,"NRGN","AS_Group_vs_Healthy","downregulated in diseased group"
"MEF2C",1.46039387896534e-189,-1.09228293178621,0.054,0.098,4.04733559616454e-185,"MEF2C","AS_Group_vs_Healthy","downregulated in diseased group"
"CD42b",1.56134209844666e-189,-1.48373971089452,0.033,0.069,4.32710349163507e-185,"CD42b","AS_Group_vs_Healthy","downregulated in diseased group"
"IGSF6",4.38488473844451e-189,-1.03314905635406,0.061,0.107,1.21522695641251e-184,"IGSF6","AS_Group_vs_Healthy","downregulated in diseased group"
"CD198-CCR8",7.85652399802233e-187,-1.23559841918633,0.06,0.104,2.17735706081191e-182,"CD198-CCR8","AS_Group_vs_Healthy","downregulated in diseased group"
"KIAA0907",8.0828689471638e-187,-1.27124267892916,0.046,0.086,2.24008630001697e-182,"KIAA0907","AS_Group_vs_Healthy","downregulated in diseased group"
"RBP7",3.80099864126482e-184,-1.07338548627889,0.052,0.095,1.05340876344013e-179,"RBP7","AS_Group_vs_Healthy","downregulated in diseased group"
"TSPAN33-BAAM",3.48932190273743e-181,-1.20403576878591,0.059,0.102,9.67030672124651e-177,"TSPAN33-BAAM","AS_Group_vs_Healthy","downregulated in diseased group"
"CD307d-FcRL4",3.44585919802385e-180,-1.38367223039175,0.067,0.111,9.5498541814033e-176,"CD307d-FcRL4","AS_Group_vs_Healthy","downregulated in diseased group"
"CYP1B1",8.93879877591579e-180,-1.06700915059849,0.049,0.091,2.4772986927573e-175,"CYP1B1","AS_Group_vs_Healthy","downregulated in diseased group"
"IL1B",2.28466099622869e-178,-1.43023124519358,0.041,0.08,6.3317094849482e-174,"IL1B","AS_Group_vs_Healthy","downregulated in diseased group"
"SLFN13",5.95593619031548e-177,-1.33640353443558,0.043,0.082,1.65062815578403e-172,"SLFN13","AS_Group_vs_Healthy","downregulated in diseased group"
"KIAA1429",1.07286675772599e-176,-1.00680739727225,0.072,0.119,2.97334293236182e-172,"KIAA1429","AS_Group_vs_Healthy","downregulated in diseased group"
"CD135-Flt-3/Flk-2",1.08067181841407e-175,-1.24580466896994,0.094,0.142,2.99497387755276e-171,"CD135-Flt-3/Flk-2","AS_Group_vs_Healthy","downregulated in diseased group"
"CD274-B7-H1-PD-L1",4.68703178538067e-174,-1.01706598650502,0.062,0.105,1.2989639890004e-169,"CD274-B7-H1-PD-L1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD1a",7.24705496969076e-174,-1.37322138439382,0.033,0.068,2.0084488143001e-169,"CD1a","AS_Group_vs_Healthy","downregulated in diseased group"
"THRA",1.4669470402938e-173,-1.04775787955918,0.072,0.118,4.06549702747023e-169,"THRA","AS_Group_vs_Healthy","downregulated in diseased group"
"EIF5AL1",1.83625474731874e-171,-1.87074982769774,0.007,0.029,5.08899640671916e-167,"EIF5AL1","AS_Group_vs_Healthy","downregulated in diseased group"
"KCNQ1OT1",4.77068358257021e-169,-1.35792874010019,0.071,0.114,1.32214724807351e-164,"KCNQ1OT1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD294-CRTH2",1.8264225239071e-167,-1.05728739432966,0.069,0.112,5.06174738275614e-163,"CD294-CRTH2","AS_Group_vs_Healthy","downregulated in diseased group"
"RHOQ",6.60688628629478e-165,-1.01005228620299,0.066,0.11,1.83103246538373e-160,"RHOQ","AS_Group_vs_Healthy","downregulated in diseased group"
"TMEM176A",1.32367049648293e-164,-1.3922845307505,0.022,0.051,3.66842041395279e-160,"TMEM176A","AS_Group_vs_Healthy","downregulated in diseased group"
"CD186-CXCR6",2.24841853561991e-162,-1.2714426289366,0.031,0.064,6.23126712961702e-158,"CD186-CXCR6","AS_Group_vs_Healthy","downregulated in diseased group"
"CD80.1",4.13778344978426e-159,-1.29098000213009,0.042,0.078,1.14674530527321e-154,"CD80.1","AS_Group_vs_Healthy","downregulated in diseased group"
"FAM46A",2.48196752930678e-157,-1.07244468461508,0.055,0.094,6.87852481072082e-153,"FAM46A","AS_Group_vs_Healthy","downregulated in diseased group"
"CD106",8.51095649063433e-156,-1.18453934954768,0.054,0.092,2.3587264818144e-151,"CD106","AS_Group_vs_Healthy","downregulated in diseased group"
"SHTN1",3.92660988154451e-154,-1.29147866064575,0.037,0.071,1.08822066257125e-149,"SHTN1","AS_Group_vs_Healthy","downregulated in diseased group"
"ARL17A",8.45190819470525e-150,-1.27376293107951,0.041,0.075,2.34236183708061e-145,"ARL17A","AS_Group_vs_Healthy","downregulated in diseased group"
"GTF2IRD2",4.96190264591517e-149,-1.45187166775536,0.027,0.057,1.37514169928893e-144,"GTF2IRD2","AS_Group_vs_Healthy","downregulated in diseased group"
"EGFR.1",1.99123699833898e-147,-1.12687434070402,0.063,0.102,5.51851421719665e-143,"EGFR.1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD207-Langerin",7.29773724752174e-146,-1.26028394225172,0.064,0.102,2.02249490077817e-141,"CD207-Langerin","AS_Group_vs_Healthy","downregulated in diseased group"
"PF4",2.61903227192035e-143,-3.43797973454262,0.002,0.016,7.25838603840005e-139,"PF4","AS_Group_vs_Healthy","downregulated in diseased group"
"Podoplanin",3.54304381775357e-143,-1.3637983620523,0.07,0.11,9.81919163652224e-139,"Podoplanin","AS_Group_vs_Healthy","downregulated in diseased group"
"ICA1L",1.0121600416897e-142,-1.32131221139628,0.038,0.07,2.80510033953882e-138,"ICA1L","AS_Group_vs_Healthy","downregulated in diseased group"
"CD326-Ep-CAM",6.79752462633354e-140,-1.24485437064523,0.049,0.083,1.88386597494208e-135,"CD326-Ep-CAM","AS_Group_vs_Healthy","downregulated in diseased group"
"IGHG4",6.76267349659375e-139,-4.85078252013279,0.001,0.013,1.87420733284599e-134,"IGHG4","AS_Group_vs_Healthy","downregulated in diseased group"
"F8A1",3.4389078854634e-138,-1.12776997942537,0.038,0.07,9.53058931377328e-134,"F8A1","AS_Group_vs_Healthy","downregulated in diseased group"
"CD309-VEGFR2",3.88163636164705e-138,-1.40020812533793,0.049,0.083,1.07575670126686e-133,"CD309-VEGFR2","AS_Group_vs_Healthy","downregulated in diseased group"
"CD158f-KIR2DL5",4.93047264955137e-138,-1.12486912812829,0.052,0.087,1.36643119009667e-133,"CD158f-KIR2DL5","AS_Group_vs_Healthy","downregulated in diseased group"
"UBN2",1.54572807238167e-137,-1.08139773762274,0.051,0.086,4.28383077979857e-133,"UBN2","AS_Group_vs_Healthy","downregulated in diseased group"
"FAM35A",1.62015327615142e-137,-1.01990206300327,0.053,0.089,4.49009278952604e-133,"FAM35A","AS_Group_vs_Healthy","downregulated in diseased group"
"LINC01272",2.35979689423274e-136,-1.11972081162197,0.037,0.069,6.53994111267662e-132,"LINC01272","AS_Group_vs_Healthy","downregulated in diseased group"
"CD201-EPCR",2.57260438150672e-136,-1.18789363493415,0.055,0.091,7.12971578290774e-132,"CD201-EPCR","AS_Group_vs_Healthy","downregulated in diseased group"
"ERC1",3.74426665809969e-136,-1.01674289577268,0.054,0.09,1.03768606162575e-131,"ERC1","AS_Group_vs_Healthy","downregulated in diseased group"
"RP11-658F2.8",1.37516440519485e-135,-1.50396058480472,0.023,0.05,3.81113063255701e-131,"RP11-658F2.8","AS_Group_vs_Healthy","downregulated in diseased group"
"CD319-CRACC",1.43942099743584e-133,-1.03418138025209,0.055,0.09,3.98921135229369e-129,"CD319-CRACC","AS_Group_vs_Healthy","downregulated in diseased group"
