"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"BRD7",1.38818042550457e-235,-1.36215574287327,0.177,0.319,3.84720323124336e-231,"BRD7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RNMT",1.7194709932636e-235,-1.08356697101322,0.284,0.421,4.76534191073073e-231,"RNMT","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CREBRF",2.39116529254737e-229,-1.13694214608456,0.238,0.378,6.62687549176577e-225,"CREBRF","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TLE4",6.24812869107457e-229,-1.12593929866425,0.22,0.363,1.73160638544441e-224,"TLE4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GOLGA8A",1.17718036068628e-228,-1.74327307439678,0.089,0.213,3.26243765160596e-224,"GOLGA8A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RICTOR",3.03142154920101e-228,-1.31152099141427,0.163,0.301,8.40128168145569e-224,"RICTOR","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KMT2A",2.02847764383571e-226,-1.0216903823923,0.283,0.421,5.62172294212628e-222,"KMT2A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RASGRP1",4.00742691717309e-223,-1.20071379638941,0.218,0.354,1.11061829582535e-218,"RASGRP1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"NBPF19",1.52836366558003e-220,-1.92935493265496,0.069,0.184,4.23570706278849e-216,"NBPF19","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RBM26",1.76087749408191e-219,-1.28734467733326,0.174,0.309,4.8800958870986e-215,"RBM26","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ILF3-AS1",4.27282254946232e-219,-1.32660497523975,0.152,0.289,1.18417004135799e-214,"ILF3-AS1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DHX36",2.37438578869056e-212,-1.26082720955456,0.188,0.321,6.58037277477703e-208,"DHX36","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ATXN7",9.6984162119405e-207,-1.34524040605569,0.135,0.263,2.68781906897719e-202,"ATXN7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KLF3",1.26640458548408e-204,-1.05828387270866,0.256,0.388,3.50971366821059e-200,"KLF3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MSL3",2.71788194711392e-202,-1.19335935492455,0.212,0.341,7.53233802823153e-198,"MSL3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ARRDC3",1.66951048312255e-198,-1.20410077134867,0.178,0.307,4.62688135292585e-194,"ARRDC3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"R3HDM2",8.4043659865584e-198,-1.30355539186281,0.169,0.296,2.3291859895148e-193,"R3HDM2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CTD-3184A7.4",1.91394577147537e-196,-1.53180336750986,0.099,0.217,5.30430931106685e-192,"CTD-3184A7.4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AKAP9",7.11895519122424e-193,-1.02411550627686,0.275,0.4,1.97294724169589e-188,"AKAP9","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GOLGA8B",3.91140793761241e-192,-1.50710126720321,0.111,0.229,1.0840075958299e-187,"GOLGA8B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"OGT",5.53728624939122e-192,-1.0426534929074,0.213,0.339,1.53460351115628e-187,"OGT","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PCNX",2.87621915106137e-187,-1.39268803557108,0.099,0.213,7.97115375525148e-183,"PCNX","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"UTRN",5.19160281849796e-186,-1.07578401906262,0.214,0.339,1.43880080511852e-181,"UTRN","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ERBB2IP",1.39505540505706e-180,-1.25606695543959,0.139,0.257,3.86625654957513e-176,"ERBB2IP","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TTN",2.18912877922312e-179,-1.16056596658287,0.127,0.243,6.06695149873894e-175,"TTN","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ANKRD36C",5.04662435287924e-177,-1.56410669433164,0.083,0.189,1.39862147315695e-172,"ANKRD36C","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"BOD1L1",2.01331967846762e-174,-1.06964987227208,0.211,0.332,5.57971415690517e-170,"BOD1L1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TUG1",5.06523311623448e-173,-1.61054563671083,0.087,0.192,1.40377870583323e-168,"TUG1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"HMHA1",4.01191653185138e-169,-1.03801541119501,0.196,0.316,1.11186254763729e-164,"HMHA1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TRIM44",2.74856136467779e-167,-1.22813079221764,0.178,0.292,7.61736296606802e-163,"TRIM44","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"NFATC2IP",3.72004684447582e-162,-1.35361775726135,0.1,0.205,1.03097378247803e-157,"NFATC2IP","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MAP4K4",2.34325140954665e-160,-1.20540143461112,0.161,0.272,6.49408695641759e-156,"MAP4K4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PDE7A",1.96340983885172e-157,-1.12839845841585,0.196,0.306,5.44139402739365e-153,"PDE7A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LINC00969",1.75533846454419e-156,-1.45349795822113,0.094,0.194,4.86474502063778e-152,"LINC00969","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ATP5A1",2.00124640748993e-155,-1.01005615485022,0.219,0.332,5.5462542937176e-151,"ATP5A1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"EBLN3",3.95429290983269e-155,-1.2430773129368,0.14,0.248,1.09589273703103e-150,"EBLN3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-347P5.1",6.96172080081263e-155,-1.85503068507169,0.063,0.153,1.92937130273721e-150,"RP11-347P5.1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"IGLC3",2.19212050228019e-153,-3.79043625739111,0.01,0.07,6.07524276001933e-149,"IGLC3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TRIM56",6.17949865986618e-152,-1.39505402593606,0.118,0.221,1.71258625859531e-147,"TRIM56","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AHSA2",2.31468619291675e-149,-1.42682239799772,0.103,0.202,6.41492131504949e-145,"AHSA2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZC3H11A",1.90545987254654e-143,-1.16061952829465,0.163,0.267,5.28079149077549e-139,"ZC3H11A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"HNRNPU-AS1",4.64028485665147e-143,-1.93706919146314,0.045,0.124,1.28600854517239e-138,"HNRNPU-AS1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP5-1171I10.5",5.08799872991921e-143,-1.4519469000499,0.088,0.181,1.41008796800981e-138,"RP5-1171I10.5","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PRDM2",2.19892254032571e-142,-1.12145145991738,0.177,0.281,6.09409392825867e-138,"PRDM2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ATF7IP",1.54045078835495e-140,-1.04972670965957,0.193,0.298,4.26920531484691e-136,"ATF7IP","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KIAA2026",1.73883988565318e-140,-1.40397678184875,0.105,0.201,4.81902085909923e-136,"KIAA2026","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KAT6A",2.33384403208247e-140,-1.05126141739031,0.185,0.288,6.46801535051337e-136,"KAT6A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TMEM259",1.26390941022918e-138,-1.33008761335568,0.097,0.192,3.50279853950916e-134,"TMEM259","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CWF19L2",5.73960284581636e-138,-1.11593208259982,0.193,0.294,1.59067353268955e-133,"CWF19L2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ADRBK1",6.44634935822435e-137,-1.2267780301862,0.126,0.225,1.7865412611383e-132,"ADRBK1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"XRN1",6.31343425353093e-134,-1.01198713409989,0.198,0.3,1.74970516902356e-129,"XRN1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"URI1",8.20192855242677e-134,-1.00177891123061,0.212,0.314,2.27308247901956e-129,"URI1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC4A7",9.83514899262686e-134,-1.36359986519313,0.096,0.188,2.72571319181661e-129,"SLC4A7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"C1orf56",4.0945209931163e-132,-1.30233353126988,0.116,0.211,1.13475554803225e-127,"C1orf56","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"STX16",1.45870565922656e-131,-1.09151534580873,0.164,0.264,4.04265686398048e-127,"STX16","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"NUFIP2",7.77832458942082e-129,-1.02800494005327,0.19,0.288,2.15568487671208e-124,"NUFIP2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CENPC",5.53559468784212e-128,-1.02853156152833,0.186,0.286,1.53413471178856e-123,"CENPC","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CSGALNACT2",3.58111075447267e-127,-1.41285580224864,0.083,0.169,9.92469034494556e-123,"CSGALNACT2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DYRK2",1.99483752911004e-125,-1.19952814001485,0.145,0.239,5.52849272817557e-121,"DYRK2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KAT6B",3.03722671091214e-125,-1.18044619455674,0.138,0.231,8.41737010662191e-121,"KAT6B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PAXBP1",3.96892146252738e-125,-1.43992807153831,0.093,0.18,1.09994689412484e-120,"PAXBP1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LINC01089",2.2638175518797e-123,-1.28607898541679,0.118,0.208,6.2739439632794e-119,"LINC01089","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"IgGFc",2.39908609859767e-123,-1.69595791584071,0.072,0.154,6.64882721365358e-119,"IgGFc","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RTF1",5.52678129326579e-121,-1.02760272152274,0.189,0.285,1.53169216761568e-116,"RTF1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KCNQ1OT1",3.30800579600266e-119,-1.70690354477483,0.096,0.179,9.16780726304177e-115,"KCNQ1OT1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ICA1L",1.57268395457042e-117,-1.7983339857313,0.056,0.129,4.35853631169645e-113,"ICA1L","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PIP4K2A",1.34025615241106e-116,-1.06324781502556,0.165,0.257,3.71438590079201e-112,"PIP4K2A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GPR155",1.96270750835136e-116,-1.302630816633,0.111,0.197,5.43944758864495e-112,"GPR155","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"IgM",4.13332607536989e-115,-1.46716696942034,0.103,0.189,1.14550998852801e-110,"IgM","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"BRD9",7.76582292789351e-115,-1.30662942641594,0.108,0.193,2.15222016623641e-110,"BRD9","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RNPC3",3.12128369248924e-114,-1.2201891865019,0.122,0.209,8.65032562536469e-110,"RNPC3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"U2AF1",1.024972880377e-112,-1.50083710887524,0.052,0.122,2.84060984067682e-108,"U2AF1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CEP350",4.09215863752381e-111,-1.05294181790636,0.16,0.25,1.13410084480335e-106,"CEP350","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"Iglightchainlambda",1.21179016656839e-109,-1.28677723231021,0.121,0.209,3.35835526762763e-105,"Iglightchainlambda","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CTD-2020K17.1",1.92159789911834e-108,-1.24403575434811,0.1,0.181,5.32551641761658e-104,"CTD-2020K17.1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DIP2A",2.12736254801572e-108,-1.17988569036982,0.122,0.206,5.89577256557076e-104,"DIP2A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TSIX",3.06206514134123e-108,-2.62982487116556,0.015,0.064,8.48620733271308e-104,"TSIX","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PHF14",5.63422414017092e-108,-1.17601374726795,0.136,0.22,1.56146887820697e-103,"PHF14","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"BRD1",6.42829481017669e-108,-1.36693038224018,0.086,0.164,1.78153762369237e-103,"BRD1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PABPN1",2.22087166753059e-107,-1.02415564476223,0.155,0.243,6.15492373939428e-103,"PABPN1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KIAA0907",3.19077418054522e-107,-1.80545228876962,0.039,0.102,8.84291156396303e-103,"KIAA0907","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GOLGB1",9.34556124600761e-107,-1.10677958826317,0.145,0.231,2.59002884371855e-102,"GOLGB1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DDX39B",1.92744692883372e-106,-1.01331359204556,0.159,0.246,5.34172641856976e-102,"DDX39B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SREK1",3.51672039032293e-106,-1.00486315923155,0.154,0.242,9.74623888974098e-102,"SREK1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AKAP17A",9.46726218247212e-106,-1.30558939064195,0.097,0.176,2.62375704125032e-101,"AKAP17A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DICER1",4.22250534184308e-105,-1.27268498594855,0.093,0.172,1.17022513043839e-100,"DICER1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TNRC6C",1.3659123121769e-103,-1.1083505089587,0.142,0.226,3.78548938196707e-99,"TNRC6C","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"C9orf142",1.35331525116323e-102,-1.09158775145132,0.138,0.222,3.75057788707379e-98,"C9orf142","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CENPK",3.00338101396115e-102,-1.2496688618466,0.104,0.183,8.32357014209193e-98,"CENPK","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RBM5",3.33639125387407e-101,-1.00137478729461,0.148,0.232,9.24647472098659e-97,"RBM5","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SUGP2",3.11822888676315e-100,-1.37501964217623,0.086,0.16,8.6418595367754e-96,"SUGP2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SPAG9",1.4229477031277e-98,-1.42686669086101,0.076,0.147,3.94355726444812e-94,"SPAG9","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"IGHG3",2.27257423441636e-98,-5.81512311722008,0.001,0.033,6.29821223326149e-94,"IGHG3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KIAA0922",6.71712150418942e-98,-1.35405750712676,0.078,0.15,1.86158305367106e-93,"KIAA0922","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SPEN",1.06845085857667e-97,-1.23342692982388,0.096,0.172,2.96110470945938e-93,"SPEN","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ITPKB",2.98132984534894e-97,-1.13545467848934,0.129,0.208,8.26245753340005e-93,"ITPKB","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SETD2",1.23476197086782e-96,-1.03260488355867,0.139,0.22,3.42201932606307e-92,"SETD2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZNF33A",4.58705864790477e-96,-1.1447929494578,0.134,0.214,1.27125743368033e-91,"ZNF33A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TRIM38",1.39894260153234e-95,-1.04402780715407,0.138,0.218,3.87702952588673e-91,"TRIM38","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"OTULIN",3.85006476929235e-95,-1.32972077568036,0.084,0.156,1.06700695016168e-90,"OTULIN","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CHD6",1.16742996374875e-94,-1.11034179222071,0.128,0.207,3.23541540153327e-90,"CHD6","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ELK4",1.83107120319243e-94,-1.15521744207756,0.114,0.191,5.07463073252749e-90,"ELK4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZNF652",1.63553147926728e-93,-1.20380814934907,0.108,0.183,4.53271194164133e-89,"ZNF652","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"BIRC6",6.15214208796548e-93,-1.01130954337037,0.164,0.243,1.70500465825875e-88,"BIRC6","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MBTPS1",6.36317975987377e-92,-1.01125737562958,0.158,0.236,1.76349163865142e-87,"MBTPS1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CD8B",2.56894590131944e-91,-1.02344800801383,0.106,0.184,7.11957667091669e-87,"CD8B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PPBP",2.72026065394357e-91,-4.30380055152233,0.003,0.035,7.5389303763392e-87,"PPBP","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"YIPF4",6.83462941760929e-91,-1.04013708897046,0.149,0.227,1.89414919679624e-86,"YIPF4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KIAA0586",4.05546204508291e-90,-1.23569041253507,0.098,0.17,1.12393075117428e-85,"KIAA0586","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DDHD1",7.26931892824539e-90,-1.13690343608834,0.112,0.186,2.01461904777393e-85,"DDHD1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
