Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Phosphorylation (GO:0016310)	33/429	0.04372870747178212	0.999995808452516	0	0	1.4074497257769654	4.404966442170574	DGKD;BMPR2;PANK3;DYRK2;MAML1;MAPKAP1;STK39;PRKAG2;GK5;ACVR1C;TLK2;RICTOR;FNIP2;MARK2;MAP4K4;CDK11A;RYK;PRPF4B;CSNK1E;HIPK1;ACVR2B;CDK11B;TGFBR1;HIPK2;FER;PEAK1;TAOK1;PKN2;BIRC6;ATM;TNIK;CSNK1G2;DGKH
Peptidyl-Serine Modification (GO:0018209)	15/166	0.048189124655393725	0.999995808452516	0	0	1.6724832054885892	5.072009217988673	DYRK2;GALNT1;STK39;PRKX;CSNK1E;HIPK1;TGFBR1;HIPK2;TLK2;MAP3K10;ATM;RICTOR;PKN2;CSNK1G2;MARK2
3'-UTR-mediated mRNA Destabilization (GO:0061158)	3/15	0.04885443579950605	0.999995808452516	0	0	4.195062277580071	12.664515880428759	DHX36;DND1;TARDBP
Renal Filtration (GO:0097205)	3/15	0.04885443579950605	0.999995808452516	0	0	4.195062277580071	12.664515880428759	PPP3CA;IGHA1;JCHAIN
Negative Regulation Of Telomere Maintenance (GO:0032205)	3/15	0.04885443579950605	0.999995808452516	0	0	4.195062277580071	12.664515880428759	SLX4;TNKS2;TERF2
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	9/85	0.04958473429718465	0.999995808452516	0	0	1.9910201487618868	5.981168415697881	PPM1B;TNKS2;TBL1XR1;CAPRIN2;CSNK1E;SOX4;CSNK1G2;ZBED3;RNF220
Histone Deacetylation (GO:0016575)	5/36	0.04980320159271246	0.999995808452516	0	0	2.708584900235754	8.124877140889092	ELK4;TBL1XR1;MSL3;CHD3;GATAD2A
Regulation Of Heterochromatin Formation (GO:0031445)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	KDM1A;SAMD1
Regulation Of Leukocyte Degranulation (GO:0043300)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	FER;FES
Regulation Of Protein Glycosylation (GO:0060049)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	ALG10B;FKTN
Cardiac Atrium Development (GO:0003230)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	NPHP3;MDM4
Regulation Of Protein Localization To Cell Cortex (GO:1904776)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	GPSM2;EPB41L2
Store-Operated Calcium Entry (GO:0002115)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	STIM2;MS4A1
Thyroid Hormone Transport (GO:0070327)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	SLC7A8;SLC16A10
Mitral Valve Development (GO:0003174)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	BMPR2;SOX4
Plasma Membrane To Endosome Transport (GO:0048227)	2/7	0.05513917215584856	0.999995808452516	0	0	6.708622222222222	19.440882036557895	USP6NL;SGSM3
Regulation Of Nucleotide-Excision Repair (GO:2000819)	4/26	0.055783129608191234	0.999995808452516	0	0	3.0520521330850805	8.809088604302428	BCL7A;PHF10;ARID2;BRD7
Organelle Membrane Fusion (GO:0090174)	4/26	0.055783129608191234	0.999995808452516	0	0	3.0520521330850805	8.809088604302428	STX16;STX6;VAMP1;STX3
Activin Receptor Signaling Pathway (GO:0032924)	3/16	0.057686578502687026	0.999995808452516	0	0	3.8721598686011496	11.046229490442476	ACVR1C;ACVR2B;TGFBR1
Cellular Response To Gamma Radiation (GO:0071480)	3/16	0.057686578502687026	0.999995808452516	0	0	3.8721598686011496	11.046229490442476	WRN;KDM1A;TLK2
Intracellular Cholesterol Transport (GO:0032367)	3/16	0.057686578502687026	0.999995808452516	0	0	3.8721598686011496	11.046229490442476	STARD4;OSBP;PIP4K2A
Activation Of GTPase Activity (GO:0090630)	10/102	0.06151689203754163	0.999995808452516	0	0	1.8275855357907438	5.096118961561318	USP6NL;TIAM2;AGAP9;AGAP6;RALGAPA2;SGSM3;TBC1D2B;AGAP4;RASGRP1;ARHGEF5
Peptidyl-Serine Phosphorylation (GO:0018105)	14/158	0.06263869209348819	0.999995808452516	0	0	1.6360062893081762	4.532346191186843	DYRK2;STK39;PRKX;CSNK1E;HIPK1;TGFBR1;HIPK2;TLK2;MAP3K10;ATM;RICTOR;PKN2;CSNK1G2;MARK2
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210)	6/51	0.06578725428975914	0.999995808452516	0	0	2.23942908117752	6.094223667564464	TENM1;HMBOX1;XRN1;TNKS2;ATM;TERF2
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	6/51	0.06578725428975914	0.999995808452516	0	0	2.23942908117752	6.094223667564464	KLRK1;KLRC4;CRTAM;KLRD1;CD1D;RASGRP1
Retina Homeostasis (GO:0001895)	5/39	0.06637712380474137	0.999995808452516	0	0	2.4691989095103284	6.6974620430084455	IGHG3;PRR4;IGKC;IGHA1;JCHAIN
Mesenchyme Development (GO:0060485)	3/17	0.06721272844763207	0.999995808452516	0	0	3.5953863751906456	9.707157205020543	BMPR2;TGFBR1;SOX4
Polyol Metabolic Process (GO:0019751)	3/17	0.06721272844763207	0.999995808452516	0	0	3.5953863751906456	9.707157205020543	INPP4A;INPP5A;SLC5A3
Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	4/28	0.07000382550340234	0.999995808452516	0	0	2.797417631344613	7.438908038813629	KDM1A;ATM;KMT5A;SOX4
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	9/91	0.07046051585632085	0.999995808452516	0	0	1.844746716697936	4.8935647526924635	CAPN10;TAOK1;ABL2;RICTOR;CRK;ARHGAP35;ARHGEF5;RHOQ;GPM6B
RISC Complex Assembly (GO:0070922)	2/8	0.07082934656801886	0.999995808452516	0	0	5.590222222222223	14.80001195250323	HEXIM1;DICER1
RNA Secondary Structure Unwinding (GO:0010501)	2/8	0.07082934656801886	0.999995808452516	0	0	5.590222222222223	14.80001195250323	DDX39B;DHX36
Ubiquitin-Dependent Protein Catabolic Process Via The C-end Degron Rule Pathway (GO:0140627)	2/8	0.07082934656801886	0.999995808452516	0	0	5.590222222222223	14.80001195250323	KLHDC1;KLHDC10
Positive Regulation Of Respiratory Burst (GO:0060267)	2/8	0.07082934656801886	0.999995808452516	0	0	5.590222222222223	14.80001195250323	IGHA1;JCHAIN
Positive Regulation Of Telomere Maintenance (GO:0032206)	6/52	0.07099622722043555	0.999995808452516	0	0	2.1906294845440795	5.794496572527447	INO80B;SLX4;TNKS2;DHX36;ATM;TERF2
Regulation Of Microtubule Polymerization (GO:0031113)	5/40	0.07250601716625615	0.999995808452516	0	0	2.398523045581869	6.293930085399774	OCLN;FES;AKAP9;CAMSAP1;CAMSAP2
Positive Regulation Of Catalytic Activity (GO:0043085)	5/40	0.07250601716625615	0.999995808452516	0	0	2.398523045581869	6.293930085399774	WRN;XRCC4;ABL2;SLC5A3;PHACTR4
Protein Localization To Chromosome (GO:0034502)	5/40	0.07250601716625615	0.999995808452516	0	0	2.398523045581869	6.293930085399774	MMS22L;TNKS2;XRCC4;ZMYND8;TERF2
Endothelial Cell Proliferation (GO:0001935)	3/18	0.07740176575472592	0.999995808452516	0	0	3.3555160142348757	8.585912123305137	DLG1;BMPR2;PRKX
ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)	3/18	0.07740176575472592	0.999995808452516	0	0	3.3555160142348757	8.585912123305137	TNRC6C;CNOT6;TNRC6B
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	4/29	0.07774472088434833	0.999995808452516	0	0	2.6853784505788068	6.859328314020229	PPP3CA;CABP4;FMR1;AKAP5
Chromatin Organization (GO:0006325)	21/268	0.07978575083354508	0.999995808452516	0	0	1.4318146876441347	3.6202150776024875	INO80B;PHF10;CHD7;CHD6;TET1;BAZ2B;CHD3;GATAD2A;TADA2B;TAF6L;SFPQ;CHAF1A;ZNF827;BCL7A;KAT6B;GATAD1;BRD9;BRD7;ARID2;EZH1;BPTF
Regulation Of Axonogenesis (GO:0050770)	5/42	0.08565464353933643	0.999995808452516	0	0	2.2686322686322686	5.575009171083452	TIAM2;RUFY3;ARHGAP35;MARK2;PLXNA3
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	4/30	0.08589329054006341	0.999995808452516	0	0	2.5819576683334473	6.337801256686116	DHX36;CAPRIN2;LRP8;DBN1
Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	FER;FES
Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	FER;FES
Axon Regeneration (GO:0031103)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	DHFR;NREP
Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	B3GAT2;CSGALNACT2
Response To Type I Interferon (GO:0034340)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	SETD2;TRIM56
Skeletal Muscle Tissue Regeneration (GO:0043403)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	PPP3CA;EYS
Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	STX3;STX2
Hormone Transport (GO:0009914)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	SLC7A8;SLC16A10
Iron Ion Transmembrane Transport (GO:0034755)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	SLC25A28;SLC11A2
Kinetochore Assembly (GO:0051382)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	KNTC1;CENPC
Leucine Transport (GO:0015820)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	SLC43A2;SLC7A8
Lipid Phosphorylation (GO:0046834)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	DGKD;DGKH
Mitral Valve Morphogenesis (GO:0003183)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	BMPR2;SOX4
Peptidyl-Serine Dephosphorylation (GO:0070262)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	PPP3CA;PPTC7
Positive Regulation Of Protein Acetylation (GO:1901985)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	TAOK1;DIP2A
Protein K11-linked Deubiquitination (GO:0035871)	2/9	0.08775192229270198	0.999995808452516	0	0	4.79136507936508	11.658548402623568	OTUD7A;YOD1
Atrioventricular Valve Morphogenesis (GO:0003181)	3/19	0.08821965278085361	0.999995808452516	0	0	3.1456294483985765	7.63735401468851	BMPR2;MDM4;SOX4
Inositol Phosphate-Mediated Signaling (GO:0048016)	3/19	0.08821965278085361	0.999995808452516	0	0	3.1456294483985765	7.63735401468851	PPP3CA;INPP5A;PLCE1
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	3/19	0.08821965278085361	0.999995808452516	0	0	3.1456294483985765	7.63735401468851	DYRK2;HIPK1;HIPK2
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211)	3/19	0.08821965278085361	0.999995808452516	0	0	3.1456294483985765	7.63735401468851	TENM1;XRN1;TERF2
Negative Regulation Of DNA Biosynthetic Process (GO:2000279)	4/31	0.09443811421668252	0.999995808452516	0	0	2.4861976847729297	5.866955488672828	TENM1;BMPR2;XRN1;TERF2
Regulation Of Phosphatase Activity (GO:0010921)	3/20	0.09963009772987136	0.999995808452516	0	0	2.9604354197194893	6.827625487602167	URI1;PPP6R2;MTMR9
Negative Regulation Of Microtubule Depolymerization (GO:0007026)	3/20	0.09963009772987136	0.999995808452516	0	0	2.9604354197194893	6.827625487602167	ATXN7;TAOK1;CAMSAP2
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099)	4/32	0.1033664331950728	0.999995808452516	0	0	2.397277700038163	5.440561808822257	BCL7A;PHF10;ARID2;BRD7
Atrial Septum Morphogenesis (GO:0060413)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	BMPR2;SOX4
Branched-Chain Amino Acid Transport (GO:0015803)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	SLC43A2;SLC7A8
Regulation Of Respiratory Burst (GO:0060263)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	IGHA1;JCHAIN
Diol Metabolic Process (GO:0034311)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	DEGS2;SGPP1
T-Circle Formation (GO:0090656)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	WRN;SLX4
Formation Of Extrachromosomal Circular DNA (GO:0001325)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	WRN;SLX4
Telomere Maintenance Via Telomere Trimming (GO:0090737)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	WRN;SLX4
Neuron Projection Fasciculation (GO:0106030)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	NRCAM;ARHGAP35
Protein Kinase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007205)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	DGKD;DGKH
Protein Prenylation (GO:0018342)	2/10	0.10571846058951152	0.999995808452516	0	0	4.192222222222222	9.419821674275651	CHM;CHML
poly(A)+ mRNA Export From Nucleus (GO:0016973)	3/21	0.11159513965003025	0.999995808452516	0	0	2.795818505338078	6.13088828148016	PABPN1;SARNP;ZC3H11A
Inositol Lipid-Mediated Signaling (GO:0048017)	4/33	0.11266429970906623	0.999995808452516	0	0	2.314490128043725	5.053325081050227	INPP5A;PLCE1;OGT;IGF1R
Regulation Of G0 To G1 Transition (GO:0070316)	4/33	0.11266429970906623	0.999995808452516	0	0	2.314490128043725	5.053325081050227	BCL7A;PHF10;ARID2;BRD7
Regulation Of Multicellular Organismal Development (GO:2000026)	6/59	0.11380280141478946	0.999995808452516	0	0	1.9005941460623097	4.1305387177143436	INO80B;BRD1;KAT6B;KAT6A;DHX36;CCSAP
Regulation Of DNA Biosynthetic Process (GO:2000278)	4/34	0.12231672210930598	0.999995808452516	0	0	2.2372217275155832	4.700719450810913	HMBOX1;BMPR2;ATM;TERF2
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	4/34	0.12231672210930598	0.999995808452516	0	0	2.2372217275155832	4.700719450810913	PPP3CA;DYRK2;AKAP5;SPPL3
Regulation Of Double-Strand Break Repair (GO:2000779)	8/88	0.12248709406833735	0.999995808452516	0	0	1.6794459338695265	3.5264159431332174	MBTD1;SETD2;RNF169;KDM1A;BCL7A;PHF10;ARID2;BRD7
Response To Gamma Radiation (GO:0010332)	3/22	0.12407566212975976	0.999995808452516	0	0	2.648529687207342	5.52712051820987	WRN;KDM1A;TLK2
Regulation Of Phospholipase C Activity (GO:1900274)	2/11	0.12455781417471781	0.999995808452516	0	0	3.7262222222222223	7.761666113358495	ABL2;RASGRP1
Skeletal Muscle Fiber Development (GO:0048741)	2/11	0.12455781417471781	0.999995808452516	0	0	3.7262222222222223	7.761666113358495	PPP3CA;LMOD3
Sphingoid Metabolic Process (GO:0046519)	2/11	0.12455781417471781	0.999995808452516	0	0	3.7262222222222223	7.761666113358495	DEGS2;SGPP1
Positive Regulation Of Myelination (GO:0031643)	2/11	0.12455781417471781	0.999995808452516	0	0	3.7262222222222223	7.761666113358495	ITGAX;DICER1
Post-Transcriptional Gene Silencing (GO:0016441)	2/11	0.12455781417471781	0.999995808452516	0	0	3.7262222222222223	7.761666113358495	HEXIM1;DICER1
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	16/207	0.12473456710346416	0.999995808452516	0	0	1.4086267265470003	2.9321512791990876	TLE4;TCF7L2;CTNND1;CSNK1E;MCC;PPM1B;TNKS2;TBL1XR1;GNAQ;OTULIN;CAPRIN2;NPHP3;SOX4;CSNK1G2;ZBED3;RNF220
