Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	5/30	0.0015633554128636686	0.25312145366456307	0	0	6.758188153310105	43.66411882853457	BABAM2;CDKN1A;MRE11;MRNIP;NOP53
snRNA Processing (GO:0016180)	4/19	0.0019055059875853586	0.2610543202991941	0	0	8.999884057971014	56.36634311269573	INTS11;INTS13;INTS14;INTS6L
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	4/19	0.0019055059875853586	0.2610543202991941	0	0	8.999884057971014	56.36634311269573	HLA-DRB5;SHLD2;SHLD1;HLA-DQA2
Negative Regulation Of Double-Strand Break Repair (GO:2000780)	5/33	0.002424521947563351	0.2944431374544362	0	0	6.033163265306122	36.33243864772309	FBH1;SHLD2;SHLD1;CGAS;CYREN
L-serine Metabolic Process (GO:0006563)	3/10	0.0024878631575274888	0.2944431374544362	0	0	14.444940476190476	86.61664591053376	SHMT2;SHMT1;PSPH
snRNA Metabolic Process (GO:0016073)	4/21	0.0028105184372405473	0.2944431374544362	0	0	7.940255754475704	46.644129744990266	INTS11;INTS13;INTS14;MTREX
Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)	4/21	0.0028105184372405473	0.2944431374544362	0	0	7.940255754475704	46.644129744990266	FBH1;SHLD2;SHLD1;CGAS
Regulation Of Regulatory T Cell Differentiation (GO:0045589)	4/22	0.0033573768065005964	0.33219378290986457	0	0	7.498743961352657	42.71730977316172	CTLA4;FOXP3;HLA-G;VSIR
RNA 3'-End Processing (GO:0031123)	5/38	0.00455485209896795	0.42695745201378527	0	0	5.11772780065463	27.59254785630305	INTS14;TUT7;TUT4;TENT4B;INTS6L
Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	4/25	0.005421629297137451	0.4713443799829427	0	0	6.426501035196687	33.52936237426075	MRNIP;SHLD2;SHLD1;CYREN
Negative Regulation Of Viral Transcription (GO:0032897)	3/13	0.005557682189579897	0.4713443799829427	0	0	10.109895833333333	52.49638356129095	IFITM3;ZFP36;TRIM32
Serine Family Amino Acid Metabolic Process (GO:0009069)	3/14	0.006922851803214727	0.5360695244141491	0	0	9.190340909090908	45.70289889373909	SHMT2;SHMT1;PSPH
Histone mRNA Catabolic Process (GO:0071044)	3/14	0.006922851803214727	0.5360695244141491	0	0	9.190340909090908	45.70289889373909	TUT7;TUT4;TENT4B
mRNA Catabolic Process (GO:0006402)	5/43	0.007763021284004412	0.5387301752654804	0	0	4.443196405648267	21.5867529035174	RIDA;ZFP36;TUT7;TUT4;NBDY
Purine Nucleobase Biosynthetic Process (GO:0009113)	2/5	0.007894401927428029	0.5387301752654804	0	0	22.435586366262275	108.62416607977717	SHMT2;SHMT1
Sterol Biosynthetic Process (GO:0016126)	4/28	0.008196201817471363	0.5387301752654804	0	0	5.62231884057971	27.010094374470597	CH25H;GLB1;INSIG1;CYP51A1
B Cell Mediated Immunity (GO:0019724)	3/15	0.008469649021579703	0.5387301752654804	0	0	8.42404513888889	40.193361914328285	CD74;CD70;HLA-G
miRNA Metabolic Process (GO:0010586)	3/15	0.008469649021579703	0.5387301752654804	0	0	8.42404513888889	40.193361914328285	TUT7;TUT4;TENT4B
Mitotic G2/M Transition Checkpoint (GO:0044818)	5/46	0.010301630000112652	0.5999410338438682	0	0	4.117447097815926	18.83918626825156	BABAM2;CDKN1A;MRE11;MRNIP;NOP53
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	2/6	0.011615501585798273	0.5999410338438682	0	0	16.82582322357019	74.96602062422089	EDC4;ZFP36
Nucleobase Biosynthetic Process (GO:0046112)	2/6	0.011615501585798273	0.5999410338438682	0	0	16.82582322357019	74.96602062422089	SHMT2;SHMT1
Regulation Of T Cell Tolerance Induction (GO:0002664)	2/6	0.011615501585798273	0.5999410338438682	0	0	16.82582322357019	74.96602062422089	FOXP3;HLA-G
Negative Regulation Of Immune Response (GO:0050777)	6/66	0.01200976237708033	0.5999410338438682	0	0	3.3788830715532288	14.941540651194645	LGALS3;PCBP2;CGAS;PDCD1;FOXP3;HLA-G
Regulation Of Viral Transcription (GO:0046782)	3/17	0.012126826063098964	0.5999410338438682	0	0	7.219866071428571	31.856469569813015	IFITM3;ZFP36;TRIM32
ncRNA Metabolic Process (GO:0034660)	3/17	0.012126826063098964	0.5999410338438682	0	0	7.219866071428571	31.856469569813015	TUT7;TUT4;TENT4B
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	3/17	0.012126826063098964	0.5999410338438682	0	0	7.219866071428571	31.856469569813015	FOXP3;HLA-G;VSIR
Cholesterol Metabolic Process (GO:0008203)	6/67	0.01287797381608902	0.6013086526058549	0	0	3.323319886705004	14.463875385244847	CH25H;PIP4P1;GLB1;INSIG1;SH2D2A;CYP51A1
Negative Regulation Of T Cell Activation (GO:0050868)	5/49	0.013356999919032789	0.6013086526058549	0	0	3.8361181501425405	16.555591464841918	RIPOR2;LGALS3;FOXP3;HLA-G;VSIR
Proton Transmembrane Transport (GO:1902600)	5/49	0.013356999919032789	0.6013086526058549	0	0	3.8361181501425405	16.555591464841918	ATP5F1B;UCP2;ATP5PO;ATP6V0C;ATP5MF
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	3/18	0.01424434229559261	0.6013086526058549	0	0	6.738194444444445	28.646729424644654	RIPOR2;RACK1;LLGL1
Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)	3/18	0.01424434229559261	0.6013086526058549	0	0	6.738194444444445	28.646729424644654	IFITM3;CH25H;IFITM1
ncRNA Catabolic Process (GO:0034661)	4/33	0.014625949220902025	0.6013086526058549	0	0	4.651754122938531	19.653465721207485	TRIR;TUT4;MTREX;TENT4B
SREBP Signaling Pathway (GO:0032933)	2/7	0.015951962577666484	0.6013086526058549	0	0	13.459965337954939	55.69967068391597	INSIG1;SH2D2A
Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615)	2/7	0.015951962577666484	0.6013086526058549	0	0	13.459965337954939	55.69967068391597	FMC1;ATP5F1D
Negative Regulation Of miRNA-mediated Gene Silencing (GO:0060965)	2/7	0.015951962577666484	0.6013086526058549	0	0	13.459965337954939	55.69967068391597	ELOB;ELOC
Protein Deglycosylation (GO:0006517)	2/7	0.015951962577666484	0.6013086526058549	0	0	13.459965337954939	55.69967068391597	OGA;MAN2B1
Proton-Transporting ATP Synthase Complex Assembly (GO:0043461)	2/7	0.015951962577666484	0.6013086526058549	0	0	13.459965337954939	55.69967068391597	FMC1;ATP5F1D
ATP Metabolic Process (GO:0046034)	4/34	0.016205960317283007	0.6013086526058549	0	0	4.496463768115942	18.536115148057082	ATP5F1A;ATP5F1B;ATP5PO;ATP5F1C
Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118)	3/19	0.016557879791409644	0.601828243030624	0	0	6.316731770833333	25.904242176626347	MTRNR2L12;MTRNR2L8;MTRNR2L1
Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289)	3/20	0.019069059699402067	0.640704364819572	0	0	5.944852941176471	23.53976385423368	ZFP36;TUT7;TUT4
COPII-coated Vesicle Budding (GO:0090114)	4/36	0.019676746919631227	0.640704364819572	0	0	4.215	16.557859104743862	SEC13;SH2D2A;TRAPPC5;TRAPPC2B
Negative Regulation Of Protein Kinase B Signaling (GO:0051898)	4/36	0.019676746919631227	0.640704364819572	0	0	4.215	16.557859104743862	PPP2R1A;RACK1;HLA-G;NOP53
Mitochondrion Organization (GO:0007005)	10/162	0.019735094003415454	0.640704364819572	0	0	2.227939136065119	8.74545605243122	MIGA2;MIGA1;STMP1;FMC1;ATP23;UCP2;ATP5F1D;TOMM5;RAB5IF;NIPSNAP2
Cellular Response To Sterol Depletion (GO:0071501)	2/8	0.02086516179648241	0.640704364819572	0	0	11.216060080878105	43.40250068187696	INSIG1;SH2D2A
Tetrahydrofolate Interconversion (GO:0035999)	2/8	0.02086516179648241	0.640704364819572	0	0	11.216060080878105	43.40250068187696	SHMT2;SHMT1
Modification-Dependent Macromolecule Catabolic Process (GO:0043632)	2/8	0.02086516179648241	0.640704364819572	0	0	11.216060080878105	43.40250068187696	TUT7;TUT4
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	2/8	0.02086516179648241	0.640704364819572	0	0	11.216060080878105	43.40250068187696	PLCG2;TICAM1
Positive Regulation Of Macrophage Cytokine Production (GO:0060907)	2/8	0.02086516179648241	0.640704364819572	0	0	11.216060080878105	43.40250068187696	PLCG2;HLA-G
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	5/56	0.022720865254679933	0.6858620511624569	0	0	3.3083965293434447	12.520532714983238	BABAM2;CDKN1A;MRE11;MRNIP;NOP53
Calcium Import Into The Mitochondrion (GO:0036444)	2/9	0.02631818995424431	0.7096688046269327	0	0	9.613270611537509	34.9682232603953	MCUB;MAIP1
Serine Family Amino Acid Catabolic Process (GO:0009071)	2/9	0.02631818995424431	0.7096688046269327	0	0	9.613270611537509	34.9682232603953	SHMT2;SHMT1
Hematopoietic Stem Cell Differentiation (GO:0060218)	2/9	0.02631818995424431	0.7096688046269327	0	0	9.613270611537509	34.9682232603953	MEOX1;BATF
Mitochondrial Ribosome Assembly (GO:0061668)	2/9	0.02631818995424431	0.7096688046269327	0	0	9.613270611537509	34.9682232603953	NGRN;MRM2
Purine Nucleobase Metabolic Process (GO:0006144)	2/9	0.02631818995424431	0.7096688046269327	0	0	9.613270611537509	34.9682232603953	SHMT2;SHMT1
Regulation Of Actin Filament Length (GO:0030832)	2/9	0.02631818995424431	0.7096688046269327	0	0	9.613270611537509	34.9682232603953	EPS8;NAA80
Negative Regulation Of Cellular Component Organization (GO:0051129)	6/79	0.026922094912185193	0.7096688046269327	0	0	2.7752994334074446	10.032174475814974	LGALS3;CH25H;CARMIL2;WASHC2C;NOP53;ANKS1B
Histone mRNA Metabolic Process (GO:0008334)	3/23	0.027794751532559402	0.7096688046269327	0	0	5.05234375	18.102083193794765	TUT7;TUT4;TENT4B
Protein Alkylation (GO:0008213)	3/23	0.027794751532559402	0.7096688046269327	0	0	5.05234375	18.102083193794765	CSKMT;EEF1AKMT2;EEF1AKMT1
Sterol Metabolic Process (GO:0016125)	5/60	0.029602008791313694	0.7096688046269327	0	0	3.0671523598352866	10.79610963423426	CH25H;PIP4P1;GLB1;SH2D2A;CYP51A1
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	4/41	0.030236359788094903	0.7096688046269327	0	0	3.6444653349001177	12.750927721122011	MRE11;PAXX;ATP23;CYREN
Negative Regulation Of DNA Recombination (GO:0045910)	4/41	0.030236359788094903	0.7096688046269327	0	0	3.6444653349001177	12.750927721122011	FBH1;SHLD2;SHLD1;CGAS
Regulation Of Execution Phase Of Apoptosis (GO:1900117)	3/24	0.031099832110361235	0.7096688046269327	0	0	4.811507936507937	16.698592621262016	MTRNR2L12;MTRNR2L8;MTRNR2L1
Secondary Alcohol Biosynthetic Process (GO:1902653)	3/24	0.031099832110361235	0.7096688046269327	0	0	4.811507936507937	16.698592621262016	GLB1;INSIG1;CYP51A1
Protein Exit From Endoplasmic Reticulum (GO:0032527)	3/24	0.031099832110361235	0.7096688046269327	0	0	4.811507936507937	16.698592621262016	SEC13;SELENOS;UFD1
Negative Regulation Of Viral Process (GO:0048525)	5/61	0.03150594240015109	0.7096688046269327	0	0	3.012226231956197	10.415010474079365	IFITM3;IFITM1;ZFP36;OAS1;TRIM32
Regulation Of Dendritic Cell Differentiation (GO:2001198)	2/10	0.03227578505041075	0.7096688046269327	0	0	8.411178509532062	28.87926007714143	LGALS3;HLA-G
Mitochondrial Respirasome Assembly (GO:0097250)	2/10	0.03227578505041075	0.7096688046269327	0	0	8.411178509532062	28.87926007714143	STMP1;RAB5IF
Negative Regulation Of Interleukin-17 Production (GO:0032700)	2/10	0.03227578505041075	0.7096688046269327	0	0	8.411178509532062	28.87926007714143	FOXP3;VSIR
Positive Regulation Of Actin Filament Depolymerization (GO:0030836)	2/10	0.03227578505041075	0.7096688046269327	0	0	8.411178509532062	28.87926007714143	CARMIL2;WASHC2C
Positive Regulation Of Cellular Senescence (GO:2000774)	2/10	0.03227578505041075	0.7096688046269327	0	0	8.411178509532062	28.87926007714143	CGAS;HLA-G
Protein Localization To Endosome (GO:0036010)	2/10	0.03227578505041075	0.7096688046269327	0	0	8.411178509532062	28.87926007714143	WASHC2C;WASHC2A
Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876)	6/83	0.03324150345307498	0.7180448088046208	0	0	2.6305840756102534	8.954392657548166	EIPR1;VPS26C;WASHC2C;WASHC1;LLGL1;VPS35L
Cholesterol Biosynthetic Process (GO:0006695)	3/25	0.034601411061544456	0.7180448088046208	0	0	4.592566287878788	15.448753778953359	GLB1;INSIG1;CYP51A1
Vesicle Cargo Loading (GO:0035459)	3/25	0.034601411061544456	0.7180448088046208	0	0	4.592566287878788	15.448753778953359	SEC13;SH2D2A;MIA2
mRNA Destabilization (GO:0061157)	4/43	0.03523535299507586	0.7180448088046208	0	0	3.4572129319955405	11.566815816307166	RIDA;ZFP36;TUT7;TUT4
Mitotic Spindle Organization (GO:0007052)	6/85	0.03673284571925275	0.7180448088046208	0	0	2.563721916628007	8.470752425329016	FAM110A;PTPA;INTS13;ABRAXAS1;RCC1;ABRAXAS2
Endosomal Transport (GO:0016197)	10/180	0.037085588078781	0.7180448088046208	0	0	1.9901788483407423	6.556697644852399	WASHC4;WASHC5;EIPR1;VPS26C;WASHC2C;WASHC1;BET1L;WASHC2A;WASHC3;VPS35L
Endocytic Recycling (GO:0032456)	5/64	0.03766988066475542	0.7180448088046208	0	0	2.8586192641587433	9.373110769005688	EIPR1;VPS26C;WASHC2C;WASHC1;VPS35L
Negative Regulation Of Immune System Process (GO:0002683)	4/44	0.03790343689851144	0.7180448088046208	0	0	3.370608695652174	11.03103653990925	ADTRP;PDCD1;FOXP3;HLA-G
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)	3/26	0.038297724144644094	0.7180448088046208	0	0	4.392663043478261	14.330469319294139	PATJ;ERBIN;LLGL1
Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305)	3/26	0.038297724144644094	0.7180448088046208	0	0	4.392663043478261	14.330469319294139	EDC4;FEN1;MRE11
Cellular Response To Nitrogen Levels (GO:0043562)	2/11	0.03870426818935632	0.7180448088046208	0	0	7.476217985750048	24.311205986965298	MAP1LC3B2;GABARAP
Cellular Response To Nitrogen Starvation (GO:0006995)	2/11	0.03870426818935632	0.7180448088046208	0	0	7.476217985750048	24.311205986965298	MAP1LC3B2;GABARAP
Telomere Maintenance In Response To DNA Damage (GO:0043247)	2/11	0.03870426818935632	0.7180448088046208	0	0	7.476217985750048	24.311205986965298	SHLD2;SHLD1
Tetrahydrofolate Metabolic Process (GO:0046653)	2/11	0.03870426818935632	0.7180448088046208	0	0	7.476217985750048	24.311205986965298	SHMT2;SHMT1
Regulation Of T Cell Apoptotic Process (GO:0070232)	2/11	0.03870426818935632	0.7180448088046208	0	0	7.476217985750048	24.311205986965298	LGALS3;PDCD1
Peptidyl-Lysine Methylation (GO:0018022)	3/27	0.04218658905326617	0.7474439180252797	0	0	4.209418402777778	13.325557588353544	CSKMT;EEF1AKMT2;EEF1AKMT1
Regulation Of Fibroblast Proliferation (GO:0048145)	4/46	0.04357783121819692	0.7474439180252797	0	0	3.2097722567287783	10.056879992364616	CD74;CDKN1A;FTH1;TRIM32
Regulation Of Interleukin-10 Production (GO:0032653)	4/46	0.04357783121819692	0.7474439180252797	0	0	3.2097722567287783	10.056879992364616	IRF4;PLCG2;FOXP3;VSIR
Response To Glucose (GO:0009749)	4/46	0.04357783121819692	0.7474439180252797	0	0	3.2097722567287783	10.056879992364616	SELENOS;UCP2;RACK1;SELENOT
Response To Muramyl Dipeptide (GO:0032495)	2/12	0.045571481754480204	0.7474439180252797	0	0	6.728249566724437	20.780018188681375	ERBIN;LDOC1
Folic Acid Metabolic Process (GO:0046655)	2/12	0.045571481754480204	0.7474439180252797	0	0	6.728249566724437	20.780018188681375	SHMT2;SHMT1
Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)	2/12	0.045571481754480204	0.7474439180252797	0	0	6.728249566724437	20.780018188681375	SH2D2A;DKK3
pre-miRNA Processing (GO:0031054)	2/12	0.045571481754480204	0.7474439180252797	0	0	6.728249566724437	20.780018188681375	TUT7;TUT4
Quinone Biosynthetic Process (GO:1901663)	2/12	0.045571481754480204	0.7474439180252797	0	0	6.728249566724437	20.780018188681375	COQ8B;COQ8A
Regulation Of Actin Filament Organization (GO:0110053)	2/12	0.045571481754480204	0.7474439180252797	0	0	6.728249566724437	20.780018188681375	WASHC5;NAA80
Hematopoietic Progenitor Cell Differentiation (GO:0002244)	3/28	0.046265441169710333	0.7474439180252797	0	0	4.0408333333333335	12.418935564103164	FST;MEOX1;BATF
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	3/28	0.046265441169710333	0.7474439180252797	0	0	4.0408333333333335	12.418935564103164	BABAM2;GPR132;MRE11
Protein Insertion Into Mitochondrial Membrane (GO:0051204)	3/28	0.046265441169710333	0.7474439180252797	0	0	4.0408333333333335	12.418935564103164	TIMM29;MAIP1;TOMM5
Regulation Of Interleukin-2 Production (GO:0032663)	4/47	0.04658409595777992	0.7474439180252797	0	0	3.134964610717897	9.61335670400798	ZFP36;IRF4;PLCG2;FOXP3
Secondary Alcohol Metabolic Process (GO:1902652)	4/47	0.04658409595777992	0.7474439180252797	0	0	3.134964610717897	9.61335670400798	CH25H;PIP4P1;GLB1;SH2D2A
Response To Interferon-Beta (GO:0035456)	3/29	0.050531367371857684	0.8035389757971297	0	0	3.8852163461538463	11.597996310962548	IFITM3;IFITM1;OAS1
Regulation Of Macrophage Cytokine Production (GO:0010935)	2/13	0.05284672980470092	0.811379532604934	0	0	6.116275405703482	17.984048160450616	PLCG2;HLA-G
Ubiquinone Biosynthetic Process (GO:0006744)	2/13	0.05284672980470092	0.811379532604934	0	0	6.116275405703482	17.984048160450616	COQ8B;COQ8A
Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	2/13	0.05284672980470092	0.811379532604934	0	0	6.116275405703482	17.984048160450616	CD74;YJU2
Positive Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001034)	2/13	0.05284672980470092	0.811379532604934	0	0	6.116275405703482	17.984048160450616	SHLD2;SHLD1
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	5/71	0.05474689303933577	0.8228689630467656	0	0	2.554508499630451	7.42093573078238	MRNIP;FBH1;SHLD2;SHLD1;CGAS
Immunoglobulin Mediated Immune Response (GO:0016064)	3/30	0.05498113790149641	0.8228689630467656	0	0	3.7411265432098766	10.852129310534897	CD74;HLA-DRB5;HLA-DQA2
Prostaglandin Metabolic Process (GO:0006693)	3/30	0.05498113790149641	0.8228689630467656	0	0	3.7411265432098766	10.852129310534897	CD74;GSTM1;HPGD
Double-Strand Break Repair (GO:0006302)	9/168	0.05601995755193191	0.8263532627991725	0	0	1.9128103277060575	5.5128097770271065	SEM1;BABAM2;FEN1;HPF1;MRE11;PAXX;FBH1;ATP23;CYREN
COPII-coated Vesicle Cargo Loading (GO:0090110)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	SEC13;SH2D2A
MHC Class II Protein Complex Assembly (GO:0002399)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	HLA-DRB5;HLA-DQA2
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	ZFP36;TENT4B
Electron Transport Chain (GO:0022900)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	NDOR1;ETFRF1
Ubiquinone Metabolic Process (GO:0006743)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	COQ8B;COQ8A
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	MCUB;MAIP1
Negative Regulation Of T Cell Mediated Immunity (GO:0002710)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	FOXP3;HLA-G
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	HLA-DRB5;HLA-DQA2
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	2/14	0.06050072063897626	0.8263532627991725	0	0	5.60629693818602	15.726223556040319	CD74;IL7
Cell Cycle G1/S Phase Transition (GO:0044843)	4/52	0.06329208662110937	0.8263532627991725	0	0	2.80768115942029	7.749185881663513	CDKN1A;GPR132;RCC1;CDKN3
Positive Regulation Of B Cell Activation (GO:0050871)	4/52	0.06329208662110937	0.8263532627991725	0	0	2.80768115942029	7.749185881663513	CD74;IL7;SHLD2;SHLD1
Vesicle Budding From Membrane (GO:0006900)	3/32	0.06441788826429615	0.8263532627991725	0	0	3.4827586206896552	9.550991570781855	SEC13;TRAPPC5;TRAPPC2B
miRNA Processing (GO:0035196)	3/32	0.06441788826429615	0.8263532627991725	0	0	3.4827586206896552	9.550991570781855	TUT7;TUT4;SPOUT1
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	6/98	0.06506568027604731	0.8263532627991725	0	0	2.1999772365126335	6.0111255196537	CDKN1A;RIDA;SELENOS;SHMT1;RACK1;GAPDH
T Cell Homeostasis (GO:0043029)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	PPP2R1A;FOXP3
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	FBH1;TRIM32
Regulation Of Isotype Switching (GO:0045191)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	SHLD2;SHLD1
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	SELENOS;UFD1
Folic Acid-Containing Compound Metabolic Process (GO:0006760)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	SHMT2;SHMT1
Glycosaminoglycan Catabolic Process (GO:0006027)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	CEMIP2;GLB1
Negative Regulation Of Phagocytosis (GO:0050765)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	PIP4P2;RACK1
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	SHLD2;SHLD1
Positive Regulation Of Isotype Switching (GO:0045830)	2/15	0.06850551144021043	0.8263532627991725	0	0	5.174776696440475	13.872753937136586	SHLD2;SHLD1
Negative Regulation Of Endocytosis (GO:0045806)	3/33	0.06939708724275276	0.8263532627991725	0	0	3.3664930555555554	8.981501776930232	LGALS3;PIP4P2;RACK1
Protein K63-linked Deubiquitination (GO:0070536)	3/33	0.06939708724275276	0.8263532627991725	0	0	3.3664930555555554	8.981501776930232	BABAM2;SHMT2;ABRAXAS2
ncRNA Processing (GO:0034470)	6/100	0.07030978861162986	0.8263532627991725	0	0	2.152946418625376	5.715737418527545	INTS11;INTS13;INTS14;MTREX;NOP53;MRM2
Regulation Of Immune Response (GO:0050776)	5/77	0.07241759862561298	0.8263532627991725	0	0	2.340906891211769	6.145596752882152	IRF4;CGAS;PDCD1;FOXP3;HLA-G
Cellular Response To Glucose Stimulus (GO:0071333)	3/34	0.07454462058249758	0.8263532627991725	0	0	3.257728494623656	8.45822748059986	UCP2;RACK1;SELENOT
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	4/55	0.07463235072535997	0.8263532627991725	0	0	2.6421142369991473	6.8567652223699005	ATP5F1A;ATP5F1B;ATP5PO;ATP5F1C
Reticulophagy (GO:0061709)	2/16	0.07683445494631903	0.8263532627991725	0	0	4.804902203515722	12.329869669909547	RETREG3;RETREG1
Negative Regulation Of Interleukin-10 Production (GO:0032693)	2/16	0.07683445494631903	0.8263532627991725	0	0	4.804902203515722	12.329869669909547	FOXP3;VSIR
Phosphatidylinositol Dephosphorylation (GO:0046856)	2/16	0.07683445494631903	0.8263532627991725	0	0	4.804902203515722	12.329869669909547	PIP4P2;PIP4P1
Prostanoid Metabolic Process (GO:0006692)	2/16	0.07683445494631903	0.8263532627991725	0	0	4.804902203515722	12.329869669909547	GSTM1;HPGD
