Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Glycosaminoglycan Degradation WP4815	1/17	0.3932365749636592	0.9968304718338533	0	0	2.0982915224913494	1.9584275432254168	GLB1
Regulation Of Wnt B Catenin Signaling Small Molecule Compounds WP3664	1/17	0.3932365749636592	0.9968304718338533	0	0	2.0982915224913494	1.9584275432254168	DKK3
Iron Metabolism Disorders WP5172	1/17	0.3932365749636592	0.9968304718338533	0	0	2.0982915224913494	1.9584275432254168	FTH1
Degradation Pathway Of Sphingolipids Including Diseases WP4153	1/17	0.3932365749636592	0.9968304718338533	0	0	2.0982915224913494	1.9584275432254168	GLB1
Cori Cycle WP1946	1/17	0.3932365749636592	0.9968304718338533	0	0	2.0982915224913494	1.9584275432254168	GAPDH
Cholesterol Metab With Bloch And Kandutsch Russell Pathways WP4718	2/47	0.3964866618177834	0.9968304718338533	0	0	1.492470633545157	1.380703803542694	CH25H;CYP51A1
Pluripotent Stem Cell Differentiation Pathway WP2848	2/48	0.4066985898452895	0.9968304718338533	0	0	1.4599502675005651	1.3134923392601223	FST;FLT3LG
Omega 6 Fatty Acids In Senescence WP5424	2/48	0.4066985898452895	0.9968304718338533	0	0	1.4599502675005651	1.3134923392601223	CDKN1A;HPGD
HDAC6 Interactions In The Central Nervous System WP5426	4/112	0.40782069931591164	0.9968304718338533	0	0	1.2439935587761675	1.115772236245001	GRK2;ELP1;MIF;FOXP3
Ulcerative Colitis Signaling WP5174	1/18	0.41081728772867543	0.9968304718338533	0	0	1.9747608385914919	1.7567605099050325	FOXP3
Estrogen Metabolism WP697	1/18	0.41081728772867543	0.9968304718338533	0	0	1.9747608385914919	1.7567605099050325	GSTM1
Congenital Generalized Lipodystrophy WP5101	1/18	0.41081728772867543	0.9968304718338533	0	0	1.9747608385914919	1.7567605099050325	BSCL2
Cholesterol Synthesis Disorders WP5193	1/18	0.41081728772867543	0.9968304718338533	0	0	1.9747608385914919	1.7567605099050325	CYP51A1
Glioblastoma Signaling WP2261	3/82	0.4250799575886401	0.9968304718338533	0	0	1.2751845991561181	1.0908923606345822	CDKN1A;CDKN2A;PLCG2
Photodynamic Therapy Induced AP 1 Survival Signaling WP3611	2/50	0.42686577400416664	0.9968304718338533	0	0	1.3989745811669556	1.1909270021214293	CDKN1A;CDKN2A
Gastrin Signaling WP4659	4/115	0.42736549338380886	0.9968304718338533	0	0	1.2101840971406188	1.0287964711872868	SLC9A3;CDKN1A;SHC1;CDKN2A
KCNQ2 Related Epilepsies WP5360	1/19	0.42788945996278416	0.9968304718338533	0	0	1.864955786236063	1.5831430407440366	PLCG2
Glutathione Metabolism WP100	1/19	0.42788945996278416	0.9968304718338533	0	0	1.864955786236063	1.5831430407440366	GSTM1
Small Ligand GPCRs WP247	1/19	0.42788945996278416	0.9968304718338533	0	0	1.864955786236063	1.5831430407440366	S1PR1
Oxysterols Derived From Cholesterol WP4545	2/51	0.43681395701597064	0.9968304718338533	0	0	1.3703533406430164	1.1349922796418863	CH25H;INSIG1
Lung Pathology Of COVID 19 WP5146	1/20	0.44446777698069856	0.9968304718338533	0	0	1.7667091604443634	1.4325850948425536	CGAS
Hypertrophy Model WP516	1/20	0.44446777698069856	0.9968304718338533	0	0	1.7667091604443634	1.4325850948425536	NR4A3
IL7 Signaling WP205	1/20	0.44446777698069856	0.9968304718338533	0	0	1.7667091604443634	1.4325850948425536	IL7
Lipid Metabolism In Senescent Cells WP5149	1/20	0.44446777698069856	0.9968304718338533	0	0	1.7667091604443634	1.4325850948425536	CDKN1A
22Q11 2 Copy Number Variation Syndrome WP4657	4/119	0.4531546484295511	0.9968304718338533	0	0	1.1678487712665406	0.9243777901692068	ACTA2;RCC1;UFD1;ESS2
Network Map Of SARS CoV 2 Signaling WP5115	8/254	0.45484707379188183	0.9968304718338533	0	0	1.0920792220181397	0.8603334783778378	IFITM3;IFITM1;HLA-DRB5;IL7;DDIT4;HBB;COQ8B;CCR6
Apoptosis Related Network Due To Altered Notch3 Ovarian Cancer WP2864	2/53	0.4564238643157102	0.9968304718338533	0	0	1.3164780643626601	1.0325576822849047	BEX3;CDKN1A
Type II Diabetes Mellitus WP1584	1/21	0.46056650076397443	0.9968304718338533	0	0	1.6782871972318338	1.3011727473859913	GK
Pathogenesis Of SARS CoV 2 Mediated By Nsp9 Nsp10 Complex WP4884	1/21	0.46056650076397443	0.9968304718338533	0	0	1.6782871972318338	1.3011727473859913	HLA-DRB5
STING Pathway In Kawasaki Like Disease And COVID 19 WP4961	1/21	0.46056650076397443	0.9968304718338533	0	0	1.6782871972318338	1.3011727473859913	CGAS
7Q11 23 Distal Copy Number Variation WP5401	1/21	0.46056650076397443	0.9968304718338533	0	0	1.6782871972318338	1.3011727473859913	RHBDD2
Vitamin B12 Metabolism WP1533	2/54	0.46608009573943177	0.9968304718338533	0	0	1.2910945207305693	0.985618691356638	SHMT2;HBB
T Cell Activation SARS CoV 2 WP5098	3/88	0.47067259606046113	0.9968304718338533	0	0	1.1848039215686275	0.8928594106544233	CDKN1A;CDKN2A;CTLA4
Smith Magenis And Potocki Lupski Syndrome Copy Number Variation WP5381	5/156	0.47276817117213765	0.9968304718338533	0	0	1.1116367076631977	0.8327827896304205	MIGA2;MIGA1;SHMT1;IFT46;LLGL1
DNA IR Double Strand Breaks And Cellular Response Via ATM WP3959	2/55	0.4756339131540698	0.9968304718338533	0	0	1.2666688466695006	0.9412702468168122	MRE11;CDKN2A
Sildenafil Treatment WP5294	1/22	0.4761994821192277	0.9968304718338533	0	0	1.5982863733728785	1.1857981207515276	GAPDH
miRNA Targets In ECM And Membrane Receptors WP2911	1/22	0.4761994821192277	0.9968304718338533	0	0	1.5982863733728785	1.1857981207515276	COL6A3
Pathophysiological Roles Of DUX4 In FSHD1 WP5342	1/22	0.4761994821192277	0.9968304718338533	0	0	1.5982863733728785	1.1857981207515276	CDKN1A
Methionine De Novo And Salvage Pathway WP3580	1/22	0.4761994821192277	0.9968304718338533	0	0	1.5982863733728785	1.1857981207515276	AHCY
PKC Gamma Calcium Signaling In Ataxia WP4760	1/22	0.4761994821192277	0.9968304718338533	0	0	1.5982863733728785	1.1857981207515276	GNA15
Mitochondrial Complex I Assembly Model OXPHOS System WP4324	2/56	0.4850831469756714	0.9968304718338533	0	0	1.2431478272032865	0.8993366057018447	DMAC1;DMAC2
ErbB Signaling WP673	3/90	0.4855094093653348	0.9968304718338533	0	0	1.1574473180076628	0.8363212111234586	CDKN1A;SHC1;PLCG2
mRNA Processing WP411	4/125	0.49108213431282255	0.9968304718338533	0	0	1.109593963348904	0.7890809624430152	SF3B4;SF3A2;CSTF2;PCBP2
FGF23 Signaling In Hypophosphatemic Rickets Related Disorders WP4790	1/23	0.4913801724981873	0.9968304718338533	0	0	1.5255583516829192	1.083965911915279	CDKN1A
GPCRs Other WP117	3/91	0.49285250976897865	0.9968304718338533	0	0	1.144235321969697	0.8095983453505693	GPR132;ADORA2A;S1PR1
Proximal Tubule Transport WP4917	2/57	0.49442583867309	0.9968304718338533	0	0	1.2204821175358438	0.8596564794466126	SLC9A3;ATP6V0C
Pre Implantation Embryo WP3527	2/58	0.5036602300652377	0.9968304718338533	0	0	1.198625897499381	0.8220816290836337	ZFP36;IRF4
GPCRs Class B Secretin Like WP334	1/24	0.506121635476053	0.9968304718338533	0	0	1.4591545057920867	0.9936524851411161	LINC02210-CRHR1
Triacylglyceride Synthesis WP325	1/24	0.506121635476053	0.9968304718338533	0	0	1.4591545057920867	0.9936524851411161	GK
Kynurenine Pathway And Links To Cell Senescence WP5044	1/24	0.506121635476053	0.9968304718338533	0	0	1.4591545057920867	0.9936524851411161	CDKN1A
Leucine Isoleucine And Valine Metabolism WP4686	1/24	0.506121635476053	0.9968304718338533	0	0	1.4591545057920867	0.9936524851411161	BCKDHA
MET In Type 1 Papillary Renal Cell Carcinoma WP4205	2/59	0.5127847536714555	0.9968304718338533	0	0	1.1775365623764784	0.786475616525327	CDKN1A;ELOA
Hypothesized Pathways In Pathogenesis Of Cardiovascular Disease WP3668	1/25	0.5204365579838347	0.9968304718338533	0	0	1.3982843137254901	0.9132017061571834	SHC1
Mammalian Disorder Of Sexual Development WP4842	1/25	0.5204365579838347	0.9968304718338533	0	0	1.3982843137254901	0.9132017061571834	FST
S1P Receptor Signal Transduction WP26	1/25	0.5204365579838347	0.9968304718338533	0	0	1.3982843137254901	0.9132017061571834	S1PR1
10Q11 21Q11 23 Copy Number Variation Syndrome WP5352	2/60	0.5217980230678488	0.9968304718338533	0	0	1.1571744457060897	0.7527126945915336	ELOA;TMEM273
Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284	1/26	0.5343372611416575	0.9968304718338533	0	0	1.3422837370242215	0.8412468881257037	CTLA4
EPO Receptor Signaling WP581	1/26	0.5343372611416575	0.9968304718338533	0	0	1.3422837370242215	0.8412468881257037	SHC1
Cytokines And Inflammatory Response WP530	1/26	0.5343372611416575	0.9968304718338533	0	0	1.3422837370242215	0.8412468881257037	IL7
COVID 19 Structural Coverage Map WP5145	1/26	0.5343372611416575	0.9968304718338533	0	0	1.3422837370242215	0.8412468881257037	MRM2
T Cell Antigen Receptor TCR Pathway During Staph A. Infection WP3863	2/62	0.5394861044139047	0.9968304718338533	0	0	1.1184864240323513	0.6902607555292716	CTLA4;PDCD1
TAR Syndrome WP5362	2/62	0.5394861044139047	0.9968304718338533	0	0	1.1184864240323513	0.6902607555292716	DDIT4;HLA-G
FGFR3 Signal Chondrocyte Proliferation Terminal Differentiation WP4767	1/27	0.5478357106881039	0.9968304718338533	0	0	1.290590896992281	0.7766515770405665	CDKN1A
Intraflagellar Transport Proteins Binding To Dynein WP4532	1/27	0.5478357106881039	0.9968304718338533	0	0	1.290590896992281	0.7766515770405665	IFT46
