"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"ATP5F1C",0,12.7328491185784,0.176,0,0,"ATP5F1C","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SELENOH",0,12.7369078277016,0.175,0,0,"SELENOH","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"REX1BD",0,12.7245173320014,0.174,0,0,"REX1BD","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SEM1",0,12.6615290521218,0.173,0,0,"SEM1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"VSIR",0,12.7063278540455,0.164,0,0,"VSIR","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"COPS9",0,12.4178118958544,0.155,0,0,"COPS9","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RIPOR2",0,12.6227226731648,0.152,0,0,"RIPOR2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CD74",0,1.57517973950978,0.601,0.451,0,"CD74","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PAXX",0,5.53009418199348,0.147,0,0,"PAXX","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NOP53",0,5.03421924854658,0.147,0,0,"NOP53","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PCBP2",0,1.41435760090954,0.745,0.599,0,"PCBP2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"JPT1",0,12.4071840387838,0.144,0,0,"JPT1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LIME1",0,5.88518038361266,0.148,0.004,0,"LIME1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"METTL26",0,12.2947873797251,0.141,0,0,"METTL26","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SELENOF",0,12.2593115189938,0.14,0,0,"SELENOF","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SMIM26",0,12.1622401777699,0.133,0,0,"SMIM26","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TENT5C",0,12.5801180912818,0.132,0,0,"TENT5C","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NSD3",0,12.2467941550485,0.132,0,0,"NSD3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC243960.1",0,12.3287143179636,0.13,0,0,"AC243960.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SELENOT",0,12.0659893849486,0.125,0,0,"SELENOT","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CYTOR",0,12.3745997013303,0.119,0,0,"CYTOR","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"STMP1",0,12.0026630189298,0.111,0,0,"STMP1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SELENOM",0,11.9692349428891,0.111,0,0,"SELENOM","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ELOC",0,11.8201423839499,0.11,0,0,"ELOC","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GAPDH",0,1.09500754802308,0.905,0.795,0,"GAPDH","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FXYD5",0,1.0685245521894,0.859,0.752,0,"FXYD5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RPS26",0,1.18211392425646,0.958,0.871,0,"RPS26","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FTH1",0,1.31564687920339,0.977,0.96,0,"FTH1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ATP5MC1",2.62088702650312e-306,11.7790766228976,0.108,0,7.26352630525074e-302,"ATP5MC1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ARHGAP45",3.06614166905502e-306,2.77721097457285,0.109,0,8.49750502161907e-302,"ARHGAP45","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"UFD1",5.4260312373674e-303,11.8386955267345,0.107,0,1.503770297124e-298,"UFD1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PLSCR3",5.83146086487967e-298,11.8381040623293,0.105,0,1.61613106409275e-293,"PLSCR3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NBDY",2.67796253719193e-285,11.7276590582228,0.101,0,7.4217053755737e-281,"NBDY","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"IFITM3",4.25142343623037e-285,2.47814728655454,0.196,0.056,1.17823949111689e-280,"IFITM3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WASHC1",8.82303683482144e-280,11.7206033726417,0.099,0,2.44521642840241e-275,"WASHC1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CYBC1",1.75094971899159e-270,11.7221769993424,0.096,0,4.85258205121329e-266,"CYBC1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MESD",2.91607113062235e-265,11.6076467615682,0.094,0,8.08159953140678e-261,"MESD","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NORAD",9.4394193759946e-259,11.6927653011297,0.092,0,2.61604068586314e-254,"NORAD","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CRYBG1",1.9875182244679e-242,11.5761271551326,0.087,0,5.50820800729033e-238,"CRYBG1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RTF2",2.3053248937623e-240,11.4024988739617,0.086,0,6.38897741057285e-236,"RTF2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PSMB10",6.44181130401731e-234,1.77816461905532,0.242,0.106,1.78528358479536e-229,"PSMB10","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SMIM37",4.53547925630499e-230,11.4141988416998,0.082,0,1.25696272109236e-225,"SMIM37","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BUD23",4.04982895742425e-227,11.3425158626777,0.081,0,1.12236959726056e-222,"BUD23","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DUSP4",8.54993052775443e-225,2.88899481812887,0.137,0.03,2.36952774646186e-220,"DUSP4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FLT3LG",5.30647546196866e-217,1.15663426960544,0.374,0.231,1.47063660952999e-212,"FLT3LG","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ZFP36",3.57309355144417e-216,1.68519074963688,0.571,0.436,9.90247146847237e-212,"ZFP36","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MTRNR2L8",1.79084340091373e-213,1.36569934505457,0.228,0.093,4.96314340129232e-209,"MTRNR2L8","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"INTS11",3.46145038518502e-213,11.2287161363016,0.077,0,9.59306359750176e-209,"INTS11","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MCRIP1",1.42964872194149e-206,11.1728683949837,0.074,0,3.96212846798865e-202,"MCRIP1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ARF5",2.07892415500682e-206,1.42005042699844,0.287,0.155,5.7615304031859e-202,"ARF5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"STN1",4.95024026465836e-204,11.2563812440182,0.073,0,1.37190958694742e-199,"STN1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC119396.1",2.49873975338848e-198,11.1926949544343,0.072,0,6.92500735254082e-194,"AC119396.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TUT4",3.53532947916481e-196,11.235429826695,0.071,0,9.79781211855736e-192,"TUT4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC016831.7",2.43332611731608e-195,1.53562481827891,0.173,0.058,6.74372000152979e-191,"AC016831.7","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DDIT4",8.4250709893836e-193,1.18356246330824,0.467,0.338,2.33492417399777e-188,"DDIT4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"UQCRHL",7.0964090461109e-190,5.05732457343179,0.074,0.003,1.96669880303918e-185,"UQCRHL","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WASHC3",9.92117078722489e-189,11.0621974940243,0.068,0,2.7495532719715e-184,"WASHC3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"EBLN3P",9.9211707919947e-189,11.0609308646773,0.068,0,2.74955327329341e-184,"EBLN3P","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ILF3-DT",7.56110225030188e-188,11.1152238525233,0.068,0,2.09548387764866e-183,"ILF3-DT","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CENPX",1.01055431594262e-187,11.0230517459141,0.068,0,2.80065023120337e-183,"CENPX","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SYNGR2",1.97816372665923e-187,1.40626678884678,0.232,0.109,5.48228295206338e-183,"SYNGR2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"UCP2",3.61243094349201e-185,1.03128858993181,0.529,0.407,1.00114911167938e-180,"UCP2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RHOG",1.12144738356952e-182,1.02982733606011,0.404,0.275,3.10797927882458e-178,"RHOG","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SELENOS",6.3832752919239e-179,11.0088143416688,0.065,0,1.76906091440379e-174,"SELENOS","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRIR",1.15447723172107e-176,11.1203362181879,0.064,0,3.19951819999178e-172,"TRIR","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FOXP3",5.08687174771654e-176,2.63494231320371,0.102,0.019,1.40977563616216e-171,"FOXP3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LINC02273",8.70199756377687e-176,11.0516047248498,0.064,0,2.41167160482512e-171,"LINC02273","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SMIM27",2.08414996158156e-173,10.9823138446722,0.063,0,5.77601320352713e-169,"SMIM27","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC026979.2",2.08414998944298e-173,11.0343834988703,0.063,0,5.77601328074227e-169,"AC026979.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TOMM5",2.20773181321474e-172,1.3490572414531,0.263,0.143,6.11850794714334e-168,"TOMM5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC008555.5",2.78661747991038e-172,10.9728612445399,0.062,0,7.72283168382362e-168,"AC008555.5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BEX3",6.61762214492336e-171,11.0762707337739,0.062,0,1.83400780124406e-166,"BEX3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HIKESHI",6.60818735747045e-169,10.8728343700594,0.061,0,1.83139304424936e-164,"HIKESHI","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NDUFAF8",3.71008171235139e-168,10.8737566064321,0.061,0,1.02821204576106e-163,"NDUFAF8","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RAMMET",4.90933757811872e-166,10.9036392422792,0.06,0,1.36057381639982e-161,"RAMMET","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SHMT2",6.23364758945661e-166,1.98332573842035,0.152,0.055,1.727593092942e-161,"SHMT2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"OVCA2",2.73353532745135e-164,10.8335492881863,0.06,0,7.57571980649868e-160,"OVCA2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NAXE",2.6406908908727e-160,10.8126462155128,0.058,0,7.3184107349646e-156,"NAXE","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HLA-DRB5",4.50566182666575e-160,2.58912610969847,0.124,0.037,1.24869911864215e-155,"HLA-DRB5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL118516.1",1.96098836770805e-159,10.8813204539034,0.058,0,5.43468316226608e-155,"AL118516.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CEMIP2",6.086977235872e-158,10.9421590035001,0.057,0,1.68694487114957e-153,"CEMIP2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PSMA6",2.16306016699863e-156,1.44743243122533,0.169,0.069,5.99470494681999e-152,"PSMA6","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NIPSNAP2",5.82405746984956e-155,10.7413987543025,0.056,0,1.61407928719411e-150,"NIPSNAP2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AP002387.2",1.79525068895282e-153,10.7596771770987,0.056,0,4.97535775936385e-149,"AP002387.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RPN1",7.39006601720945e-148,1.28183558562606,0.22,0.113,2.04808289600943e-143,"RPN1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MAN2B1",1.88502438652222e-147,2.66594532120148,0.088,0.017,5.22415658480768e-143,"MAN2B1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DMAC1",2.5909713256018e-144,10.6301348032989,0.052,0,7.18061793177282e-140,"DMAC1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CD5",1.96117886666039e-142,1.16895609298717,0.296,0.185,5.43521111106261e-138,"CD5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HMGN4",4.64960303938986e-141,1.68639745704547,0.136,0.05,1.28859098633651e-136,"HMGN4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ERG28",6.26057994795377e-136,10.51956984687,0.049,0,1.73505712677591e-131,"ERG28","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SINHCAF",1.46461406787277e-135,10.5626670312196,0.049,0,4.0590314277026e-131,"SINHCAF","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PPP2R1A",1.7480582346322e-135,1.24351984091546,0.215,0.115,4.84456859145969e-131,"PPP2R1A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TMEM35B",6.03623751719424e-135,10.555038489531,0.049,0,1.67288286551521e-130,"TMEM35B","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MRPS24",2.74314890829689e-133,3.05598231900062,0.073,0.012,7.602362884454e-129,"MRPS24","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV20-1",2.67065069278075e-132,6.74528577871715,0.059,0.005,7.40144132997257e-128,"TRBV20-1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SMIM29",1.20572491809431e-130,10.4817492590218,0.048,0,3.34154603800657e-126,"SMIM29","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PLPBP",2.03428043137552e-129,10.4288884449163,0.047,0,5.63780478751413e-125,"PLPBP","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"S1PR1",5.36352861447297e-127,1.21180029550046,0.232,0.131,1.48644832021504e-122,"S1PR1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL138963.3",4.15265128441996e-126,10.9375468336533,0.046,0,1.15086577696415e-121,"AL138963.3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"OGA",8.0985202181103e-117,10.3964725555566,0.043,0,2.24442389324709e-112,"OGA","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC116366.3",2.49040390996831e-116,10.3308120767306,0.042,0,6.90190539608619e-112,"AC116366.3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MRPL58",4.36677902222729e-116,10.283056265222,0.042,0,1.21020913822007e-111,"MRPL58","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RHBDD2",6.15362486729437e-116,1.50875419634817,0.174,0.089,1.70541559572196e-111,"RHBDD2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SQOR",1.34234086674131e-115,10.3654232042127,0.042,0,3.72016347808686e-111,"SQOR","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CFAP298",7.23123061348696e-115,10.3154904466663,0.042,0,2.00406325222178e-110,"CFAP298","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CCR6",1.97412548746974e-113,1.55351151137682,0.14,0.061,5.47109137597364e-109,"CCR6","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AP002884.1",1.9737244127774e-112,10.5314617640558,0.041,0,5.46997983757128e-108,"AP002884.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WBP1",3.10905907312381e-112,2.85763591914959,0.065,0.012,8.61644631525534e-108,"WBP1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"OTULINL",2.17063581167859e-109,10.2970926529769,0.04,0,6.01570008848605e-105,"OTULINL","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TMEM131L",1.08863267749785e-108,3.36858663560305,0.04,0,3.01703660241755e-104,"TMEM131L","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ARID5A",3.1978494931179e-108,1.15658683980849,0.219,0.13,8.86252008522695e-104,"ARID5A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GRK2",1.78765614508496e-106,10.1988947627375,0.039,0,4.95431024048846e-102,"GRK2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SH2D2A",3.57082020656904e-105,1.42607081662494,0.158,0.079,9.89617112048543e-101,"SH2D2A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ATP2B1-AS1",3.86683222567312e-105,10.3224969530473,0.038,0,1.07165388302305e-100,"ATP2B1-AS1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GNG10",3.05776808564353e-103,2.70396634543637,0.063,0.012,8.47429847255248e-99,"GNG10","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MHENCR",1.02964277114387e-102,10.1693038392979,0.038,0,2.85355197594811e-98,"MHENCR","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LGALS3",8.33310125247719e-102,1.23175488502425,0.217,0.128,2.30943568111153e-97,"LGALS3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"VPS26C",2.72491289296121e-100,10.0772237215653,0.037,0,7.55182359155269e-96,"VPS26C","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CREM",9.4341019373861e-99,1.46062439693579,0.224,0.138,2.61456701092719e-94,"CREM","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DELE1",1.34783845217663e-98,10.0975806767799,0.036,0,3.73539948636232e-94,"DELE1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CCDC32",1.78077273403223e-98,10.0564391571093,0.036,0,4.93523355509691e-94,"CCDC32","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC012615.1",9.46876552071789e-98,10.2076027698739,0.036,0,2.62417367641176e-93,"AC012615.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ERBIN",8.78016606823143e-97,10.1389190080697,0.035,0,2.43333522414966e-92,"ERBIN","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ABRAXAS1",4.66264391363646e-96,10.198387844513,0.035,0,1.29220513422521e-91,"ABRAXAS1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL121748.1",1.07425630500879e-95,10.1351658734161,0.035,0,2.97719392370135e-91,"AL121748.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SLC9A3",3.26825896140868e-95,10.0375901599032,0.035,0,9.05765288564802e-91,"SLC9A3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PCNX1",1.2134348659457e-93,10.0960558824362,0.034,0,3.3629133874819e-89,"PCNX1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC025159.1",2.11548574408611e-93,10.0325723434379,0.034,0,5.86285719116024e-89,"AC025159.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ETFRF1",1.12055546623484e-92,9.88226696864877,0.034,0,3.10550741912323e-88,"ETFRF1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MRM3",1.47938400960015e-92,10.0229885419944,0.034,0,4.09996484420585e-88,"MRM3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC025164.1",7.83120456077861e-92,10.025615869732,0.034,0,2.17034003197419e-87,"AC025164.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ZGPAT",2.27088727653116e-91,3.13814171002736,0.048,0.007,6.29353699817846e-87,"ZGPAT","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
