Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)	1/17	0.02188015065344143	0.07293383551147144	0	0	49.895	190.70744238188936	PF4
Macromolecule Biosynthetic Process (GO:0009059)	2/183	0.023432138109251075	0.07368550144079883	0	0	9.11279926335175	34.206229570017165	EIF5AL1;EEF1G
Regulation Of Megakaryocyte Differentiation (GO:0045652)	1/19	0.02442382371261493	0.07368550144079883	0	0	44.346666666666664	164.6235293172426	PF4
Hexose Transmembrane Transport (GO:0008645)	1/22	0.028227411859507716	0.07368550144079883	0	0	38.005714285714284	135.5839309094672	PPBP
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)	1/22	0.028227411859507716	0.07368550144079883	0	0	38.005714285714284	135.5839309094672	PF4
Negative Regulation Of Myeloid Cell Differentiation (GO:0045638)	1/22	0.028227411859507716	0.07368550144079883	0	0	38.005714285714284	135.5839309094672	PF4
Glucose Transmembrane Transport (GO:1904659)	1/22	0.028227411859507716	0.07368550144079883	0	0	38.005714285714284	135.5839309094672	PPBP
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099)	1/22	0.028227411859507716	0.07368550144079883	0	0	38.005714285714284	135.5839309094672	PF4
Defense Response To Bacterium (GO:0042742)	2/204	0.028655472782532877	0.07368550144079883	0	0	8.156765676567657	28.976182743409304	IGHA1;JCHAIN
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	1/27	0.034535061360654686	0.08547870910054	0	0	30.689230769230768	103.29320526635196	PF4
Cellular Response To Lipid (GO:0071396)	2/228	0.03514124707466645	0.08547870910054	0	0	7.281710914454277	24.381933066231863	PPBP;PF4
Inflammatory Response (GO:0006954)	2/236	0.037419482376246385	0.08838631359349697	0	0	7.02991452991453	23.097232633606932	PPBP;PF4
Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)	1/30	0.03830073589051536	0.08838631359349697	0	0	27.510344827586206	89.74661743899148	PF4
Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)	1/34	0.043299673200093314	0.09545463914470015	0	0	24.170909090909092	75.88723251587066	NDUFA7
Cytokine-Mediated Signaling Pathway (GO:0019221)	2/257	0.04366260917095716	0.09545463914470015	0	0	6.444117647058824	20.1782282418159	PPBP;PF4
Dendrite Morphogenesis (GO:0048813)	1/35	0.04454549826752674	0.09545463914470015	0	0	23.458823529411763	72.98612815583363	FARP1
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	1/40	0.050751261720201696	0.10622357104228262	0	0	20.446153846153845	60.94627977000699	PF4
Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776)	1/53	0.06670540432209354	0.1364428724770095	0	0	15.324615384615385	41.49092576513871	NDUFA7
Nucleotide-Excision Repair (GO:0006289)	1/56	0.07035034469412263	0.14070068938824526	0	0	14.486545454545455	38.45116817407706	GTF2H2C
Aerobic Respiration (GO:0009060)	1/59	0.07398159556008312	0.14397889584679344	0	0	13.735172413793103	35.76555009478774	NDUFA7
Proton Motive Force-Driven ATP Synthesis (GO:0015986)	1/60	0.07518897894221435	0.14397889584679344	0	0	13.501694915254237	34.93901932570728	NDUFA7
Oxidative Phosphorylation (GO:0006119)	1/63	0.07880205387578099	0.14775385101708935	0	0	12.846451612903225	32.64047260238857	NDUFA7
Aerobic Electron Transport Chain (GO:0019646)	1/68	0.08479370378776746	0.15006343320472407	0	0	11.884776119402986	29.326088999262875	NDUFA7
DNA-templated DNA Replication (GO:0006261)	1/69	0.0859875288365276	0.15006343320472407	0	0	11.709411764705882	28.729662442835576	CDK2AP1
Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)	1/70	0.08717985645161683	0.15006343320472407	0	0	11.539130434782608	28.152962485204668	NDUFA7
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	1/70	0.08717985645161683	0.15006343320472407	0	0	11.539130434782608	28.152962485204668	PF4
Synapse Assembly (GO:0007416)	1/71	0.08837068844278195	0.15006343320472407	0	0	11.373714285714286	27.595075557690926	FARP1
DNA Replication (GO:0006260)	1/73	0.09074787272717313	0.1506936581928904	0	0	11.056666666666667	26.53235403248719	CDK2AP1
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	1/77	0.09548437287799914	0.1506936581928904	0	0	10.472631578947368	24.598040389517	PF4
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	1/77	0.09548437287799914	0.1506936581928904	0	0	10.472631578947368	24.598040389517	FARP1
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	1/78	0.09666478576870684	0.1506936581928904	0	0	10.336103896103896	24.150369828536576	PF4
Cellular Response To Oxygen-Containing Compound (GO:1901701)	2/406	0.09711369083541826	0.1506936581928904	0	0	4.036716171617162	9.413109111581583	PPBP;PF4
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	1/82	0.1013716424127319	0.15463470876518426	0	0	9.823703703703703	22.4860833724728	PF4
Cellular Respiration (GO:0045333)	1/85	0.10488630001430685	0.1564744611029929	0	0	9.471428571428572	21.35691944281389	NDUFA7
Negative Regulation Of Angiogenesis (GO:0016525)	1/86	0.10605491252536185	0.1564744611029929	0	0	9.359529411764706	21.000895961244385	PF4
Cell Junction Assembly (GO:0034329)	1/95	0.11650661897129477	0.16869984731005003	0	0	8.459574468085107	18.18645403601482	FARP1
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	1/98	0.11996433586492446	0.16869984731005003	0	0	8.196701030927835	17.38160274385576	PF4
Mitochondrial Translation (GO:0032543)	1/98	0.11996433586492446	0.16869984731005003	0	0	8.196701030927835	17.38160274385576	NDUFA7
Mitochondrial Gene Expression (GO:0140053)	1/103	0.12569830092022516	0.17404380127415792	0	0	7.792941176470588	16.161552220124815	NDUFA7
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	1/110	0.13366553435296216	0.18227118320858476	0	0	7.289908256880734	14.670317893037893	PF4
Protein-Containing Complex Organization (GO:0043933)	1/126	0.1516150625327524	0.20213596806725737	0	0	6.35168	11.98187555013324	JCHAIN
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	1/127	0.15272495365081667	0.20213596806725737	0	0	6.300952380952381	11.840224617662312	PF4
Synapse Organization (GO:0050808)	1/131	0.15715057276342775	0.20497900795229707	0	0	6.105846153846154	11.29917891851374	FARP1
Neuron Projection Morphogenesis (GO:0048812)	1/146	0.17354951502489463	0.22313509074629312	0	0	5.470068965517242	9.579689829999632	FARP1
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	1/163	0.1917641217146227	0.24308128104670484	0	0	4.891851851851852	8.078840476657266	PF4
Regulation Of Angiogenesis (GO:0045765)	1/205	0.23512514947344595	0.29390643684180745	0	0	3.876470588235294	5.611723631577225	PF4
Positive Regulation Of Protein Modification Process (GO:0031401)	1/225	0.25497847881805513	0.314357028679794	0	0	3.5267857142857144	4.819621187500162	CDK2AP1
Positive Regulation Of Phosphorylation (GO:0042327)	1/231	0.2608372112345438	0.31723444609606677	0	0	3.4337391304347826	4.614460471774801	CDK2AP1
Cellular Component Assembly (GO:0022607)	1/260	0.2885354885385602	0.34624258624627224	0	0	3.044787644787645	3.78447979956273	JCHAIN
Regulation Of Protein Phosphorylation (GO:0001932)	1/265	0.29320905737904146	0.3472212521593912	0	0	2.9863636363636363	3.66387821641207	CDK2AP1
Positive Regulation Of Cell Differentiation (GO:0045597)	1/283	0.30979070306688955	0.36209302955870204	0	0	2.793191489361702	3.273224800451882	PF4
DNA Repair (GO:0006281)	1/291	0.3170396620039504	0.3658149946199427	0	0	2.715034482758621	3.118837207005913	GTF2H2C
Cellular Response To Cytokine Stimulus (GO:0071345)	1/308	0.33220142404712866	0.37845731853470355	0	0	2.562475570032573	2.82388342777215	PF4
Protein-Containing Complex Assembly (GO:0065003)	1/328	0.34962458176038413	0.39332765448043217	0	0	2.403302752293578	2.5256196238513233	JCHAIN
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	1/364	0.3798907813800664	0.42210086820007375	0	0	2.16099173553719	2.091562280136057	PF4
Positive Regulation Of Protein Phosphorylation (GO:0001934)	1/377	0.39048369797142396	0.42857966850522144	0	0	2.0848936170212764	1.96056944484602	CDK2AP1
Nervous System Development (GO:0007399)	1/433	0.4341586877973638	0.47077448074412936	0	0	1.8094444444444444	1.5097012355471455	FARP1
Positive Regulation Of Gene Expression (GO:0010628)	1/480	0.4684769533908186	0.5019395929187341	0	0	1.6279749478079333	1.2344419114575387	PF4
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	3/2028	0.49922555460024665	0.5285917636943788	0	0	1.156135265700483	0.8031640152964309	GTF2H2C;CDK2AP1;PF4
Regulation Of Cell Population Proliferation (GO:0042127)	1/766	0.6379657152244769	0.6676385391884061	0	0	1.0043921568627452	0.4514448809471679	PF4
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	1/938	0.7134146208346256	0.7380151250013368	0	0	0.8126787620064034	0.2744355323354861	PF4
Regulation Of DNA-templated Transcription (GO:0006355)	2/1922	0.7280430149735474	0.7445894471320371	0	0	0.78359375	0.24870885270855525	GTF2H2C;CDK2AP1
Regulation Of Gene Expression (GO:0010468)	1/1127	0.7788612828836073	0.7876125332530861	0	0	0.6695559502664299	0.16733697627332902	PF4
Positive Regulation Of DNA-templated Transcription (GO:0045893)	1/1243	0.8116340482930324	0.8116340482930324	0	0	0.6032850241545894	0.12590903524032923	PF4
