Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Neutrophil Chemotaxis (GO:0090022)	4/25	0.006699056537296503	0.47820957435470424	0	0	6.0366300366300365	30.21809368594515	RIPOR2;CD74;CXCL8;RAC2
Regulation Of Macrophage Apoptotic Process (GO:2000109)	2/5	0.008875022700627722	0.5680014528401742	0	0	21.07884719956498	99.58731683056645	SELENOS;IRF7
Tight Junction Organization (GO:0120193)	2/5	0.008875022700627722	0.5680014528401742	0	0	21.07884719956498	99.58731683056645	CLDN5;PATJ
Negative Regulation Of Myeloid Cell Apoptotic Process (GO:0033033)	2/5	0.008875022700627722	0.5680014528401742	0	0	21.07884719956498	99.58731683056645	SELENOS;IRF7
mRNA Catabolic Process (GO:0006402)	5/43	0.009926843238898976	0.5980414707861237	0	0	4.17320966350302	19.24898279337672	RIDA;ZFP36;TUT7;TUT4;NBDY
miRNA Metabolic Process (GO:0010586)	3/15	0.009988839221104438	0.5980414707861237	0	0	7.913807189542483	36.45326628467335	TUT7;TUT4;TENT4B
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	4/30	0.012863203705616747	0.6457127693774936	0	0	4.874480674808007	21.220488466368657	BABAM2;MRE11;MRNIP;NOP53
Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033)	2/6	0.013042614421680048	0.6457127693774936	0	0	15.808319738988581	68.60072913586028	HSF1;CYREN
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	2/6	0.013042614421680048	0.6457127693774936	0	0	15.808319738988581	68.60072913586028	EDC4;ZFP36
Regulation Of T Cell Tolerance Induction (GO:0002664)	2/6	0.013042614421680048	0.6457127693774936	0	0	15.808319738988581	68.60072913586028	FOXP3;HLA-G
Endocytic Recycling (GO:0032456)	6/64	0.013687506633321286	0.6457127693774936	0	0	3.2829964328180736	14.088229968249358	EIPR1;SNX12;VPS26C;WASHC2C;WASHC1;VPS35L
Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876)	7/83	0.013921412884545802	0.6457127693774936	0	0	2.925099549861496	12.502832360706483	EIPR1;SNX12;VPS26C;WASHC2C;WASHC1;LLGL1;VPS35L
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	7/83	0.013921412884545802	0.6457127693774936	0	0	2.925099549861496	12.502832360706483	RACK1;KEAP1;ELOB;TRIB3;HSPBP1;NOP53;GABARAP
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	7/83	0.013921412884545802	0.6457127693774936	0	0	2.925099549861496	12.502832360706483	RACK1;KEAP1;ELOB;TRIB3;HSPBP1;NOP53;GABARAP
ncRNA Metabolic Process (GO:0034660)	3/17	0.014264129064912303	0.6457127693774936	0	0	6.782563025210084	28.825942710099948	TUT7;TUT4;TENT4B
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	3/17	0.014264129064912303	0.6457127693774936	0	0	6.782563025210084	28.825942710099948	FOXP3;HLA-G;VSIR
Negative Regulation Of Immune Response (GO:0050777)	6/66	0.015762497414509753	0.6640916231042697	0	0	3.1732348111658455	13.169310781399094	LGALS3;PCBP2;CGAS;PDCD1;FOXP3;HLA-G
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	3/18	0.016732768134636148	0.6640916231042697	0	0	6.330065359477124	25.892412740587915	RIPOR2;RACK1;LLGL1
ncRNA Catabolic Process (GO:0034661)	4/33	0.017871555647405814	0.6640916231042697	0	0	4.3695468141542975	17.58543734631901	TRIR;TUT4;MTREX;TENT4B
Glycine Metabolic Process (GO:0006544)	2/7	0.017890399329317613	0.6640916231042697	0	0	12.64600326264274	50.8810810762756	RIDA;SHMT2
Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615)	2/7	0.017890399329317613	0.6640916231042697	0	0	12.64600326264274	50.8810810762756	FMC1;ATP5F1D
Negative Regulation Of miRNA-mediated Gene Silencing (GO:0060965)	2/7	0.017890399329317613	0.6640916231042697	0	0	12.64600326264274	50.8810810762756	ELOB;ELOC
Positive Regulation Of Calcium Ion Import (GO:0090280)	2/7	0.017890399329317613	0.6640916231042697	0	0	12.64600326264274	50.8810810762756	LGALS3;PDGFB
Protein Deglycosylation (GO:0006517)	2/7	0.017890399329317613	0.6640916231042697	0	0	12.64600326264274	50.8810810762756	OGA;MAN2B1
Proton-Transporting ATP Synthase Complex Assembly (GO:0043461)	2/7	0.017890399329317613	0.6640916231042697	0	0	12.64600326264274	50.8810810762756	FMC1;ATP5F1D
Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118)	3/19	0.019424928804271734	0.7069150560927124	0	0	5.934129901960785	23.387581185562595	MTRNR2L12;MTRNR2L8;MTRNR2L1
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	7/90	0.020894010558948836	0.7457554537963277	0	0	2.6774334178820545	10.357096244753839	RACK1;KEAP1;ELOB;TRIB3;HSPBP1;NOP53;GABARAP
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	6/71	0.021878654460393422	0.7532284822412505	0	0	2.9283819628647216	11.19298980055207	MRNIP;FBH1;SHLD2;SHLD1;CGAS;ACTB
Regulation Of Protein ADP-ribosylation (GO:0010835)	2/8	0.02337274313095272	0.7532284822412505	0	0	10.53779227841218	39.581894749850086	HPF1;TINF2
Modification-Dependent Macromolecule Catabolic Process (GO:0043632)	2/8	0.02337274313095272	0.7532284822412505	0	0	10.53779227841218	39.581894749850086	TUT7;TUT4
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	2/8	0.02337274313095272	0.7532284822412505	0	0	10.53779227841218	39.581894749850086	PLCG2;TICAM1
Positive Regulation Of Macrophage Cytokine Production (GO:0060907)	2/8	0.02337274313095272	0.7532284822412505	0	0	10.53779227841218	39.581894749850086	PLCG2;HLA-G
Endosomal Transport (GO:0016197)	11/180	0.02368919495653802	0.7532284822412505	0	0	2.0707707982287706	7.7503489191458925	WASHC4;WASHC5;EIPR1;VPS26C;SNX12;WASHC2C;WASHC1;BET1L;WASHC2A;WASHC3;VPS35L
Negative Regulation Of Protein Kinase B Signaling (GO:0051898)	4/36	0.023944224381591474	0.7532284822412505	0	0	3.9592880523731586	14.776174415436307	PPP2R1A;RACK1;HLA-G;NOP53
Mitochondrion Organization (GO:0007005)	10/162	0.028391491165918006	0.8074655197902771	0	0	2.0914528055676382	7.449055899661782	MIGA2;MIGA1;STMP1;FMC1;ATP23;ATP5F1D;TOMM5;BCL2L1;RAB5IF;NIPSNAP2
Regulation Of Regulatory T Cell Differentiation (GO:0045589)	3/22	0.02884906568986205	0.8074655197902771	0	0	4.996388028895769	17.71558147296777	FOXP3;HLA-G;VSIR
Calcium Import Into The Mitochondrion (GO:0036444)	2/9	0.029446166955844958	0.8074655197902771	0	0	9.031927289676066	31.839273596099048	MCUB;MAIP1
Sequestering Of Extracellular Ligand From Receptor (GO:0035581)	2/9	0.029446166955844958	0.8074655197902771	0	0	9.031927289676066	31.839273596099048	GREM2;NRROS
Hematopoietic Stem Cell Differentiation (GO:0060218)	2/9	0.029446166955844958	0.8074655197902771	0	0	9.031927289676066	31.839273596099048	MEOX1;BATF
Mitochondrial Ribosome Assembly (GO:0061668)	2/9	0.029446166955844958	0.8074655197902771	0	0	9.031927289676066	31.839273596099048	NGRN;MRM2
Regulation Of Actin Filament Length (GO:0030832)	2/9	0.029446166955844958	0.8074655197902771	0	0	9.031927289676066	31.839273596099048	EPS8;NAA80
U2-type Prespliceosome Assembly (GO:1903241)	3/23	0.032438102389253966	0.8074655197902771	0	0	4.7463235294117645	16.272397859458728	SF3B4;SF3A2;PHF5A
Positive Regulation Of Lamellipodium Assembly (GO:0010592)	3/23	0.032438102389253966	0.8074655197902771	0	0	4.7463235294117645	16.272397859458728	CARMIL2;TWF2;RAC2
Protein Alkylation (GO:0008213)	3/23	0.032438102389253966	0.8074655197902771	0	0	4.7463235294117645	16.272397859458728	CSKMT;EEF1AKMT2;EEF1AKMT1
Negative Regulation Of Cellular Component Organization (GO:0051129)	6/79	0.03467911730327365	0.8074655197902771	0	0	2.606383696605709	8.761665254760729	LGALS3;HSPA8;CARMIL2;HSF1;WASHC2C;NOP53
Regulation Of Type I Interferon Production (GO:0032479)	5/59	0.03471665485643953	0.8074655197902771	0	0	2.934274438372799	9.860734121508411	IRF7;CGAS;UFD1;TICAM1;GAPDH
Regulation Of Dendritic Cell Differentiation (GO:2001198)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	LGALS3;HLA-G
Regulation Of mRNA Polyadenylation (GO:1900363)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	HSF1;VIRMA
Mitochondrial Respirasome Assembly (GO:0097250)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	STMP1;RAB5IF
Negative Regulation Of Interleukin-17 Production (GO:0032700)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	FOXP3;VSIR
Positive Regulation Of Actin Filament Depolymerization (GO:0030836)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	CARMIL2;WASHC2C
Positive Regulation Of Cellular Senescence (GO:2000774)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	CGAS;HLA-G
Protein Localization To Endosome (GO:0036010)	2/10	0.03606925834039188	0.8074655197902771	0	0	7.90252854812398	26.25468396473409	WASHC2C;WASHC2A
Regulation Of Execution Phase Of Apoptosis (GO:1900117)	3/24	0.03624853060364642	0.8074655197902771	0	0	4.520074696545285	14.994698874823362	MTRNR2L12;MTRNR2L8;MTRNR2L1
Response To Hexose (GO:0009746)	3/24	0.03624853060364642	0.8074655197902771	0	0	4.520074696545285	14.994698874823362	SELENOS;SELENOT;KLRG1
Secondary Alcohol Biosynthetic Process (GO:1902653)	3/24	0.03624853060364642	0.8074655197902771	0	0	4.520074696545285	14.994698874823362	GLB1;CYP51A1;DHCR7
Protein Exit From Endoplasmic Reticulum (GO:0032527)	3/24	0.03624853060364642	0.8074655197902771	0	0	4.520074696545285	14.994698874823362	SEC13;SELENOS;UFD1
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	4/41	0.036544775680163406	0.8074655197902771	0	0	3.4233644446410403	11.328655951768564	MRE11;PAXX;ATP23;CYREN
Negative Regulation Of DNA Recombination (GO:0045910)	4/41	0.036544775680163406	0.8074655197902771	0	0	3.4233644446410403	11.328655951768564	FBH1;SHLD2;SHLD1;CGAS
Cholesterol Biosynthetic Process (GO:0006695)	3/25	0.0402780104784498	0.8592642235402623	0	0	4.3143939393939394	13.857615907916218	GLB1;CYP51A1;DHCR7
Vesicle Cargo Loading (GO:0035459)	3/25	0.0402780104784498	0.8592642235402623	0	0	4.3143939393939394	13.857615907916218	SEC13;SH2D2A;MIA2
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573)	3/25	0.0402780104784498	0.8592642235402623	0	0	4.3143939393939394	13.857615907916218	SELENOS;RACK1;BCL2L1
mRNA Destabilization (GO:0061157)	4/43	0.04247228011623432	0.8621935362205425	0	0	3.2474715682571658	10.258449785066041	RIDA;ZFP36;TUT7;TUT4
Cellular Response To Nitrogen Levels (GO:0043562)	2/11	0.04320258559725779	0.8621935362205425	0	0	7.0241073046945806	22.06872619033693	MAP1LC3A;GABARAP
Cellular Response To Nitrogen Starvation (GO:0006995)	2/11	0.04320258559725779	0.8621935362205425	0	0	7.0241073046945806	22.06872619033693	MAP1LC3A;GABARAP
Telomere Maintenance In Response To DNA Damage (GO:0043247)	2/11	0.04320258559725779	0.8621935362205425	0	0	7.0241073046945806	22.06872619033693	SHLD2;SHLD1
Negative Regulation Of Leukocyte Apoptotic Process (GO:2000107)	2/11	0.04320258559725779	0.8621935362205425	0	0	7.0241073046945806	22.06872619033693	SELENOS;IRF7
Regulation Of T Cell Apoptotic Process (GO:0070232)	2/11	0.04320258559725779	0.8621935362205425	0	0	7.0241073046945806	22.06872619033693	LGALS3;PDCD1
Regulation Of Keratinocyte Differentiation (GO:0045616)	3/26	0.04452368906944893	0.8698522832936549	0	0	4.126598465473146	12.840876307041208	ZFP36;NME2;AQP3
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)	3/26	0.04452368906944893	0.8698522832936549	0	0	4.126598465473146	12.840876307041208	PATJ;ERBIN;LLGL1
mRNA Metabolic Process (GO:0016071)	6/85	0.04691695014799341	0.8742588852235634	0	0	2.407682234831951	7.366005867059508	SF3B4;ZFP36;RIDA;SF3A2;HSF1;PCBP2
Peptidyl-Lysine Methylation (GO:0018022)	3/27	0.048982247630609106	0.8742588852235634	0	0	3.954452614379085	11.927804900991992	CSKMT;EEF1AKMT2;EEF1AKMT1
Response To Muramyl Dipeptide (GO:0032495)	2/12	0.050808615501339034	0.8742588852235634	0	0	6.32137030995106	18.835719741258096	ERBIN;LDOC1
pre-miRNA Processing (GO:0031054)	2/12	0.050808615501339034	0.8742588852235634	0	0	6.32137030995106	18.835719741258096	TUT7;TUT4
Protein Heterotetramerization (GO:0051290)	2/12	0.050808615501339034	0.8742588852235634	0	0	6.32137030995106	18.835719741258096	KRT1;FARSA
Quinone Biosynthetic Process (GO:1901663)	2/12	0.050808615501339034	0.8742588852235634	0	0	6.32137030995106	18.835719741258096	COQ8B;COQ8A
Regulation Of Actin Filament Organization (GO:0110053)	2/12	0.050808615501339034	0.8742588852235634	0	0	6.32137030995106	18.835719741258096	WASHC5;NAA80
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	7/109	0.05112911188244216	0.8742588852235634	0	0	2.1765512125902995	6.471760074080157	RACK1;KEAP1;TRIB3;ELOB;HSPBP1;NOP53;GABARAP
Regulation Of Interleukin-10 Production (GO:0032653)	4/46	0.05231813430750754	0.8742588852235634	0	0	3.01504169589276	8.895615898735482	PLCG2;TIGIT;FOXP3;VSIR
Response To Glucose (GO:0009749)	4/46	0.05231813430750754	0.8742588852235634	0	0	3.01504169589276	8.895615898735482	SELENOS;RACK1;SELENOT;KLRG1
Mitotic G2/M Transition Checkpoint (GO:0044818)	4/46	0.05231813430750754	0.8742588852235634	0	0	3.01504169589276	8.895615898735482	BABAM2;MRE11;MRNIP;NOP53
Regulation Of Protein Transport (GO:0051223)	3/28	0.05364994608416962	0.8742588852235634	0	0	3.796078431372549	11.104572630530539	HSPA8;SNX12;LLGL1
Sterol Biosynthetic Process (GO:0016126)	3/28	0.05364994608416962	0.8742588852235634	0	0	3.796078431372549	11.104572630530539	GLB1;CYP51A1;DHCR7
Hematopoietic Progenitor Cell Differentiation (GO:0002244)	3/28	0.05364994608416962	0.8742588852235634	0	0	3.796078431372549	11.104572630530539	FST;MEOX1;BATF
Protein Insertion Into Mitochondrial Membrane (GO:0051204)	3/28	0.05364994608416962	0.8742588852235634	0	0	3.796078431372549	11.104572630530539	TIMM29;MAIP1;TOMM5
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	6/88	0.05392265529851129	0.8742588852235634	0	0	2.3192358524570467	6.7726431316352675	EPS8;RIPOR2;CARMIL2;RAC2;TWF2;WASHC1
Cholesterol Metabolic Process (GO:0008203)	5/67	0.05504461280063504	0.8742588852235634	0	0	2.554600740349022	7.407349124445768	PIP4P1;GLB1;SH2D2A;CYP51A1;DHCR7
Regulation Of Lamellipodium Organization (GO:1902743)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	CARMIL2;TWF2
Regulation Of Macrophage Cytokine Production (GO:0010935)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	PLCG2;HLA-G
Cytoplasmic Sequestering Of Protein (GO:0051220)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	KEAP1;GET4
Ubiquinone Biosynthetic Process (GO:0006744)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	COQ8B;COQ8A
Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	CD74;YJU2
Negative Regulation Of Viral Transcription (GO:0032897)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	IFITM3;ZFP36
Positive Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001034)	2/13	0.058851634133915	0.8742588852235634	0	0	5.74640367788818	16.27804271785651	SHLD2;SHLD1
Cellular Defense Response (GO:0006968)	4/48	0.059513568576330465	0.8742588852235634	0	0	2.8776967713137926	8.11956805640532	ADORA2A;CCR6;HLA-G;KLRG1
Proton Transmembrane Transport (GO:1902600)	4/49	0.06329844345302477	0.8742588852235634	0	0	2.813602473176941	7.76524610382843	ATP5F1B;ATP5PO;ATP6V0C;ATP5MF
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	3/30	0.0635959438219661	0.8742588852235634	0	0	3.5145243282498186	9.683237065031252	TRADD;DELE1;GABARAP
COPII-coated Vesicle Cargo Loading (GO:0090110)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	SEC13;SH2D2A
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	ZFP36;TENT4B
Electron Transport Chain (GO:0022900)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	NDOR1;ETFRF1
Telomere Capping (GO:0016233)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	MRE11;TINF2
Ubiquinone Metabolic Process (GO:0006743)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	COQ8B;COQ8A
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	MCUB;MAIP1
Negative Regulation Of T Cell Mediated Immunity (GO:0002710)	2/14	0.06729767076607335	0.8742588852235634	0	0	5.26726481783578	14.214397025755817	FOXP3;HLA-G
Positive Regulation Of Lamellipodium Organization (GO:1902745)	3/31	0.0688650197078313	0.8742588852235634	0	0	3.3888305322128853	9.067178444493786	CARMIL2;TWF2;RAC2
Second-Messenger-Mediated Signaling (GO:0019932)	5/72	0.07060504170773159	0.8742588852235634	0	0	2.363347198434059	6.264415054387482	CXCL8;PPP2R1A;PLCG2;CCR6;KLRG1
miRNA Processing (GO:0035196)	3/32	0.07432485998234711	0.8742588852235634	0	0	3.2718052738336714	8.50443549219439	TUT7;TUT4;SPOUT1
Positive Regulation Of B Cell Activation (GO:0050871)	4/52	0.07538816809116465	0.8742588852235634	0	0	2.6373431533006	6.817808809192403	CD74;SHLD2;SHLD1;TNFRSF4
B Cell Mediated Immunity (GO:0019724)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	CD74;HLA-G
T Cell Homeostasis (GO:0043029)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	PPP2R1A;FOXP3
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	FBH1;BCL2L1
Regulation Of Isotype Switching (GO:0045191)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	SHLD2;SHLD1
Regulation Of Monocyte Differentiation (GO:0045655)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	CD74;IRF7
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	SELENOS;UFD1
Glycosaminoglycan Catabolic Process (GO:0006027)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	CEMIP2;GLB1
Negative Regulation Of Phagocytosis (GO:0050765)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	PIP4P2;RACK1
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	SHLD2;SHLD1
Positive Regulation Of Isotype Switching (GO:0045830)	2/15	0.07611442473699684	0.8742588852235634	0	0	4.861839628560673	12.521752959561885	SHLD2;SHLD1
Regulation Of Lamellipodium Assembly (GO:0010591)	3/33	0.07997019549986553	0.8742588852235634	0	0	3.162581699346405	7.989001647122626	CARMIL2;TWF2;RAC2
Negative Regulation Of Endocytosis (GO:0045806)	3/33	0.07997019549986553	0.8742588852235634	0	0	3.162581699346405	7.989001647122626	LGALS3;PIP4P2;RACK1
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	3/33	0.07997019549986553	0.8742588852235634	0	0	3.162581699346405	7.989001647122626	SLC7A5;PLCG2;HLA-G
Protein K63-linked Deubiquitination (GO:0070536)	3/33	0.07997019549986553	0.8742588852235634	0	0	3.162581699346405	7.989001647122626	BABAM2;SHMT2;ABRAXAS2
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225)	3/33	0.07997019549986553	0.8742588852235634	0	0	3.162581699346405	7.989001647122626	HSPA8;STMP1;PLCG2
Regulation Of Natural Killer Cell Activation (GO:0032814)	2/16	0.08527119512549053	0.8742588852235634	0	0	4.514332323467723	11.113918580766772	PRDM1;TICAM1
Cellular Response To Nitrogen Compound (GO:1901699)	2/16	0.08527119512549053	0.8742588852235634	0	0	4.514332323467723	11.113918580766772	HSF1;RTF2
Reticulophagy (GO:0061709)	2/16	0.08527119512549053	0.8742588852235634	0	0	4.514332323467723	11.113918580766772	RETREG3;RETREG1
