Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	2/18	0.008208687737135404	0.241863120826311	0	0	16.41639072847682	78.84073766209582	RIPOR2;RACK1
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)	2/18	0.008208687737135404	0.241863120826311	0	0	16.41639072847682	78.84073766209582	STMP1;PLCG2
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	2/18	0.008208687737135404	0.241863120826311	0	0	16.41639072847682	78.84073766209582	RIPOR2;CXCL8
Regulation Of RIG-I Signaling Pathway (GO:0039535)	2/18	0.008208687737135404	0.241863120826311	0	0	16.41639072847682	78.84073766209582	UFD1;NOP53
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	3/55	0.00861156789621342	0.24498425911641625	0	0	7.6134615384615385	36.199336341397576	ATP5F1A;ATP5F1B;ATP5F1C
Response To Fibroblast Growth Factor (GO:0071774)	2/20	0.010092446745365352	0.27754228549754717	0	0	14.590875643855776	67.05919728712611	NR4A1;CXCL8
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	2/21	0.01109927013097717	0.2947784449649936	0	0	13.82223771348902	62.21217697903585	RIPOR2;CXCL8
Fc-epsilon Receptor Signaling Pathway (GO:0038095)	2/22	0.012148445004617918	0.2947784449649936	0	0	13.13046357615894	57.91261996788644	NR4A3;PLCG2
Regulation Of Regulatory T Cell Differentiation (GO:0045589)	2/22	0.012148445004617918	0.2947784449649936	0	0	13.13046357615894	57.91261996788644	HLA-G;VSIR
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)	2/22	0.012148445004617918	0.2947784449649936	0	0	13.13046357615894	57.91261996788644	CXCL8;GRK2
Positive Regulation Of Neutrophil Migration (GO:1902624)	2/23	0.013239273263516028	0.3120685840685921	0	0	12.504572690003153	54.076870150150036	RIPOR2;CXCL8
Response To Hexose (GO:0009746)	2/24	0.014371064883856683	0.3204359061941017	0	0	11.935580975316075	50.63716153294024	SELENOS;SELENOT
Protein Exit From Endoplasmic Reticulum (GO:0032527)	2/24	0.014371064883856683	0.3204359061941017	0	0	11.935580975316075	50.63716153294024	SELENOS;UFD1
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	4/123	0.014815153057779773	0.3205772179912358	0	0	4.450510405504484	18.746016093446876	NR4A1;NR4A3;C5AR1;NME2
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573)	2/25	0.01554313784199931	0.3205772179912358	0	0	11.416066801036568	47.53805513378893	SELENOS;RACK1
Regulation Of Neutrophil Chemotaxis (GO:0090022)	2/25	0.01554313784199931	0.3205772179912358	0	0	11.416066801036568	47.53805513378893	RIPOR2;CXCL8
Regulation Of Catecholamine Secretion (GO:0050433)	2/27	0.018005439171211716	0.33255795208526423	0	0	10.501721854304636	42.18627142969688	SYT5;GRK2
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	3/83	0.025847855680053884	0.33255795208526423	0	0	4.94175	18.064703684747002	RACK1;ELOB;NOP53
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	3/83	0.025847855680053884	0.33255795208526423	0	0	4.94175	18.064703684747002	RACK1;ELOB;NOP53
Positive Regulation Of Interleukin-12 Production (GO:0032735)	2/33	0.026290582825638644	0.33255795208526423	0	0	8.466566972869044	30.805980450752738	PLCG2;HLA-G
ncRNA Catabolic Process (GO:0034661)	2/33	0.026290582825638644	0.33255795208526423	0	0	8.466566972869044	30.805980450752738	TRIR;TUT4
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225)	2/33	0.026290582825638644	0.33255795208526423	0	0	8.466566972869044	30.805980450752738	STMP1;PLCG2
Regulation Of Interleukin-17 Production (GO:0032660)	2/34	0.027795777055696153	0.33255795208526423	0	0	8.201572847682119	29.38517893984541	SLC7A5;VSIR
Cellular Response To Glucose Stimulus (GO:0071333)	2/34	0.027795777055696153	0.33255795208526423	0	0	8.201572847682119	29.38517893984541	RACK1;SELENOT
Macrophage Activation (GO:0042116)	2/35	0.02933485489687924	0.33255795208526423	0	0	7.952638972506522	28.064694998359176	C5AR1;PLCG2
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	3/89	0.0309154871687895	0.33255795208526423	0	0	4.595581395348837	15.976529611408859	NR4A1;NR4A3;SELENOS
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	3/90	0.031807197846621844	0.33255795208526423	0	0	4.5425287356321835	15.662923749064346	RACK1;ELOB;NOP53
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	2/37	0.032512271672513825	0.33255795208526423	0	0	7.497445600756859	25.68728080896691	ATP5IF1;ATP5F1A
Regulation Of Endothelial Cell Proliferation (GO:0001936)	3/93	0.034562586602808615	0.33255795208526423	0	0	4.390444444444444	14.773773086948372	ATP5IF1;NR4A1;ATP5F1A
Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	SELENOS
Regulation Of Establishment Of T Cell Polarity (GO:1903903)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	RIPOR2
Negative Regulation Of Myeloid Cell Apoptotic Process (GO:0033033)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	SELENOS
Negative Regulation Of Relaxation Of Muscle (GO:1901078)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	GRK2
Regulation Of Macrophage Apoptotic Process (GO:2000109)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	SELENOS
Regulation Of Neutrophil Extravasation (GO:2000389)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	RIPOR2
Nucleoside Triphosphate Biosynthetic Process (GO:0009142)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	NME2
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	PLCG2
Response To Catecholamine (GO:0071869)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	NR4A3
Positive Regulation Of Growth Hormone Secretion (GO:0060124)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	SELENOT
Protection From Natural Killer Cell Mediated Cytotoxicity (GO:0042270)	1/5	0.03767273729463037	0.33255795208526423	0	0	32.63651315789474	107.0092062118616	HLA-G
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	3/98	0.03942047357662706	0.33255795208526423	0	0	4.158315789473685	13.445789204911888	STMP1;PLCG2;RACK1
Substantia Nigra Development (GO:0021762)	2/42	0.04100769056191088	0.33255795208526423	0	0	6.558609271523179	20.948169517314255	ATP5PF;ATP5PB
mRNA Catabolic Process (GO:0006402)	2/43	0.0427968515229665	0.33255795208526423	0	0	6.398320142141819	20.16296702602986	TUT4;NBDY
Negative Regulation Of Immune System Process (GO:0002683)	2/44	0.044614752109719755	0.33255795208526423	0	0	6.245663828445285	19.42208278419253	PDCD1;HLA-G
Positive Regulation Of Biosynthetic Process (GO:0009891)	2/44	0.044614752109719755	0.33255795208526423	0	0	6.245663828445285	19.42208278419253	CXCL8;PLCG2
Negative Regulation Of Glycogen Metabolic Process (GO:0070874)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	SELENOS
Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	CXCL8
Regulation Of Growth Hormone Secretion (GO:0060123)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	SELENOT
Regulation Of Natural Killer Cell Cytokine Production (GO:0002727)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	HLA-G
Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane (GO:0098887)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	LRRC7
Cellular Response To Monoamine Stimulus (GO:0071868)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	NR4A3
Positive Regulation Of Catecholamine Secretion (GO:0033605)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	GRK2
Positive Regulation Of Gastrulation (GO:2000543)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	RACK1
Positive Regulation Of Interleukin-23 Production (GO:0032747)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	PLCG2
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	PDCD1
Positive Regulation Of Mast Cell Activation (GO:0033005)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	NR4A3
Positive Regulation Of Membrane Depolarization (GO:1904181)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	RACK1
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	HLA-G
Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	SELENOT
Regulation Of I-kappaB Phosphorylation (GO:1903719)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	PLCG2
Negative Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	VSIR
Regulation Of T Cell Tolerance Induction (GO:0002664)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	HLA-G
Negative Regulation Of RIG-I Signaling Pathway (GO:0039536)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	UFD1
Negative Regulation Of Acute Inflammatory Response (GO:0002674)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	SELENOS
Regulation Of Cell Adhesion Molecule Production (GO:0060353)	1/6	0.045036361837818166	0.33255795208526423	0	0	26.107894736842105	80.94191638344306	CXCL8
B Cell Receptor Signaling Pathway (GO:0050853)	2/46	0.04833462649023576	0.33255795208526423	0	0	5.961167971101746	18.05999663438655	PLCG2;LIME1
Regulation Of Interleukin-10 Production (GO:0032653)	2/46	0.04833462649023576	0.33255795208526423	0	0	5.961167971101746	18.05999663438655	PLCG2;VSIR
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	2/46	0.04833462649023576	0.33255795208526423	0	0	5.961167971101746	18.05999663438655	ATP5F1A;ATP5F1B
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720)	2/47	0.050235543500068314	0.33255795208526423	0	0	5.8284032376747605	17.43294330285079	SELENOS;VSIR
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	3/109	0.051253119594922875	0.33255795208526423	0	0	3.7247169811320755	11.066055159646044	RACK1;ELOB;NOP53
Cellular Defense Response (GO:0006968)	2/48	0.052163086467297684	0.33255795208526423	0	0	5.701410883961993	16.838433960000522	C5AR1;HLA-G
Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	RACK1
Negative Regulation Of Glucose Import (GO:0046325)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SELENOS
ER Overload Response (GO:0006983)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SELENOS
Negative Regulation Of Lipid Kinase Activity (GO:0090219)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	WASHC1
Aromatic Amino Acid Transport (GO:0015801)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SLC7A5
Neurotransmitter Receptor Transport, Endosome To Plasma Membrane (GO:0099639)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	LRRC7
Regulation Of Nitric Oxide Metabolic Process (GO:0080164)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SELENOS
Cellular Response To Leptin Stimulus (GO:0044320)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	NR4A3
Sulfur Amino Acid Transport (GO:0000101)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SLC7A5
Fructose Transmembrane Transport (GO:0015755)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SLC2A8
Thyroid Hormone Transport (GO:0070327)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SLC7A5
Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	NR4A3
Protein Deglycosylation (GO:0006517)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	MAN2B1
Proton-Transporting ATP Synthase Complex Assembly (GO:0043461)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	ATP5F1D
Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	ATP5F1D
Regulation Of Golgi To Plasma Membrane Protein Transport (GO:0042996)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	RACK1
Negative Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001186)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	VSIR
Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	HLA-G
Regulation Of Carbohydrate Biosynthetic Process (GO:0043255)	1/7	0.052344008020538145	0.33255795208526423	0	0	21.75548245614035	64.17688512307375	SELENOS
Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	2/49	0.054116742761614434	0.33255795208526423	0	0	5.579822460194448	16.274175264730815	SELENOS;VSIR
Regulation Of Interleukin-12 Production (GO:0032655)	2/50	0.05609600597575077	0.33255795208526423	0	0	5.463300220750551	15.73807793899423	PLCG2;HLA-G
Response To Endoplasmic Reticulum Stress (GO:0034976)	3/114	0.057137774317281655	0.33255795208526423	0	0	3.556036036036036	10.178405796468747	CXCL8;SELENOS;SELENOK
Receptor Internalization (GO:0031623)	2/51	0.05810037580990837	0.33255795208526423	0	0	5.351533991079876	15.228234934631486	CXCL8;GRK2
Regulation Of Epidermis Development (GO:0045682)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	NME2
Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	RACK1
Regulation Of Interleukin-23 Production (GO:0032667)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	PLCG2
Nucleic Acid Transport (GO:0050657)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	RTRAF
Cellular Response To Hydroxyurea (GO:0072711)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	RTF2
Response To Leptin (GO:0044321)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	NR4A3
Dehydroascorbic Acid Transport (GO:0070837)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	SLC2A8
Selenocysteine Incorporation (GO:0001514)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	SELENOT
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	PLCG2
Endothelial Cell Chemotaxis (GO:0035767)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	NR4A1
Positive Regulation Of Membrane Invagination (GO:1905155)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	PLCG2
Translational Readthrough (GO:0006451)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	SELENOT
Hyaluronan Catabolic Process (GO:0030214)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	CEMIP2
Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	HLA-G
Proline Transport (GO:0015824)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	SLC7A5
Modification-Dependent Macromolecule Catabolic Process (GO:0043632)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	TUT4
Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	VSIR
Regulation Of RNA Biosynthetic Process (GO:2001141)	1/8	0.05959609817777477	0.33255795208526423	0	0	18.646616541353385	52.586538580428204	CXCL8
Negative Regulation Of Response To Stimulus (GO:0048585)	2/52	0.060129358045815956	0.33255795208526423	0	0	5.244238410596027	14.742902309038682	PDCD1;HLA-G
Sprouting Angiogenesis (GO:0002040)	2/52	0.060129358045815956	0.33255795208526423	0	0	5.244238410596027	14.742902309038682	NR4A1;NAXE
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	2/54	0.06425921275786795	0.33255795208526423	0	0	5.042027508914926	13.839509255995385	ATP5F1A;ATP5F1B
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	2/55	0.0663591265620798	0.33255795208526423	0	0	4.946645008121954	13.41863518135537	NR4A1;CXCL8
ER-associated Misfolded Protein Catabolic Process (GO:0071712)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	UFD1
Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	RACK1
Golgi Lumen Acidification (GO:0061795)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	ATP6V0C
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	NOP53
Negative Regulation Of Transcription By RNA Polymerase I (GO:0016479)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	NOP53
Neurotransmitter Receptor Transport To Postsynaptic Membrane (GO:0098969)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	LRRC7
Calcium Import Into The Mitochondrion (GO:0036444)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	MCUB
Regulation Of Sequestering Of Calcium Ion (GO:0051282)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	LIME1
Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	NOP53
Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	PDCD1
Response To Hydroxyurea (GO:0072710)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	RTF2
Positive Regulation Of Myoblast Fusion (GO:1901741)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	RIPOR2
Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	PLCG2
Hormone Transport (GO:0009914)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	SLC7A5
Positive Regulation Of Protein Sumoylation (GO:0033235)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	RWDD3
Leucine Transport (GO:0015820)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	SLC7A5
Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	VSIR
Negative Regulation Of Alpha-Beta T Cell Proliferation (GO:0046642)	1/9	0.0667930516009897	0.33255795208526423	0	0	16.314967105263158	44.15084974035449	VSIR
Positive Regulation Of Cellular Metabolic Process (GO:0031325)	2/56	0.06848173528470769	0.33255795208526423	0	0	4.854795192543537	13.016619619821453	CXCL8;HLA-G
Cellular Response To Lipopolysaccharide (GO:0071222)	3/124	0.06981576771173081	0.33255795208526423	0	0	3.260495867768595	8.679098939990658	CXCL8;SELENOS;PLCG2
Regulation Of Angiogenesis (GO:0045765)	4/205	0.07276952972099925	0.33255795208526423	0	0	2.623927343150022	6.875891290676802	CXCL8;NAXE;CEMIP2;HLA-G
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	3/127	0.0738471751543455	0.33255795208526423	0	0	3.1811290322580645	8.289250903821095	SELENOS;PLCG2;VSIR
Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206)	1/10	0.07393528453317921	0.33255795208526423	0	0	14.501461988304094	37.77000181895698	RACK1
Regulation Of Dendritic Cell Differentiation (GO:2001198)	1/10	0.07393528453317921	0.33255795208526423	0	0	14.501461988304094	37.77000181895698	HLA-G
Negative Regulation Of Interleukin-17 Production (GO:0032700)	1/10	0.07393528453317921	0.33255795208526423	0	0	14.501461988304094	37.77000181895698	VSIR
Negative Regulation Of Lymphocyte Migration (GO:2000402)	1/10	0.07393528453317921	0.33255795208526423	0	0	14.501461988304094	37.77000181895698	RIPOR2
L-serine Metabolic Process (GO:0006563)	1/10	0.07393528453317921	0.33255795208526423	0	0	14.501461988304094	37.77000181895698	PSPH
Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029)	1/10	0.07393528453317921	0.33255795208526423	0	0	14.501461988304094	37.77000181895698	MPV17L
