"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"RP11-763B22.4",5.72091470955262e-07,-1.24375622707163,0.008,0.017,0.0158549430260541,"RP11-763B22.4","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"NRGN",6.51754937632737e-07,-1.91381354422061,0.006,0.014,0.0180627363415537,"NRGN","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-902B17.1",8.13009213802546e-07,-1.0296050843717,0.025,0.038,0.0225317373513238,"RP11-902B17.1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"ST6GALNAC2",1.14372957332476e-06,-1.30481953811812,0.008,0.017,0.0316973213951223,"ST6GALNAC2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-357H14.17",1.58803113462993e-06,-1.3556635061951,0.008,0.017,0.0440106948651338,"RP11-357H14.17","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"IFI44L",2.13023686531185e-06,-1.18801356171638,0.016,0.026,0.0590373844852527,"IFI44L","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CCDC136",3.27835745346718e-06,-1.05176434833104,0.012,0.022,0.0908563984653895,"CCDC136","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CCDC171",4.63166117714829e-06,-1.12471656305572,0.014,0.024,0.128361857863488,"CCDC171","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-701H24.9",7.72663576922594e-06,-1.21377325072822,0.008,0.016,0.214135983708328,"RP11-701H24.9","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"TRAV13-2",7.97388896612369e-06,-1.32497007769592,0.004,0.011,0.220988358807152,"TRAV13-2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"KLHL3",1.47926697136364e-05,-1.20726769070599,0.011,0.019,0.409964048443718,"KLHL3","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"NBPF15",1.50750653367332e-05,-1.0091766623867,0.01,0.018,0.417790360742225,"NBPF15","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RABL2A",1.54192105859568e-05,-1.11740199722724,0.011,0.019,0.427328002179206,"RABL2A","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"C11orf80",1.99874278536227e-05,-1.16399127470884,0.009,0.017,0.553931575535299,"C11orf80","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"AL133245.2",2.38643750299536e-05,-1.34935028653346,0.005,0.011,0.661377289580135,"AL133245.2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"GABBR1",2.58907281268179e-05,-1.0889067536499,0.012,0.02,0.717535639306632,"GABBR1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"EBLN2",2.94095275531606e-05,-1.02558967178198,0.012,0.02,0.815055646608294,"EBLN2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CDK2AP1",3.025348598084e-05,-1.25303845192123,0.005,0.011,0.838445110473,"CDK2AP1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"TPM2",3.33762513898246e-05,-1.32035996460927,0.006,0.013,0.924989431017599,"TPM2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"FARP1",3.76418928099204e-05,-1.06194979676982,0.011,0.018,1,"FARP1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"PWAR6",3.99050308228731e-05,-1.1448162928087,0.011,0.019,1,"PWAR6","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CTD-2260A17.1",4.54713826907055e-05,-1.09325316316436,0.013,0.021,1,"CTD-2260A17.1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"USP49",5.08900701290357e-05,-1.07972521845725,0.01,0.018,1,"USP49","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"TRIM66",5.26463874018544e-05,-1.04647591811811,0.013,0.021,1,"TRIM66","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"NR3C2",5.48138400883784e-05,-1.20905219234338,0.009,0.017,1,"NR3C2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"GARP-LRRC32",5.5447411170991e-05,-1.02028861901279,0.011,0.018,1,"GARP-LRRC32","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-473M20.16",8.59887288188478e-05,-1.10258985499761,0.012,0.019,1,"RP11-473M20.16","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"MC1R",9.124797315528e-05,-1.31793356761434,0.008,0.014,1,"MC1R","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"ZFP82",9.89235158973806e-05,-1.03820525581919,0.015,0.024,1,"ZFP82","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CH507-9B2.5",0.000102787679319988,-1.15368686020705,0.011,0.018,1,"CH507-9B2.5","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CTB-152G17.6",0.000118398505574149,-1.03164839871484,0.015,0.023,1,"CTB-152G17.6","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"NPIPB11",0.000120833408042025,-1.24164208589763,0.006,0.012,1,"NPIPB11","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"AGAP4",0.000134867848886136,-1.02380224076719,0.008,0.015,1,"AGAP4","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RGS18",0.000165146047367989,-1.37506632001282,0.008,0.015,1,"RGS18","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"MZB1",0.000194618737399766,-1.36522709709637,0.008,0.014,1,"MZB1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-526I2.5",0.000226159718296,-1.24774986047004,0.008,0.014,1,"RP11-526I2.5","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"HIST1H2AJ",0.000275413075074926,-1.19660025445514,0.005,0.01,1,"HIST1H2AJ","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CYP3A5",0.000330154133048656,-1.08958650223485,0.01,0.017,1,"CYP3A5","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"ANKRD9",0.000332715940801516,-1.04489236797143,0.013,0.02,1,"ANKRD9","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-258C19.7",0.000350288387981708,-1.28953403990462,0.006,0.012,1,"RP11-258C19.7","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-181E10.3",0.00039419980372055,-1.18588720072097,0.01,0.016,1,"RP11-181E10.3","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"ARRDC4",0.000404566692648391,-1.06759922565014,0.008,0.014,1,"ARRDC4","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"PVRL3",0.000429168631741692,-1.15476338622726,0.005,0.01,1,"PVRL3","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"HIST1H2BG",0.000567109503470249,-1.17908092682823,0.013,0.02,1,"HIST1H2BG","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"ARRDC5",0.000743461046764598,-1.00336988392311,0.009,0.015,1,"ARRDC5","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP5-1074L1.4",0.00101652520992297,-1.13778850901625,0.007,0.012,1,"RP5-1074L1.4","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-731C17.2",0.00103619095453392,-1.05614272027983,0.005,0.01,1,"RP11-731C17.2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"TM4SF19",0.0010557501292311,-1.07516146248786,0.008,0.013,1,"TM4SF19","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"NINL",0.00107885403913182,-1.52253400903381,0.006,0.011,1,"NINL","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"DNLZ",0.00115732697623375,-1.00087974214928,0.007,0.012,1,"DNLZ","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-379K17.12",0.00141705587101594,-1.01838622974787,0.007,0.012,1,"RP11-379K17.12","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-571I18.5",0.00144485250903786,-1.09458302710591,0.006,0.011,1,"RP11-571I18.5","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-803D5.4",0.00160603364577847,-1.27724640759382,0.006,0.011,1,"RP11-803D5.4","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"LINC00624",0.00183195811347321,-1.16409751935106,0.006,0.011,1,"LINC00624","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"PCDHGA10",0.00188215126444421,-1.08788251333513,0.007,0.011,1,"PCDHGA10","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"KIAA1107",0.00223919815562193,-1.10274153303889,0.008,0.013,1,"KIAA1107","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CTD-2017F17.2",0.00346439246119418,-1.07059333136978,0.01,0.015,1,"CTD-2017F17.2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"PLLP",0.00398075987707495,-1.035738291533,0.006,0.01,1,"PLLP","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"C11orf65",0.006094867300949,-1.17217701070422,0.006,0.01,1,"C11orf65","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"CFLAR-AS1",0.0127833176144677,-1.24576817490035,0.008,0.011,1,"CFLAR-AS1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-481J2.4",0.0137907442248703,-1.01028046563449,0.007,0.01,1,"RP11-481J2.4","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"MS4A1",0.0193508185517352,-1.0620686081332,0.01,0.014,1,"MS4A1","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
"RP11-429J17.2",0.0317387566409492,-1.04370599487432,0.007,0.01,1,"RP11-429J17.2","AS_Group_FCGR3AMono_vs_Healthy_FCGR3AMono","downregulated in diseased group"
