Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876)	5/83	0.03925312160315322	0.7623369406086072	0	0	2.8049553442811868	9.081672097178682	EIPR1;VPS26C;WASHC2C;WASHC1;VPS35L
Regulation Of Interleukin-17 Production (GO:0032660)	3/34	0.04045793534607627	0.7655886227026741	0	0	4.225806451612903	13.55424240725762	SLC7A5;FOXP3;VSIR
Positive Regulation Of Immunoglobulin Production (GO:0002639)	3/34	0.04045793534607627	0.7655886227026741	0	0	4.225806451612903	13.55424240725762	SHLD2;SHLD1;TNFRSF4
B Cell Mediated Immunity (GO:0019724)	2/15	0.04371364236930222	0.7681111444891676	0	0	6.709134615384615	21.000229004014912	CD70;HLA-G
Negative Regulation Of Phagocytosis (GO:0050765)	2/15	0.04371364236930222	0.7681111444891676	0	0	6.709134615384615	21.000229004014912	PIP4P2;RACK1
Regulation Of Isotype Switching (GO:0045191)	2/15	0.04371364236930222	0.7681111444891676	0	0	6.709134615384615	21.000229004014912	SHLD2;SHLD1
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	2/15	0.04371364236930222	0.7681111444891676	0	0	6.709134615384615	21.000229004014912	SELENOS;UFD1
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891)	2/15	0.04371364236930222	0.7681111444891676	0	0	6.709134615384615	21.000229004014912	SHLD2;SHLD1
Positive Regulation Of Isotype Switching (GO:0045830)	2/15	0.04371364236930222	0.7681111444891676	0	0	6.709134615384615	21.000229004014912	SHLD2;SHLD1
COPII-coated Vesicle Budding (GO:0090114)	3/36	0.046727091529492976	0.7689711429408113	0	0	3.9692902176123654	12.159647352016227	SH2D2A;TRAPPC5;TRAPPC2B
Negative Regulation Of Protein Kinase B Signaling (GO:0051898)	3/36	0.046727091529492976	0.7689711429408113	0	0	3.9692902176123654	12.159647352016227	RACK1;HLA-G;NOP53
Negative Regulation Of Interleukin-10 Production (GO:0032693)	2/16	0.04923070499232609	0.7689711429408113	0	0	6.229591836734694	18.75878219890122	FOXP3;VSIR
Phosphatidylinositol Dephosphorylation (GO:0046856)	2/16	0.04923070499232609	0.7689711429408113	0	0	6.229591836734694	18.75878219890122	PIP4P2;PIP4P1
Endoplasmic Reticulum Tubular Network Organization (GO:0071786)	2/16	0.04923070499232609	0.7689711429408113	0	0	6.229591836734694	18.75878219890122	RETREG3;LNPK
ERAD Pathway (GO:0036503)	5/89	0.05042495660109409	0.7689711429408113	0	0	2.6037988228999467	7.778247651189763	SELENOS;RHBDD2;UFD1;GET4;ECPAS
Regulation Of Cellular Respiration (GO:0043457)	2/17	0.05498364638399982	0.7689711429408113	0	0	5.813988095238095	16.864748503625606	SHMT2;NOP53
Regulation Of Establishment Of Cell Polarity (GO:2000114)	2/17	0.05498364638399982	0.7689711429408113	0	0	5.813988095238095	16.864748503625606	RIPOR2;RACK1
Positive Regulation Of Cell Cycle Phase Transition (GO:1901989)	2/17	0.05498364638399982	0.7689711429408113	0	0	5.813988095238095	16.864748503625606	PAGR1;PLCG2
Retrograde Protein Transport, ER To Cytosol (GO:0030970)	2/17	0.05498364638399982	0.7689711429408113	0	0	5.813988095238095	16.864748503625606	SELENOS;UFD1
Regulation Of Aerobic Respiration (GO:1903715)	2/17	0.05498364638399982	0.7689711429408113	0	0	5.813988095238095	16.864748503625606	SHMT2;NOP53
Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	3/39	0.05696731207255813	0.7689711429408113	0	0	3.6379567486950037	10.42375615663407	CTLA4;FOXP3;HLA-G
Regulation Of Epidermal Cell Differentiation (GO:0045604)	2/18	0.06095911117896305	0.7689711429408113	0	0	5.450334821428571	15.247594797526347	ZFP36;AQP3
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	2/18	0.06095911117896305	0.7689711429408113	0	0	5.450334821428571	15.247594797526347	RIPOR2;RACK1
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)	2/18	0.06095911117896305	0.7689711429408113	0	0	5.450334821428571	15.247594797526347	STMP1;PLCG2
Dendritic Cell Migration (GO:0036336)	2/18	0.06095911117896305	0.7689711429408113	0	0	5.450334821428571	15.247594797526347	EPS8;CCR6
Mitochondrial Fusion (GO:0008053)	2/18	0.06095911117896305	0.7689711429408113	0	0	5.450334821428571	15.247594797526347	MIGA2;MIGA1
Regulation Of RIG-I Signaling Pathway (GO:0039535)	2/18	0.06095911117896305	0.7689711429408113	0	0	5.450334821428571	15.247594797526347	UFD1;NOP53
Cholesterol Metabolic Process (GO:0008203)	4/67	0.06411455252064258	0.7689711429408113	0	0	2.7741476261655635	7.6208163145158885	PIP4P1;SH2D2A;CYP51A1;DHCR7
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	3/41	0.06433316487760844	0.7689711429408113	0	0	3.446132108795479	9.455083734719569	MRE11;PAXX;CYREN
Negative Regulation Of DNA Recombination (GO:0045910)	3/41	0.06433316487760844	0.7689711429408113	0	0	3.446132108795479	9.455083734719569	SHLD2;SHLD1;CGAS
COPII Vesicle Coating (GO:0048208)	2/19	0.0671442232475708	0.7689711429408113	0	0	5.129464285714286	13.854233629498209	TRAPPC5;TRAPPC2B
Vesicle Targeting, Rough ER To cis-Golgi (GO:0048207)	2/19	0.0671442232475708	0.7689711429408113	0	0	5.129464285714286	13.854233629498209	TRAPPC5;TRAPPC2B
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	2/19	0.0671442232475708	0.7689711429408113	0	0	5.129464285714286	13.854233629498209	SHLD2;SHLD1
Protein Insertion Into Membrane (GO:0051205)	2/19	0.0671442232475708	0.7689711429408113	0	0	5.129464285714286	13.854233629498209	MAIP1;GET4
mRNA Destabilization (GO:0061157)	3/43	0.07211341909122028	0.7689711429408113	0	0	3.273489932885906	8.60769132030234	ZFP36;TUT7;TUT4
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	4/71	0.07591822488079802	0.7689711429408113	0	0	2.6079914329696807	6.72365881803652	MRNIP;SHLD2;SHLD1;CGAS
Negative Regulation Of Immune System Process (GO:0002683)	3/44	0.0761540508929887	0.7689711429408113	0	0	3.1934850220985433	8.223214366856805	PDCD1;FOXP3;HLA-G
Regulation Of DNA-templated Transcription Elongation (GO:0032784)	3/44	0.0761540508929887	0.7689711429408113	0	0	3.1934850220985433	8.223214366856805	INTS11;INTS13;INTS14
Negative Regulation Of Interleukin-2 Production (GO:0032703)	2/21	0.08009419281750492	0.7689711429408113	0	0	4.589050751879699	11.585296917351032	ZFP36;FOXP3
Retrotransposon Silencing (GO:0010526)	2/21	0.08009419281750492	0.7689711429408113	0	0	4.589050751879699	11.585296917351032	TUT7;TUT4
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	2/21	0.08009419281750492	0.7689711429408113	0	0	4.589050751879699	11.585296917351032	MCUB;MAIP1
Ubiquitin-Dependent ERAD Pathway (GO:0030433)	4/73	0.08220172324635074	0.7689711429408113	0	0	2.532137518684604	6.326745662398114	SELENOS;RHBDD2;UFD1;ECPAS
B Cell Receptor Signaling Pathway (GO:0050853)	3/46	0.08452596957879874	0.7689711429408113	0	0	3.044638676447635	7.522377998485116	PLCG2;CTLA4;LIME1
Regulation Of Interleukin-10 Production (GO:0032653)	3/46	0.08452596957879874	0.7689711429408113	0	0	3.044638676447635	7.522377998485116	PLCG2;FOXP3;VSIR
Response To Glucose (GO:0009749)	3/46	0.08452596957879874	0.7689711429408113	0	0	3.044638676447635	7.522377998485116	SELENOS;RACK1;SELENOT
Fc-epsilon Receptor Signaling Pathway (GO:0038095)	2/22	0.0868355637123776	0.7689711429408113	0	0	4.359375	10.653174794844277	NR4A3;PLCG2
Regulation Of Mitochondrial Translation (GO:0070129)	2/22	0.0868355637123776	0.7689711429408113	0	0	4.359375	10.653174794844277	NGRN;SHMT2
Peptidyl-Glutamic Acid Modification (GO:0018200)	2/22	0.0868355637123776	0.7689711429408113	0	0	4.359375	10.653174794844277	AGBL5;NAA80
Ribosomal Large Subunit Assembly (GO:0000027)	2/22	0.0868355637123776	0.7689711429408113	0	0	4.359375	10.653174794844277	NOP53;MRM2
rRNA Methylation (GO:0031167)	2/22	0.0868355637123776	0.7689711429408113	0	0	4.359375	10.653174794844277	MRM2;MRM3
Regulation Of Interleukin-2 Production (GO:0032663)	3/47	0.08885295095027104	0.7689711429408113	0	0	2.9752898108602808	7.202499789994688	ZFP36;PLCG2;FOXP3
Cellular Defense Response (GO:0006968)	3/48	0.09327099882203055	0.7689711429408113	0	0	2.909023117076808	6.900918620281661	ADORA2A;CCR6;HLA-G
Regulation Of Interleukin-4 Production (GO:0032673)	2/23	0.09373958125725944	0.7689711429408113	0	0	4.151573129251701	9.82774819352406	SLC7A5;FOXP3
Protein Alkylation (GO:0008213)	2/23	0.09373958125725944	0.7689711429408113	0	0	4.151573129251701	9.82774819352406	CSKMT;EEF1AKMT2
Regulation Of T Cell Migration (GO:2000404)	2/23	0.09373958125725944	0.7689711429408113	0	0	4.151573129251701	9.82774819352406	RIPOR2;CCR6
Regulation Of Immune Response (GO:0050776)	4/77	0.09550597380401406	0.7689711429408113	0	0	2.3928988267092572	5.619881975709385	CGAS;PDCD1;FOXP3;HLA-G
Response To Hexose (GO:0009746)	2/24	0.10079555273696902	0.7689711429408113	0	0	3.9626623376623376	9.092966896724459	SELENOS;SELENOT
Secondary Alcohol Biosynthetic Process (GO:1902653)	2/24	0.10079555273696902	0.7689711429408113	0	0	3.9626623376623376	9.092966896724459	CYP51A1;DHCR7
mRNA Polyadenylation (GO:0006378)	2/24	0.10079555273696902	0.7689711429408113	0	0	3.9626623376623376	9.092966896724459	TENT2;TENT4B
Protein Exit From Endoplasmic Reticulum (GO:0032527)	2/24	0.10079555273696902	0.7689711429408113	0	0	3.9626623376623376	9.092966896724459	SELENOS;UFD1
Positive Regulation Of DNA Recombination (GO:0045911)	3/51	0.10704875805368694	0.7689711429408113	0	0	2.7267897091722597	6.092932161674269	MRNIP;SHLD2;SHLD1
Negative Regulation Of Erythrocyte Differentiation (GO:0045647)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	ZFP36
C-terminal Protein Deglutamylation (GO:0035609)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	AGBL5
Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	SELENOS
Regulation Of Endoplasmic Reticulum Tubular Network Organization (GO:1903371)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	LNPK
Regulation Of Establishment Of T Cell Polarity (GO:1903903)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	RIPOR2
Negative Regulation Of Myeloid Cell Apoptotic Process (GO:0033033)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	SELENOS
Regulation Of Immature T Cell Proliferation In Thymus (GO:0033084)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	TMEM131L
Regulation Of Keratinocyte Apoptotic Process (GO:1902172)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	ZFP36
Negative Regulation Of Relaxation Of Muscle (GO:1901078)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	GRK2
Regulation Of Macrophage Apoptotic Process (GO:2000109)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	SELENOS
Regulation Of Neutrophil Extravasation (GO:2000389)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	RIPOR2
Nucleoside Triphosphate Biosynthetic Process (GO:0009142)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	NME2
Regulation Of Retrograde Transport, Endosome To Golgi (GO:1905279)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	EIPR1
Regulation Of Superoxide Metabolic Process (GO:0090322)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	FBLN5
Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	ZFP36
Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	NR4A3
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	PLCG2
Response To Catecholamine (GO:0071869)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	NR4A3
Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	ZFP36
Positive Regulation Of Cholesterol Biosynthetic Process (GO:0045542)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	SH2D2A
Positive Regulation Of Growth Hormone Secretion (GO:0060124)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	SELENOT
Tight Junction Organization (GO:0120193)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	PATJ
Positive Regulation Of Sterol Biosynthetic Process (GO:0106120)	1/5	0.10756008057664528	0.7689711429408113	0	0	10.883073496659243	24.266050992147857	SH2D2A
